RElbow_x,RElbow_y,RWrist_x,RWrist_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,time,pitch,filename
-0.816,-0.718,-1.352,1.354,-0.712,-3.052,-0.041,0.619,0.0,-3000.0,AK_Pakad_Bag.csv
-0.827,-0.729,-1.353,1.358,-0.711,-3.087,-0.018,0.674,0.009999999999999787,-3000.0,AK_Pakad_Bag.csv
-0.838,-0.738,-1.353,1.361,-0.708,-3.103,-0.022,0.732,0.019999999999999574,-3000.0,AK_Pakad_Bag.csv
-0.849,-0.746,-1.352,1.362,-0.704,-3.099,-0.058,0.789,0.02999999999999936,-3000.0,AK_Pakad_Bag.csv
-0.86,-0.753,-1.352,1.362,-0.695,-3.072,-0.117,0.839,0.03999999999999915,-3000.0,AK_Pakad_Bag.csv
-0.871,-0.762,-1.352,1.359,-0.682,-3.026,-0.187,0.88,0.049999999999998934,-3000.0,AK_Pakad_Bag.csv
-0.88,-0.777,-1.351,1.356,-0.662,-2.963,-0.249,0.91,0.0600000000000005,-3000.0,AK_Pakad_Bag.csv
-0.888,-0.799,-1.351,1.351,-0.637,-2.889,-0.29,0.932,0.07000000000000028,-3000.0,AK_Pakad_Bag.csv
-0.896,-0.828,-1.35,1.347,-0.612,-2.811,-0.302,0.949,0.08000000000000007,-3000.0,AK_Pakad_Bag.csv
-0.903,-0.861,-1.349,1.343,-0.588,-2.733,-0.286,0.965,0.08999999999999986,-3000.0,AK_Pakad_Bag.csv
-0.909,-0.896,-1.349,1.34,-0.571,-2.659,-0.25,0.979,0.09999999999999964,-3000.0,AK_Pakad_Bag.csv
-0.916,-0.928,-1.348,1.337,-0.561,-2.59,-0.202,0.989,0.10999999999999943,-3000.0,AK_Pakad_Bag.csv
-0.924,-0.959,-1.348,1.334,-0.558,-2.524,-0.15,0.989,0.11999999999999922,-3000.0,AK_Pakad_Bag.csv
-0.935,-0.987,-1.348,1.331,-0.561,-2.459,-0.099,0.978,0.129999999999999,-3000.0,AK_Pakad_Bag.csv
-0.949,-1.017,-1.348,1.326,-0.568,-2.394,-0.05,0.952,0.14000000000000057,-3000.0,AK_Pakad_Bag.csv
-0.966,-1.051,-1.348,1.321,-0.577,-2.329,0.001,0.914,0.15000000000000036,-3000.0,AK_Pakad_Bag.csv
-0.986,-1.093,-1.349,1.316,-0.586,-2.267,0.055,0.869,0.16000000000000014,-3000.0,AK_Pakad_Bag.csv
-1.008,-1.141,-1.348,1.312,-0.593,-2.209,0.112,0.822,0.16999999999999993,-3000.0,AK_Pakad_Bag.csv
-1.029,-1.196,-1.348,1.308,-0.598,-2.157,0.17,0.777,0.17999999999999972,-3000.0,AK_Pakad_Bag.csv
-1.049,-1.254,-1.347,1.306,-0.598,-2.11,0.228,0.735,0.1899999999999995,-3000.0,AK_Pakad_Bag.csv
-1.066,-1.313,-1.347,1.304,-0.594,-2.069,0.282,0.696,0.1999999999999993,-3000.0,AK_Pakad_Bag.csv
-1.082,-1.372,-1.347,1.302,-0.584,-2.033,0.331,0.659,0.20999999999999908,-3000.0,AK_Pakad_Bag.csv
-1.097,-1.427,-1.347,1.299,-0.569,-2.003,0.374,0.621,0.22000000000000064,-3000.0,AK_Pakad_Bag.csv
-1.114,-1.481,-1.349,1.296,-0.553,-1.982,0.41,0.583,0.23000000000000043,-3000.0,AK_Pakad_Bag.csv
-1.133,-1.531,-1.35,1.292,-0.539,-1.977,0.44,0.546,0.2400000000000002,-3000.0,AK_Pakad_Bag.csv
-1.156,-1.577,-1.353,1.29,-0.53,-1.99,0.463,0.512,0.25,-3000.0,AK_Pakad_Bag.csv
-1.182,-1.62,-1.355,1.29,-0.528,-2.025,0.478,0.484,0.2599999999999998,-3000.0,AK_Pakad_Bag.csv
-1.209,-1.658,-1.358,1.291,-0.531,-2.078,0.483,0.459,0.2699999999999996,-3000.0,AK_Pakad_Bag.csv
-1.237,-1.691,-1.361,1.295,-0.536,-2.144,0.481,0.437,0.27999999999999936,-3000.0,AK_Pakad_Bag.csv
-1.264,-1.719,-1.364,1.299,-0.539,-2.213,0.471,0.413,0.28999999999999915,-3000.0,AK_Pakad_Bag.csv
-1.291,-1.746,-1.368,1.303,-0.537,-2.276,0.456,0.384,0.29999999999999893,-3000.0,AK_Pakad_Bag.csv
-1.317,-1.772,-1.372,1.306,-0.53,-2.325,0.436,0.351,0.3100000000000005,-3000.0,AK_Pakad_Bag.csv
-1.343,-1.799,-1.376,1.307,-0.519,-2.356,0.412,0.316,0.3200000000000003,-3000.0,AK_Pakad_Bag.csv
-1.371,-1.828,-1.381,1.307,-0.509,-2.37,0.38,0.283,0.33000000000000007,-3000.0,AK_Pakad_Bag.csv
-1.399,-1.857,-1.386,1.307,-0.502,-2.369,0.341,0.257,0.33999999999999986,-3000.0,AK_Pakad_Bag.csv
-1.428,-1.884,-1.391,1.306,-0.499,-2.359,0.292,0.241,0.34999999999999964,-3000.0,AK_Pakad_Bag.csv
-1.454,-1.906,-1.396,1.305,-0.499,-2.342,0.236,0.236,0.35999999999999943,-3000.0,AK_Pakad_Bag.csv
-1.477,-1.921,-1.4,1.305,-0.498,-2.322,0.175,0.238,0.3699999999999992,-3000.0,AK_Pakad_Bag.csv
-1.494,-1.928,-1.403,1.303,-0.49,-2.3,0.116,0.245,0.379999999999999,-3000.0,AK_Pakad_Bag.csv
-1.506,-1.928,-1.405,1.3,-0.474,-2.276,0.06,0.252,0.39000000000000057,-3000.0,AK_Pakad_Bag.csv
-1.511,-1.922,-1.406,1.295,-0.451,-2.253,0.011,0.259,0.40000000000000036,-3000.0,AK_Pakad_Bag.csv
-1.512,-1.914,-1.405,1.287,-0.423,-2.228,-0.035,0.264,0.41000000000000014,-3000.0,AK_Pakad_Bag.csv
-1.509,-1.906,-1.402,1.276,-0.396,-2.203,-0.081,0.271,0.41999999999999993,-3000.0,AK_Pakad_Bag.csv
-1.504,-1.902,-1.399,1.263,-0.374,-2.175,-0.131,0.282,0.4299999999999997,-3000.0,AK_Pakad_Bag.csv
-1.499,-1.904,-1.394,1.247,-0.361,-2.143,-0.182,0.297,0.4399999999999995,-3000.0,AK_Pakad_Bag.csv
-1.493,-1.913,-1.389,1.229,-0.355,-2.106,-0.23,0.317,0.4499999999999993,-3000.0,AK_Pakad_Bag.csv
-1.487,-1.93,-1.384,1.209,-0.353,-2.063,-0.266,0.34,0.4599999999999991,-3000.0,AK_Pakad_Bag.csv
-1.482,-1.955,-1.378,1.187,-0.352,-2.016,-0.278,0.366,0.47000000000000064,-3000.0,AK_Pakad_Bag.csv
-1.479,-1.985,-1.372,1.162,-0.348,-1.967,-0.261,0.394,0.4800000000000004,-3000.0,AK_Pakad_Bag.csv
-1.478,-2.018,-1.365,1.136,-0.343,-1.918,-0.215,0.427,0.4900000000000002,-3000.0,AK_Pakad_Bag.csv
-1.48,-2.053,-1.357,1.107,-0.337,-1.871,-0.15,0.468,0.5,-3000.0,AK_Pakad_Bag.csv
-1.486,-2.086,-1.346,1.078,-0.334,-1.823,-0.081,0.516,0.5099999999999998,-3000.0,AK_Pakad_Bag.csv
-1.494,-2.117,-1.334,1.047,-0.333,-1.77,-0.026,0.572,0.5199999999999996,-3000.0,AK_Pakad_Bag.csv
-1.504,-2.147,-1.321,1.015,-0.336,-1.704,0.004,0.633,0.5299999999999994,-3000.0,AK_Pakad_Bag.csv
-1.511,-2.178,-1.306,0.983,-0.338,-1.62,0.004,0.695,0.5399999999999991,-3000.0,AK_Pakad_Bag.csv
-1.515,-2.211,-1.291,0.952,-0.338,-1.518,-0.02,0.753,0.5499999999999989,-3000.0,AK_Pakad_Bag.csv
-1.513,-2.248,-1.276,0.92,-0.331,-1.4,-0.057,0.805,0.5600000000000005,-3000.0,AK_Pakad_Bag.csv
-1.504,-2.288,-1.26,0.889,-0.317,-1.274,-0.09,0.852,0.5700000000000003,-3000.0,AK_Pakad_Bag.csv
-1.487,-2.327,-1.243,0.86,-0.298,-1.151,-0.11,0.898,0.5800000000000001,-3000.0,AK_Pakad_Bag.csv
-1.464,-2.361,-1.225,0.833,-0.278,-1.039,-0.112,0.946,0.5899999999999999,-3000.0,AK_Pakad_Bag.csv
-1.436,-2.386,-1.204,0.807,-0.261,-0.944,-0.099,0.997,0.5999999999999996,-3000.0,AK_Pakad_Bag.csv
-1.403,-2.397,-1.181,0.782,-0.248,-0.866,-0.081,1.051,0.6099999999999994,-3000.0,AK_Pakad_Bag.csv
-1.366,-2.395,-1.157,0.758,-0.241,-0.802,-0.066,1.103,0.6199999999999992,-3000.0,AK_Pakad_Bag.csv
-1.327,-2.383,-1.133,0.735,-0.24,-0.748,-0.061,1.147,0.629999999999999,-3000.0,AK_Pakad_Bag.csv
-1.287,-2.367,-1.108,0.714,-0.241,-0.7,-0.067,1.177,0.6400000000000006,-3000.0,AK_Pakad_Bag.csv
-1.244,-2.354,-1.085,0.694,-0.246,-0.659,-0.079,1.19,0.6500000000000004,-3000.0,AK_Pakad_Bag.csv
-1.2,-2.349,-1.063,0.677,-0.255,-0.627,-0.091,1.188,0.6600000000000001,-3000.0,AK_Pakad_Bag.csv
-1.152,-2.352,-1.041,0.664,-0.268,-0.607,-0.097,1.174,0.6699999999999999,-3000.0,AK_Pakad_Bag.csv
-1.102,-2.361,-1.019,0.655,-0.288,-0.599,-0.094,1.157,0.6799999999999997,-3000.0,AK_Pakad_Bag.csv
-1.046,-2.37,-0.995,0.651,-0.311,-0.601,-0.086,1.142,0.6899999999999995,-3000.0,AK_Pakad_Bag.csv
-0.985,-2.375,-0.968,0.65,-0.336,-0.608,-0.076,1.133,0.6999999999999993,-3000.0,AK_Pakad_Bag.csv
-0.919,-2.368,-0.94,0.651,-0.358,-0.611,-0.069,1.133,0.7099999999999991,-3000.0,AK_Pakad_Bag.csv
-0.85,-2.349,-0.909,0.651,-0.372,-0.604,-0.068,1.138,0.7200000000000006,-3000.0,AK_Pakad_Bag.csv
-0.779,-2.318,-0.877,0.65,-0.375,-0.584,-0.073,1.147,0.7300000000000004,-3000.0,AK_Pakad_Bag.csv
-0.708,-2.278,-0.844,0.646,-0.365,-0.553,-0.08,1.157,0.7400000000000002,-3000.0,AK_Pakad_Bag.csv
-0.64,-2.232,-0.812,0.641,-0.344,-0.513,-0.085,1.167,0.75,-3000.0,AK_Pakad_Bag.csv
-0.577,-2.183,-0.78,0.634,-0.316,-0.469,-0.086,1.175,0.7599999999999998,-3000.0,AK_Pakad_Bag.csv
-0.519,-2.131,-0.748,0.627,-0.283,-0.422,-0.082,1.183,0.7699999999999996,-3000.0,AK_Pakad_Bag.csv
-0.466,-2.073,-0.715,0.621,-0.246,-0.371,-0.075,1.192,0.7799999999999994,-3000.0,AK_Pakad_Bag.csv
-0.417,-2.01,-0.68,0.616,-0.204,-0.314,-0.069,1.201,0.7899999999999991,-3000.0,AK_Pakad_Bag.csv
-0.37,-1.938,-0.644,0.611,-0.157,-0.247,-0.066,1.209,0.7999999999999989,-3000.0,AK_Pakad_Bag.csv
-0.327,-1.859,-0.605,0.605,-0.103,-0.171,-0.067,1.217,0.8100000000000005,-3000.0,AK_Pakad_Bag.csv
-0.288,-1.775,-0.566,0.597,-0.044,-0.088,-0.07,1.223,0.8200000000000003,-3000.0,AK_Pakad_Bag.csv
-0.255,-1.69,-0.526,0.587,0.019,-0.003,-0.073,1.228,0.8300000000000001,-3000.0,AK_Pakad_Bag.csv
-0.229,-1.608,-0.486,0.574,0.081,0.078,-0.074,1.232,0.8399999999999999,-2752.8823529411766,AK_Pakad_Bag.csv
-0.211,-1.532,-0.448,0.559,0.137,0.15,-0.073,1.236,0.8499999999999996,-2505.764705882353,AK_Pakad_Bag.csv
-0.2,-1.462,-0.411,0.543,0.186,0.213,-0.069,1.24,0.8599999999999994,-2258.6470588235293,AK_Pakad_Bag.csv
-0.195,-1.395,-0.374,0.527,0.226,0.268,-0.066,1.242,0.8699999999999992,-2011.5294117647059,AK_Pakad_Bag.csv
-0.193,-1.328,-0.338,0.512,0.26,0.317,-0.065,1.241,0.879999999999999,-1764.4117647058824,AK_Pakad_Bag.csv
-0.192,-1.257,-0.302,0.498,0.291,0.362,-0.067,1.238,0.8900000000000006,-1517.2941176470588,AK_Pakad_Bag.csv
-0.191,-1.179,-0.266,0.485,0.32,0.4,-0.071,1.232,0.9000000000000004,-1270.1764705882351,AK_Pakad_Bag.csv
-0.189,-1.094,-0.23,0.473,0.348,0.427,-0.077,1.225,0.9100000000000001,-1023.0588235294117,AK_Pakad_Bag.csv
-0.186,-1.004,-0.196,0.461,0.372,0.439,-0.08,1.221,0.9199999999999999,-775.9411764705883,AK_Pakad_Bag.csv
-0.183,-0.914,-0.162,0.449,0.39,0.433,-0.082,1.221,0.9299999999999997,-528.8235294117649,AK_Pakad_Bag.csv
-0.181,-0.828,-0.131,0.436,0.398,0.411,-0.08,1.226,0.9399999999999995,-281.705882352941,AK_Pakad_Bag.csv
-0.181,-0.749,-0.103,0.423,0.395,0.377,-0.077,1.233,0.9499999999999993,-34.58823529411757,AK_Pakad_Bag.csv
-0.181,-0.68,-0.076,0.41,0.383,0.34,-0.073,1.241,0.9599999999999991,212.52941176470586,AK_Pakad_Bag.csv
-0.18,-0.622,-0.051,0.396,0.365,0.304,-0.072,1.248,0.9700000000000006,459.64705882352973,AK_Pakad_Bag.csv
-0.179,-0.573,-0.028,0.382,0.345,0.271,-0.072,1.252,0.9800000000000004,706.7647058823532,AK_Pakad_Bag.csv
-0.176,-0.532,-0.004,0.368,0.325,0.241,-0.074,1.255,0.9900000000000002,953.8823529411766,AK_Pakad_Bag.csv
-0.172,-0.495,0.019,0.354,0.308,0.206,-0.076,1.26,1.0,1201.0,AK_Pakad_Bag.csv
-0.168,-0.462,0.042,0.34,0.294,0.164,-0.078,1.269,1.0099999999999998,1201.875,AK_Pakad_Bag.csv
-0.165,-0.435,0.064,0.327,0.282,0.111,-0.078,1.284,1.0199999999999996,1202.75,AK_Pakad_Bag.csv
-0.164,-0.413,0.085,0.313,0.27,0.051,-0.077,1.303,1.0299999999999994,1203.625,AK_Pakad_Bag.csv
-0.165,-0.401,0.104,0.3,0.26,-0.007,-0.076,1.325,1.0399999999999991,1204.5,AK_Pakad_Bag.csv
-0.168,-0.399,0.12,0.287,0.252,-0.054,-0.075,1.345,1.049999999999999,1205.375,AK_Pakad_Bag.csv
-0.17,-0.408,0.134,0.275,0.248,-0.084,-0.075,1.36,1.0600000000000005,1206.25,AK_Pakad_Bag.csv
-0.172,-0.427,0.146,0.263,0.248,-0.095,-0.077,1.37,1.0700000000000003,1207.125,AK_Pakad_Bag.csv
-0.173,-0.451,0.156,0.253,0.253,-0.09,-0.078,1.377,1.08,1208.0,AK_Pakad_Bag.csv
-0.173,-0.474,0.166,0.242,0.264,-0.076,-0.079,1.387,1.0899999999999999,1205.5555555555557,AK_Pakad_Bag.csv
-0.173,-0.492,0.176,0.231,0.279,-0.06,-0.079,1.403,1.0999999999999996,1203.111111111111,AK_Pakad_Bag.csv
-0.174,-0.5,0.187,0.219,0.301,-0.045,-0.079,1.429,1.1099999999999994,1200.6666666666667,AK_Pakad_Bag.csv
-0.178,-0.496,0.198,0.207,0.329,-0.03,-0.08,1.464,1.1199999999999992,1198.2222222222222,AK_Pakad_Bag.csv
-0.185,-0.482,0.21,0.193,0.366,-0.009,-0.081,1.503,1.129999999999999,1195.7777777777778,AK_Pakad_Bag.csv
-0.193,-0.462,0.221,0.178,0.41,0.023,-0.084,1.541,1.1400000000000006,1193.3333333333333,AK_Pakad_Bag.csv
-0.204,-0.442,0.23,0.162,0.462,0.071,-0.087,1.571,1.1500000000000004,1190.888888888889,AK_Pakad_Bag.csv
-0.215,-0.425,0.238,0.146,0.516,0.132,-0.091,1.592,1.1600000000000001,1188.4444444444443,AK_Pakad_Bag.csv
-0.227,-0.417,0.245,0.13,0.569,0.202,-0.095,1.603,1.17,1186.0,AK_Pakad_Bag.csv
-0.239,-0.418,0.251,0.116,0.614,0.271,-0.096,1.607,1.1799999999999997,1187.375,AK_Pakad_Bag.csv
-0.251,-0.425,0.257,0.102,0.647,0.332,-0.097,1.608,1.1899999999999995,1188.75,AK_Pakad_Bag.csv
-0.263,-0.437,0.264,0.089,0.664,0.379,-0.097,1.606,1.1999999999999993,1190.125,AK_Pakad_Bag.csv
-0.276,-0.448,0.273,0.076,0.666,0.411,-0.097,1.603,1.209999999999999,1191.5,AK_Pakad_Bag.csv
-0.289,-0.458,0.282,0.064,0.656,0.428,-0.098,1.597,1.2200000000000006,1192.875,AK_Pakad_Bag.csv
-0.303,-0.464,0.292,0.05,0.638,0.433,-0.1,1.586,1.2300000000000004,1194.25,AK_Pakad_Bag.csv
-0.316,-0.466,0.301,0.036,0.614,0.427,-0.102,1.568,1.2400000000000002,1195.625,AK_Pakad_Bag.csv
-0.329,-0.467,0.308,0.021,0.587,0.41,-0.104,1.546,1.25,1197.0,AK_Pakad_Bag.csv
-0.341,-0.467,0.313,0.006,0.557,0.383,-0.106,1.522,1.2599999999999998,1194.0,AK_Pakad_Bag.csv
-0.353,-0.467,0.316,-0.01,0.525,0.35,-0.105,1.498,1.2699999999999996,1191.0,AK_Pakad_Bag.csv
-0.364,-0.468,0.318,-0.025,0.491,0.316,-0.104,1.478,1.2799999999999994,1188.0,AK_Pakad_Bag.csv
-0.374,-0.468,0.319,-0.04,0.455,0.288,-0.102,1.462,1.2899999999999991,1185.0,AK_Pakad_Bag.csv
-0.383,-0.468,0.321,-0.055,0.42,0.273,-0.1,1.447,1.299999999999999,1182.0,AK_Pakad_Bag.csv
-0.39,-0.465,0.325,-0.07,0.387,0.276,-0.098,1.43,1.3100000000000005,1179.0,AK_Pakad_Bag.csv
-0.397,-0.46,0.331,-0.085,0.359,0.295,-0.095,1.407,1.3200000000000003,1176.0,AK_Pakad_Bag.csv
-0.402,-0.454,0.339,-0.1,0.334,0.323,-0.093,1.379,1.33,1173.0,AK_Pakad_Bag.csv
-0.406,-0.446,0.348,-0.115,0.312,0.352,-0.09,1.346,1.3399999999999999,709.3333333333333,AK_Pakad_Bag.csv
-0.408,-0.438,0.357,-0.13,0.289,0.371,-0.087,1.314,1.3499999999999996,245.66666666666663,AK_Pakad_Bag.csv
-0.41,-0.429,0.367,-0.143,0.263,0.376,-0.083,1.286,1.3599999999999994,-218.0,AK_Pakad_Bag.csv
-0.41,-0.419,0.377,-0.156,0.235,0.367,-0.08,1.264,1.3699999999999992,-681.6666666666667,AK_Pakad_Bag.csv
-0.41,-0.408,0.388,-0.167,0.204,0.348,-0.078,1.25,1.379999999999999,-1145.3333333333335,AK_Pakad_Bag.csv
-0.408,-0.396,0.398,-0.177,0.174,0.327,-0.077,1.242,1.3900000000000006,-1609.0,AK_Pakad_Bag.csv
-0.404,-0.383,0.41,-0.185,0.148,0.31,-0.076,1.234,1.4000000000000004,-2072.666666666667,AK_Pakad_Bag.csv
-0.4,-0.369,0.422,-0.192,0.126,0.299,-0.076,1.224,1.4100000000000001,-2536.3333333333335,AK_Pakad_Bag.csv
-0.395,-0.355,0.434,-0.198,0.109,0.291,-0.075,1.21,1.42,-3000.0,AK_Pakad_Bag.csv
-0.391,-0.341,0.446,-0.204,0.094,0.281,-0.074,1.193,1.4299999999999997,-3000.0,AK_Pakad_Bag.csv
-0.388,-0.328,0.457,-0.209,0.079,0.265,-0.072,1.173,1.4399999999999995,-3000.0,AK_Pakad_Bag.csv
-0.387,-0.313,0.466,-0.214,0.059,0.241,-0.07,1.155,1.4499999999999993,-3000.0,AK_Pakad_Bag.csv
-0.387,-0.299,0.475,-0.22,0.035,0.209,-0.068,1.138,1.459999999999999,-3000.0,AK_Pakad_Bag.csv
-0.39,-0.283,0.484,-0.226,0.005,0.173,-0.067,1.124,1.4700000000000006,-3000.0,AK_Pakad_Bag.csv
-0.393,-0.268,0.492,-0.232,-0.028,0.136,-0.067,1.112,1.4800000000000004,-3000.0,AK_Pakad_Bag.csv
-0.395,-0.254,0.501,-0.24,-0.06,0.1,-0.067,1.101,1.4900000000000002,-3000.0,AK_Pakad_Bag.csv
-0.397,-0.243,0.511,-0.248,-0.088,0.062,-0.067,1.091,1.5,-3000.0,AK_Pakad_Bag.csv
-0.397,-0.237,0.521,-0.257,-0.112,0.02,-0.067,1.082,1.5099999999999998,-3000.0,AK_Pakad_Bag.csv
-0.397,-0.234,0.53,-0.267,-0.131,-0.033,-0.066,1.077,1.5199999999999996,-3000.0,AK_Pakad_Bag.csv
-0.396,-0.234,0.539,-0.278,-0.145,-0.097,-0.065,1.074,1.5299999999999994,-3000.0,AK_Pakad_Bag.csv
-0.395,-0.235,0.546,-0.29,-0.158,-0.174,-0.064,1.075,1.5399999999999991,-3000.0,AK_Pakad_Bag.csv
-0.395,-0.237,0.552,-0.303,-0.172,-0.261,-0.062,1.077,1.549999999999999,-3000.0,AK_Pakad_Bag.csv
-0.395,-0.237,0.556,-0.317,-0.187,-0.353,-0.062,1.078,1.5600000000000005,-3000.0,AK_Pakad_Bag.csv
-0.395,-0.236,0.56,-0.331,-0.205,-0.448,-0.061,1.075,1.5700000000000003,-3000.0,AK_Pakad_Bag.csv
-0.396,-0.234,0.564,-0.344,-0.225,-0.543,-0.06,1.066,1.58,-3000.0,AK_Pakad_Bag.csv
-0.396,-0.232,0.568,-0.358,-0.246,-0.64,-0.059,1.054,1.5899999999999999,-3000.0,AK_Pakad_Bag.csv
-0.396,-0.232,0.571,-0.371,-0.267,-0.736,-0.057,1.04,1.5999999999999996,-3000.0,AK_Pakad_Bag.csv
-0.396,-0.234,0.574,-0.383,-0.285,-0.828,-0.056,1.029,1.6099999999999994,-3000.0,AK_Pakad_Bag.csv
-0.396,-0.236,0.576,-0.395,-0.299,-0.912,-0.054,1.025,1.6199999999999992,-3000.0,AK_Pakad_Bag.csv
-0.396,-0.237,0.577,-0.406,-0.309,-0.979,-0.054,1.029,1.629999999999999,-3000.0,AK_Pakad_Bag.csv
-0.396,-0.235,0.577,-0.417,-0.315,-1.024,-0.053,1.04,1.6400000000000006,-3000.0,AK_Pakad_Bag.csv
-0.396,-0.229,0.575,-0.428,-0.317,-1.046,-0.053,1.055,1.6500000000000004,-3000.0,AK_Pakad_Bag.csv
-0.396,-0.218,0.574,-0.438,-0.315,-1.046,-0.053,1.072,1.6600000000000001,-3000.0,AK_Pakad_Bag.csv
-0.397,-0.202,0.572,-0.447,-0.312,-1.034,-0.053,1.089,1.67,-3000.0,AK_Pakad_Bag.csv
-0.397,-0.184,0.572,-0.456,-0.308,-1.017,-0.053,1.103,1.6799999999999997,-3000.0,AK_Pakad_Bag.csv
-0.397,-0.167,0.572,-0.464,-0.303,-1.005,-0.053,1.114,1.6899999999999995,-3000.0,AK_Pakad_Bag.csv
-0.397,-0.152,0.574,-0.471,-0.297,-1.001,-0.053,1.125,1.6999999999999993,-3000.0,AK_Pakad_Bag.csv
-0.397,-0.14,0.577,-0.479,-0.29,-1.003,-0.054,1.134,1.709999999999999,-3000.0,AK_Pakad_Bag.csv
-0.397,-0.132,0.58,-0.488,-0.282,-1.008,-0.056,1.143,1.7200000000000006,-3000.0,AK_Pakad_Bag.csv
-0.397,-0.126,0.583,-0.499,-0.274,-1.01,-0.059,1.15,1.7300000000000004,-3000.0,AK_Pakad_Bag.csv
-0.397,-0.12,0.586,-0.51,-0.269,-1.007,-0.062,1.154,1.7400000000000002,-3000.0,AK_Pakad_Bag.csv
-0.397,-0.113,0.589,-0.523,-0.266,-0.998,-0.065,1.155,1.75,-3000.0,AK_Pakad_Bag.csv
-0.396,-0.103,0.591,-0.536,-0.268,-0.987,-0.068,1.152,1.7599999999999998,-3000.0,AK_Pakad_Bag.csv
-0.396,-0.089,0.593,-0.549,-0.273,-0.976,-0.071,1.146,1.7699999999999996,-3000.0,AK_Pakad_Bag.csv
-0.396,-0.072,0.594,-0.562,-0.28,-0.967,-0.074,1.137,1.7799999999999994,-3000.0,AK_Pakad_Bag.csv
-0.395,-0.052,0.595,-0.575,-0.286,-0.956,-0.077,1.127,1.7899999999999991,-3000.0,AK_Pakad_Bag.csv
-0.395,-0.033,0.595,-0.588,-0.289,-0.939,-0.08,1.113,1.799999999999999,-3000.0,AK_Pakad_Bag.csv
-0.394,-0.017,0.595,-0.602,-0.289,-0.911,-0.083,1.094,1.8100000000000005,-3000.0,AK_Pakad_Bag.csv
-0.394,-0.004,0.595,-0.617,-0.286,-0.872,-0.085,1.069,1.8200000000000003,-3000.0,AK_Pakad_Bag.csv
-0.393,0.004,0.595,-0.632,-0.281,-0.826,-0.087,1.037,1.83,-3000.0,AK_Pakad_Bag.csv
-0.393,0.008,0.595,-0.647,-0.278,-0.781,-0.088,0.999,1.8399999999999999,-3000.0,AK_Pakad_Bag.csv
-0.392,0.009,0.595,-0.663,-0.277,-0.748,-0.088,0.959,1.8499999999999996,-3000.0,AK_Pakad_Bag.csv
-0.392,0.01,0.596,-0.678,-0.279,-0.735,-0.088,0.921,1.8599999999999994,-3000.0,AK_Pakad_Bag.csv
-0.392,0.012,0.596,-0.692,-0.283,-0.746,-0.088,0.888,1.8699999999999992,-3000.0,AK_Pakad_Bag.csv
-0.392,0.016,0.596,-0.705,-0.286,-0.777,-0.088,0.862,1.879999999999999,-3000.0,AK_Pakad_Bag.csv
-0.391,0.022,0.595,-0.717,-0.288,-0.822,-0.089,0.843,1.8900000000000006,-3000.0,AK_Pakad_Bag.csv
-0.391,0.028,0.595,-0.729,-0.288,-0.872,-0.09,0.828,1.9000000000000004,-3000.0,AK_Pakad_Bag.csv
-0.391,0.033,0.594,-0.74,-0.285,-0.921,-0.092,0.815,1.9100000000000001,-3000.0,AK_Pakad_Bag.csv
-0.39,0.036,0.593,-0.751,-0.282,-0.966,-0.093,0.801,1.92,-3000.0,AK_Pakad_Bag.csv
-0.39,0.036,0.592,-0.761,-0.281,-1.008,-0.093,0.786,1.9299999999999997,-3000.0,AK_Pakad_Bag.csv
-0.39,0.033,0.591,-0.771,-0.283,-1.05,-0.094,0.77,1.9399999999999995,-3000.0,AK_Pakad_Bag.csv
-0.39,0.029,0.591,-0.78,-0.287,-1.093,-0.094,0.756,1.9499999999999993,-3000.0,AK_Pakad_Bag.csv
-0.39,0.027,0.59,-0.789,-0.291,-1.135,-0.095,0.744,1.959999999999999,-3000.0,AK_Pakad_Bag.csv
-0.39,0.028,0.591,-0.798,-0.294,-1.17,-0.096,0.737,1.9700000000000006,-3000.0,AK_Pakad_Bag.csv
-0.39,0.033,0.592,-0.806,-0.294,-1.192,-0.096,0.734,1.9800000000000004,-3000.0,AK_Pakad_Bag.csv
-0.39,0.04,0.593,-0.815,-0.292,-1.197,-0.097,0.734,1.9900000000000002,-3000.0,AK_Pakad_Bag.csv
-0.39,0.047,0.594,-0.825,-0.288,-1.185,-0.097,0.735,2.0,-3000.0,AK_Pakad_Bag.csv
-0.389,0.052,0.596,-0.835,-0.286,-1.159,-0.096,0.738,2.01,-3000.0,AK_Pakad_Bag.csv
-0.389,0.054,0.598,-0.845,-0.285,-1.125,-0.094,0.742,2.0199999999999996,-3000.0,AK_Pakad_Bag.csv
-0.39,0.054,0.6,-0.856,-0.287,-1.088,-0.092,0.748,2.0299999999999994,-3000.0,AK_Pakad_Bag.csv
-0.39,0.052,0.602,-0.868,-0.291,-1.051,-0.091,0.756,2.039999999999999,-3000.0,AK_Pakad_Bag.csv
-0.39,0.051,0.602,-0.88,-0.294,-1.015,-0.089,0.765,2.049999999999999,-3000.0,AK_Pakad_Bag.csv
-0.39,0.053,0.602,-0.893,-0.294,-0.978,-0.088,0.774,2.0600000000000005,-3000.0,AK_Pakad_Bag.csv
-0.39,0.059,0.602,-0.906,-0.292,-0.939,-0.088,0.78,2.0700000000000003,-3000.0,AK_Pakad_Bag.csv
