time,pitch,energy
8.78,736.0,73.29025748854677
8.790000000000001,731.0,72.9026520056431
8.8,726.0,72.5695715772474
8.81,725.0,72.3684679494896
8.82,721.0,72.29324679954178
8.83,719.0,72.2588318596562
8.84,717.0,72.18123176051421
8.85,712.0,72.05503165942723
8.86,708.0,71.95139821097187
8.870000000000001,700.0,71.92288185785767
8.88,695.0,71.92858212466983
8.89,688.0,71.8892314566862
8.9,680.0,71.78470814901131
8.91,669.0,71.65611672678446
8.92,662.0,71.53666750240167
8.93,651.0,71.44283501338694
8.94,643.0,71.43210082405903
8.950000000000001,634.0,71.54815812576132
8.96,621.0,71.6760933333352
8.97,607.0,71.62355509438754
8.98,596.0,71.37055892612302
8.99,583.0,71.10775747776225
9.0,569.0,70.96667501269667
9.01,555.0,70.8174838350967
9.02,540.0,70.47214135755556
9.03,528.0,69.93135726263877
9.040000000000001,516.0,69.39490608328657
9.05,509.0,69.08054376830569
9.06,506.0,68.98820083125725
9.07,505.0,68.90732097774291
9.08,504.0,68.64144675215948
9.09,500.0,68.14235420930719
9.1,496.0,67.49855982527895
9.11,494.0,66.83287304870959
9.120000000000001,490.0,66.19636473994149
9.13,483.0,65.58777468575046
9.14,482.0,65.0312704519826
9.15,485.0,64.54652895414202
9.16,486.0,64.09146436400151
9.17,486.0,63.61516698772574
9.18,488.0,63.119756067602864
9.19,490.0,62.63590182187753
9.200000000000001,490.0,62.182136678990766
9.21,488.0,61.75547864513173
9.22,488.0,61.33542106384552
9.23,486.0,60.90482603651443
9.24,486.0,60.469587393223705
9.25,488.0,60.03470738808983
9.26,489.0,59.56773420792414
9.27,493.0,59.01809446291001
9.28,494.0,58.371644620906714
9.290000000000001,494.0,57.671804902985414
9.3,-3000.0,56.99749989385981
9.31,-3000.0,56.42115643765199
9.32,-3000.0,55.97150301390835
9.33,-3000.0,55.63611662283971
9.34,-3000.0,55.40515585992524
9.35,-3000.0,55.31075139484149
9.36,-3000.0,55.41625341227934
9.370000000000001,-3000.0,55.756335176280956
9.38,-3000.0,56.282396392827884
9.39,-3000.0,56.86190132936072
9.4,453.0,57.34053292427904
9.41,448.0,57.623833668536975
