time,Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,RBigToe_x,RSmallToe_x
1.260,-1.126,-0.852,-0.649,0.042,-0.697,-0.004,-1.106,-0.617,-1.359,1.309,0.023,-0.193,0.263,0.284,1.965,1.484,-0.896,1.259,-1.360,1.528,2.225,,,,-0.771,1.343,-0.000,,,,-0.916,-0.589,-0.866,-0.799,-0.713,0.078,-0.774,-0.992,,
1.270,-1.135,-0.855,-0.655,0.050,-0.713,0.002,-1.129,-0.624,-1.365,1.309,0.036,-0.196,0.273,0.306,1.982,1.483,-0.885,1.232,-1.364,1.500,2.339,,,,-0.745,1.335,0.006,,,,-0.924,-0.598,-0.877,-0.809,-0.717,0.088,-0.784,-1.000,,
1.280,-1.136,-0.859,-0.657,0.053,-0.723,0.004,-1.153,-0.638,-1.370,1.306,0.048,-0.196,0.292,0.325,1.989,1.477,-0.870,1.207,-1.361,1.471,2.408,,,,-0.722,1.324,0.006,,,,-0.927,-0.610,-0.882,-0.820,-0.714,0.092,-0.788,-1.004,,
1.290,-1.126,-0.863,-0.654,0.049,-0.724,0.001,-1.178,-0.659,-1.374,1.302,0.062,-0.193,0.315,0.339,1.979,1.464,-0.855,1.188,-1.353,1.445,2.425,,,,-0.704,1.315,0.001,,,,-0.922,-0.626,-0.877,-0.833,-0.704,0.089,-0.783,-1.001,,
1.300,-1.109,-0.869,-0.647,0.041,-0.718,-0.005,-1.204,-0.681,-1.378,1.296,0.075,-0.189,0.337,0.343,1.959,1.448,-0.841,1.177,-1.342,1.425,2.393,,,,-0.691,1.314,-0.008,,,,-0.911,-0.642,-0.866,-0.846,-0.689,0.080,-0.773,-0.993,,
1.310,-1.091,-0.876,-0.640,0.033,-0.708,-0.010,-1.232,-0.699,-1.380,1.290,0.088,-0.185,0.351,0.336,1.937,1.433,-0.826,1.173,-1.331,1.411,2.328,,,,-0.681,1.317,-0.018,,,,-0.899,-0.658,-0.854,-0.860,-0.675,0.071,-0.762,-0.985,,
1.320,-1.077,-0.885,-0.636,0.030,-0.699,-0.010,-1.263,-0.706,-1.383,1.286,0.096,-0.184,0.357,0.318,1.925,1.424,-0.808,1.172,-1.321,1.400,2.255,,,,-0.668,1.318,-0.029,,,,-0.893,-0.670,-0.848,-0.875,-0.667,0.067,-0.757,-0.981,,
1.330,-1.070,-0.894,-0.638,0.032,-0.692,-0.005,-1.297,-0.704,-1.386,1.284,0.099,-0.186,0.358,0.295,1.930,1.423,-0.786,1.167,-1.311,1.390,2.200,,,,-0.646,1.312,-0.042,,,,-0.895,-0.678,-0.851,-0.890,-0.667,0.070,-0.760,-0.983,,
1.340,-1.068,-0.904,-0.643,0.039,-0.689,0.003,-1.331,-0.700,-1.390,1.284,0.097,-0.189,0.361,0.276,1.950,1.428,-0.762,1.153,-1.303,1.373,2.178,,,,-0.617,1.294,-0.058,,,,-0.904,-0.683,-0.860,-0.905,-0.674,0.078,-0.769,-0.990,,
1.350,-1.066,-0.914,-0.650,0.048,-0.686,0.009,-1.361,-0.699,-1.393,1.284,0.093,-0.193,0.374,0.270,1.974,1.435,-0.739,1.128,-1.295,1.346,2.190,,,,-0.582,1.262,-0.080,,,,-0.915,-0.688,-0.872,-0.920,-0.681,0.089,-0.779,-0.999,,
1.360,-1.057,-0.924,-0.654,0.052,-0.679,0.007,-1.386,-0.709,-1.396,1.283,0.088,-0.195,0.401,0.283,1.991,1.441,-0.722,1.091,-1.288,1.308,2.219,,,,-0.548,1.218,-0.108,,,,-0.920,-0.695,-0.879,-0.933,-0.683,0.095,-0.786,-1.004,,
1.370,-1.040,-0.934,-0.653,0.051,-0.667,-0.003,-1.403,-0.731,-1.399,1.281,0.083,-0.196,0.439,0.313,1.990,1.443,-0.712,1.045,-1.280,1.261,2.242,,,,-0.526,1.167,-0.142,,,,-0.917,-0.707,-0.878,-0.946,-0.677,0.095,-0.785,-1.004,,
1.380,-1.016,-0.944,-0.648,0.044,-0.649,-0.018,-1.413,-0.758,-1.401,1.278,0.078,-0.195,0.482,0.353,1.971,1.442,-0.710,0.995,-1.273,1.210,2.233,,,,-0.524,1.111,-0.179,,,,-0.906,-0.721,-0.869,-0.959,-0.665,0.088,-0.777,-0.997,,
1.390,-0.991,-0.954,-0.641,0.036,-0.629,-0.033,-1.419,-0.782,-1.403,1.274,0.073,-0.195,0.518,0.390,1.945,1.440,-0.713,0.945,-1.267,1.161,2.180,,,,-0.546,1.053,-0.214,,,,-0.892,-0.735,-0.857,-0.973,-0.650,0.079,-0.766,-0.989,,
1.400,-0.972,-0.963,-0.636,0.030,-0.612,-0.041,-1.424,-0.794,-1.405,1.271,0.064,-0.196,0.537,0.411,1.924,1.439,-0.718,0.901,-1.263,1.119,2.090,,,,-0.594,0.992,-0.243,,,,-0.882,-0.747,-0.849,-0.987,-0.640,0.072,-0.759,-0.983,,
1.410,-0.962,-0.972,-0.636,0.030,-0.600,-0.039,-1.432,-0.791,-1.407,1.269,0.051,-0.197,0.535,0.409,1.921,1.443,-0.724,0.861,-1.263,1.087,1.983,,,,-0.664,0.930,-0.261,,,,-0.880,-0.754,-0.848,-1.002,-0.638,0.072,-0.759,-0.983,,
1.420,-0.961,-0.980,-0.640,0.036,-0.595,-0.028,-1.442,-0.777,-1.409,1.268,0.034,-0.200,0.515,0.384,1.939,1.450,-0.732,0.827,-1.268,1.061,1.885,,,,-0.748,0.864,-0.268,,,,-0.887,-0.756,-0.855,-1.018,-0.643,0.077,-0.765,-0.988,,
1.430,-0.965,-0.988,-0.647,0.044,-0.594,-0.011,-1.454,-0.760,-1.411,1.267,0.015,-0.202,0.484,0.345,1.969,1.461,-0.745,0.796,-1.279,1.038,1.816,,,,-0.835,0.798,-0.264,,,,-0.899,-0.756,-0.866,-1.032,-0.651,0.086,-0.775,-0.996,,
1.440,-0.968,-0.995,-0.652,0.050,-0.592,0.004,-1.465,-0.751,-1.412,1.264,-0.004,-0.204,0.455,0.303,1.996,1.473,-0.766,0.768,-1.297,1.015,1.780,,,,-0.915,0.735,-0.253,,,,-0.909,-0.755,-0.875,-1.044,-0.657,0.094,-0.783,-1.002,,
1.450,-0.964,-1.001,-0.654,0.052,-0.587,0.012,-1.471,-0.757,-1.414,1.258,-0.022,-0.205,0.436,0.271,2.005,1.486,-0.794,0.744,-1.319,0.990,1.763,,,,-0.981,0.681,-0.238,,,,-0.912,-0.756,-0.877,-1.054,-0.657,0.095,-0.785,-1.003,,
1.460,-0.953,-1.006,-0.651,0.047,-0.578,0.013,-1.471,-0.778,-1.414,1.249,-0.037,-0.208,0.432,0.252,1.990,1.501,-0.825,0.728,-1.345,0.967,1.742,,,,-1.027,0.641,-0.222,,,,-0.907,-0.760,-0.871,-1.061,-0.651,0.090,-0.780,-0.999,,
1.470,-0.938,-1.010,-0.645,0.038,-0.566,0.010,-1.465,-0.806,-1.415,1.238,-0.051,-0.211,0.440,0.244,1.957,1.521,-0.852,0.725,-1.371,0.951,1.694,,,,-1.052,0.619,-0.205,,,,-0.897,-0.765,-0.860,-1.066,-0.645,0.081,-0.771,-0.991,,
1.480,-0.926,-1.013,-0.640,0.030,-0.557,0.009,-1.457,-0.832,-1.415,1.227,-0.066,-0.214,0.456,0.240,1.923,1.545,-0.870,0.741,-1.397,0.946,1.606,,,,-1.059,0.619,-0.188,,,,-0.889,-0.769,-0.850,-1.070,-0.642,0.073,-0.763,-0.984,,
1.490,-0.922,-1.015,-0.638,0.027,-0.554,0.013,-1.448,-0.845,-1.416,1.218,-0.080,-0.217,0.473,0.231,1.906,1.572,-0.875,0.775,-1.421,0.958,1.485,,,,-1.053,0.642,-0.169,,,,-0.887,-0.769,-0.847,-1.074,-0.647,0.069,-0.759,-0.981,,
1.500,-0.927,-1.016,-0.641,0.030,-0.558,0.024,-1.443,-0.842,-1.417,1.212,-0.094,-0.218,0.490,0.212,1.919,1.597,-0.870,0.827,-1.445,0.985,1.350,,,,-1.042,0.683,-0.147,,,,-0.894,-0.764,-0.851,-1.076,-0.662,0.072,-0.763,-0.983,,
1.510,-0.939,-1.016,-0.646,0.038,-0.568,0.040,-1.440,-0.827,-1.418,1.209,-0.106,-0.217,0.508,0.186,1.961,1.615,-0.862,0.889,-1.468,1.022,1.227,,,,-1.030,0.739,-0.123,,,,-0.906,-0.756,-0.860,-1.078,-0.681,0.079,-0.772,-0.990,,
1.520,-0.952,-1.016,-0.652,0.045,-0.579,0.056,-1.441,-0.808,-1.420,1.207,-0.113,-0.214,0.531,0.160,2.017,1.619,-0.861,0.953,-1.493,1.062,1.134,,,,-1.021,0.803,-0.100,,,,-0.919,-0.747,-0.870,-1.076,-0.699,0.086,-0.781,-0.996,,
1.530,-0.959,-1.014,-0.656,0.049,-0.588,0.067,-1.442,-0.792,-1.422,1.207,-0.115,-0.212,0.565,0.145,2.065,1.611,-0.872,1.010,-1.517,1.098,1.081,,,,-1.014,0.867,-0.078,,,,-0.927,-0.741,-0.875,-1.073,-0.710,0.090,-0.786,-0.999,,
1.540,-0.960,-1.012,-0.654,0.047,-0.594,0.070,-1.443,-0.785,-1.423,1.207,-0.112,-0.214,0.613,0.151,2.083,1.591,-0.895,1.054,-1.540,1.124,1.063,,,,-1.004,0.923,-0.060,,,,-0.926,-0.739,-0.873,-1.066,-0.713,0.087,-0.784,-0.997,,
1.550,-0.954,-1.009,-0.650,0.040,-0.596,0.066,-1.441,-0.787,-1.425,1.206,-0.108,-0.219,0.673,0.178,2.063,1.568,-0.925,1.083,-1.560,1.141,1.073,,,,-0.984,0.969,-0.045,,,,-0.917,-0.740,-0.864,-1.057,-0.710,0.079,-0.776,-0.991,,
1.560,-0.947,-1.005,-0.645,0.032,-0.598,0.061,-1.438,-0.791,-1.427,1.205,-0.104,-0.226,0.742,0.221,2.012,1.548,-0.951,1.100,-1.573,1.151,1.105,,,,-0.949,1.003,-0.034,,,,-0.907,-0.744,-0.854,-1.047,-0.706,0.071,-0.767,-0.983,,
1.570,-0.944,-1.001,-0.642,0.027,-0.603,0.058,-1.435,-0.791,-1.429,1.205,-0.102,-0.232,0.812,0.266,1.951,1.536,-0.964,1.110,-1.579,1.159,1.166,,,,-0.898,1.029,-0.024,,,,-0.901,-0.748,-0.848,-1.037,-0.708,0.065,-0.762,-0.979,,
1.580,-0.950,-0.998,-0.643,0.027,-0.615,0.061,-1.432,-0.783,-1.431,1.206,-0.103,-0.233,0.880,0.300,1.903,1.531,-0.958,1.120,-1.577,1.170,1.269,,,,-0.833,1.052,-0.014,,,,-0.903,-0.749,-0.850,-1.025,-0.718,0.066,-0.763,-0.979,,
1.590,-0.964,-0.996,-0.647,0.033,-0.633,0.069,-1.429,-0.767,-1.434,1.209,-0.105,-0.227,0.942,0.309,1.886,1.528,-0.937,1.136,-1.569,1.187,1.432,,,,-0.763,1.080,-0.004,,,,-0.911,-0.748,-0.857,-1.013,-0.735,0.072,-0.770,-0.984,,
1.600,-0.981,-0.995,-0.653,0.040,-0.652,0.078,-1.425,-0.749,-1.436,1.213,-0.104,-0.217,1.000,0.287,1.902,1.519,-0.910,1.158,-1.558,1.209,1.663,,,,-0.699,1.117,0.004,,,,-0.922,-0.746,-0.868,-1.000,-0.754,0.080,-0.779,-0.992,,
1.610,-0.996,-0.996,-0.657,0.045,-0.670,0.083,-1.419,-0.735,-1.437,1.219,-0.099,-0.207,1.055,0.235,1.939,1.497,-0.888,1.187,-1.546,1.232,1.952,,,,-0.652,1.161,0.008,,,,-0.930,-0.743,-0.875,-0.985,-0.769,0.086,-0.785,-0.997,,
1.620,-1.004,-0.998,-0.658,0.046,-0.682,0.081,-1.407,-0.729,-1.438,1.225,-0.089,-0.203,1.111,0.160,1.974,1.463,-0.878,1.218,-1.532,1.251,2.275,,,,-0.627,1.208,0.005,,,,-0.931,-0.743,-0.876,-0.970,-0.777,0.086,-0.786,-0.997,,
1.630,-1.006,-1.000,-0.654,0.041,-0.689,0.073,-1.390,-0.734,-1.438,1.231,-0.076,-0.211,1.168,0.072,1.985,1.420,-0.883,1.243,-1.517,1.261,2.593,,,,-0.628,1.248,-0.006,,,,-0.926,-0.744,-0.869,-0.956,-0.778,0.081,-0.780,-0.992,,
1.640,-1.004,-1.002,-0.649,0.034,-0.691,0.061,-1.368,-0.746,-1.438,1.237,-0.065,-0.230,1.227,-0.019,1.962,1.378,-0.896,1.259,-1.499,1.261,2.873,,,,-0.649,1.270,-0.025,,,,-0.917,-0.747,-0.860,-0.944,-0.774,0.074,-0.772,-0.985,,
1.650,-1.004,-1.003,-0.645,0.028,-0.692,0.050,-1.342,-0.757,-1.439,1.244,-0.057,-0.253,1.286,-0.103,1.909,1.346,-0.906,1.262,-1.475,1.249,3.091,,,,-0.683,1.270,-0.049,,,,-0.911,-0.749,-0.853,-0.936,-0.772,0.068,-0.765,-0.980,,
1.660,-1.009,-1.003,-0.644,0.027,-0.696,0.043,-1.316,-0.763,-1.439,1.252,-0.056,-0.272,1.345,-0.174,1.842,1.332,-0.903,1.253,-1.446,1.229,3.245,,,,-0.720,1.249,-0.077,,,,-0.913,-0.750,-0.851,-0.931,-0.775,0.067,-0.764,-0.979,,
1.670,-1.022,-1.002,-0.646,0.030,-0.702,0.042,-1.290,-0.761,-1.441,1.261,-0.061,-0.276,1.405,-0.231,1.781,1.333,-0.883,1.236,-1.413,1.203,3.352,,,,-0.753,1.213,-0.106,,,,-0.923,-0.748,-0.856,-0.931,-0.785,0.071,-0.768,-0.983,,
1.680,-1.039,-1.001,-0.652,0.037,-0.710,0.042,-1.265,-0.755,-1.442,1.271,-0.068,-0.261,1.467,-0.274,1.743,1.341,-0.848,1.219,-1.380,1.179,3.437,,,,-0.777,1.178,-0.132,,,,-0.937,-0.744,-0.866,-0.933,-0.797,0.079,-0.777,-0.990,,
1.690,-1.055,-1.000,-0.656,0.044,-0.716,0.042,-1.241,-0.748,-1.443,1.280,-0.075,-0.229,1.533,-0.308,1.735,1.343,-0.808,1.207,-1.350,1.160,3.521,,,,-0.790,1.155,-0.153,,,,-0.952,-0.741,-0.874,-0.937,-0.808,0.086,-0.784,-0.997,,
1.700,-1.065,-1.000,-0.658,0.046,-0.718,0.037,-1.217,-0.745,-1.444,1.288,-0.079,-0.189,1.602,-0.342,1.755,1.325,-0.771,1.208,-1.326,1.152,3.612,,,,-0.789,1.155,-0.170,,,,-0.960,-0.740,-0.877,-0.941,-0.813,0.089,-0.787,-0.999,,
1.710,-1.069,-1.001,-0.656,0.044,-0.713,0.027,-1.192,-0.747,-1.443,1.294,-0.080,-0.153,1.673,-0.386,1.794,1.276,-0.745,1.223,-1.312,1.157,3.707,,,,-0.776,1.179,-0.181,,,,-0.959,-0.741,-0.874,-0.946,-0.810,0.087,-0.784,-0.997,,
1.720,-1.068,-1.002,-0.651,0.038,-0.705,0.013,-1.166,-0.751,-1.442,1.301,-0.079,-0.132,1.740,-0.447,1.849,1.189,-0.732,1.252,-1.305,1.179,3.790,,,,-0.751,1.222,-0.186,,,,-0.952,-0.744,-0.866,-0.953,-0.802,0.081,-0.776,-0.991,,
1.730,-1.067,-1.002,-0.647,0.031,-0.696,-0.000,-1.140,-0.753,-1.441,1.307,-0.080,-0.133,1.801,-0.533,1.923,1.064,-0.728,1.292,-1.302,1.216,3.844,,,,-0.714,1.273,-0.184,,,,-0.942,-0.748,-0.857,-0.961,-0.794,0.075,-0.769,-0.985,,
1.740,-1.071,-1.003,-0.644,0.027,-0.691,-0.010,-1.115,-0.748,-1.439,1.315,-0.086,-0.151,1.855,-0.642,2.027,0.903,-0.724,1.337,-1.301,1.264,3.859,,,,-0.670,1.320,-0.175,,,,-0.937,-0.749,-0.853,-0.973,-0.789,0.073,-0.765,-0.983,,
1.750,-1.081,-1.003,-0.646,0.028,-0.691,-0.015,-1.092,-0.737,-1.438,1.323,-0.098,-0.176,1.903,-0.766,2.178,0.709,-0.716,1.384,-1.297,1.320,3.834,,,,-0.625,1.359,-0.160,,,,-0.939,-0.749,-0.856,-0.989,-0.790,0.075,-0.767,-0.985,,
1.760,-1.096,-1.003,-0.650,0.033,-0.696,-0.015,-1.072,-0.722,-1.438,1.332,-0.113,-0.199,1.950,-0.891,2.385,0.482,-0.704,1.430,-1.289,1.380,3.774,,,,-0.590,1.390,-0.139,,,,-0.948,-0.746,-0.863,-1.008,-0.794,0.081,-0.774,-0.991,,
1.770,-1.112,-1.002,-0.655,0.038,-0.703,-0.014,-1.055,-0.708,-1.438,1.341,-0.130,-0.208,2.002,-1.003,2.650,0.222,-0.693,1.474,-1.279,1.440,3.684,,,,-0.573,1.419,-0.114,,,,-0.959,-0.742,-0.872,-1.028,-0.798,0.088,-0.782,-0.998,,
1.780,-1.122,-1.002,-0.657,0.040,-0.708,-0.015,-1.041,-0.701,-1.438,1.349,-0.146,-0.203,2.063,-1.088,2.965,-0.072,-0.691,1.519,-1.269,1.500,3.568,,,,-0.583,1.456,-0.087,,,,-0.969,-0.741,-0.877,-1.049,-0.799,0.091,-0.786,-1.002,,
1.790,-1.126,-1.003,-0.657,0.038,-0.707,-0.018,-1.030,-0.703,-1.437,1.356,-0.159,-0.189,2.132,-1.144,3.312,-0.400,-0.706,1.570,-1.263,1.561,3.421,,,,-0.619,1.508,-0.058,,,,-0.972,-0.741,-0.876,-1.069,-0.793,0.091,-0.786,-1.001,,
1.800,-1.123,-1.003,-0.653,0.032,-0.701,-0.023,-1.022,-0.711,-1.435,1.361,-0.170,-0.176,2.205,-1.177,3.675,-0.756,-0.740,1.628,-1.263,1.626,3.240,,,,-0.673,1.578,-0.026,,,,-0.970,-0.744,-0.870,-1.088,-0.784,0.087,-0.780,-0.997,,
1.810,-1.117,-1.004,-0.649,0.024,-0.691,-0.026,-1.019,-0.720,-1.433,1.366,-0.181,-0.176,2.277,-1.198,4.044,-1.132,-0.785,1.697,-1.270,1.698,3.026,,,,-0.732,1.661,0.009,,,,-0.963,-0.748,-0.861,-1.106,-0.775,0.082,-0.772,-0.991,,
1.820,-1.114,-1.005,-0.645,0.018,-0.681,-0.023,-1.022,-0.721,-1.431,1.371,-0.194,-0.195,2.342,-1.225,4.417,-1.518,-0.833,1.774,-1.281,1.777,2.789,,,,-0.777,1.749,0.050,,,,-0.958,-0.751,-0.855,-1.124,-0.772,0.081,-0.767,-0.986,,
1.830,-1.117,-1.005,-0.645,0.017,-0.672,-0.015,-1.033,-0.712,-1.429,1.377,-0.210,-0.232,2.397,-1.272,4.801,-1.903,-0.869,1.857,-1.293,1.860,2.550,,,,-0.792,1.831,0.094,,,,-0.957,-0.752,-0.855,-1.141,-0.776,0.085,-0.767,-0.987,,
1.840,-1.125,-1.005,-0.648,0.020,-0.665,-0.004,-1.050,-0.695,-1.427,1.382,-0.228,-0.282,2.445,-1.345,5.199,-2.277,-0.887,1.940,-1.303,1.943,2.333,,,,-0.771,1.900,0.139,,,,-0.961,-0.750,-0.860,-1.158,-0.787,0.092,-0.772,-0.991,,
1.850,-1.135,-1.005,-0.652,0.024,-0.658,0.007,-1.074,-0.675,-1.425,1.387,-0.246,-0.338,2.492,-1.444,5.608,-2.637,-0.884,2.019,-1.309,2.021,2.151,,,,-0.713,1.955,0.182,,,,-0.969,-0.746,-0.868,-1.174,-0.800,0.098,-0.779,-0.997,,
1.860,-1.142,-1.005,-0.655,0.028,-0.650,0.012,-1.100,-0.661,-1.423,1.391,-0.262,-0.391,2.541,-1.561,6.013,-2.983,-0.867,2.090,-1.309,2.090,2.005,,,,-0.630,1.997,0.217,,,,-0.976,-0.744,-0.875,-1.188,-0.811,0.101,-0.784,-1.002,,
1.870,-1.142,-1.005,-0.655,0.027,-0.638,0.009,-1.129,-0.656,-1.422,1.394,-0.273,-0.438,2.596,-1.688,6.390,-3.316,-0.847,2.150,-1.304,2.149,1.880,,,,-0.536,2.030,0.240,,,,-0.979,-0.743,-0.876,-1.200,-0.814,0.096,-0.786,-1.003,,
1.880,-1.135,-1.006,-0.653,0.022,-0.621,-0.000,-1.157,-0.663,-1.421,1.395,-0.282,-0.479,2.653,-1.820,6.713,-3.641,-0.833,2.198,-1.297,2.196,1.752,,,,-0.447,2.057,0.252,,,,-0.977,-0.745,-0.871,-1.210,-0.810,0.084,-0.782,-1.000,,
1.890,-1.124,-1.006,-0.649,0.014,-0.602,-0.013,-1.185,-0.677,-1.419,1.395,-0.289,-0.517,2.708,-1.954,6.966,-3.961,-0.831,2.233,-1.290,2.235,1.601,,,,-0.377,2.079,0.253,,,,-0.971,-0.749,-0.863,-1.220,-0.801,0.069,-0.775,-0.994,,
1.900,-1.113,-1.007,-0.646,0.007,-0.582,-0.022,-1.213,-0.689,-1.417,1.396,-0.298,-0.556,2.753,-2.094,7.147,-4.275,-0.841,2.256,-1.285,2.266,1.420,,,,-0.329,2.092,0.251,,,,-0.965,-0.753,-0.856,-1.227,-0.793,0.056,-0.769,-0.989,,
1.910,-1.108,-1.007,-0.646,0.004,-0.565,-0.025,-1.243,-0.694,-1.416,1.399,-0.311,-0.594,2.784,-2.246,7.270,-4.582,-0.858,2.267,-1.283,2.290,1.226,,,,-0.302,2.092,0.249,,,,-0.962,-0.755,-0.853,-1.234,-0.789,0.049,-0.767,-0.987,,
1.920,-1.108,-1.007,-0.647,0.006,-0.552,-0.021,-1.273,-0.687,-1.415,1.403,-0.327,-0.632,2.800,-2.412,7.359,-4.875,-0.876,2.267,-1.284,2.304,1.048,,,,-0.289,2.076,0.252,,,,-0.964,-0.754,-0.856,-1.239,-0.791,0.048,-0.769,-0.990,,
1.930,-1.113,-1.007,-0.650,0.011,-0.543,-0.012,-1.303,-0.672,-1.413,1.407,-0.344,-0.664,2.809,-2.590,7.437,-5.145,-0.891,2.258,-1.287,2.305,0.919,,,,-0.283,2.044,0.262,,,,-0.968,-0.750,-0.864,-1.242,-0.796,0.054,-0.775,-0.995,,
1.940,-1.116,-1.008,-0.651,0.016,-0.534,-0.003,-1.330,-0.654,-1.412,1.412,-0.358,-0.690,2.816,-2.771,7.513,-5.383,-0.902,2.241,-1.291,2.293,0.858,,,,-0.278,2.001,0.276,,,,-0.971,-0.745,-0.871,-1.243,-0.801,0.061,-0.780,-1.001,,
1.950,-1.113,-1.008,-0.649,0.018,-0.522,0.001,-1.353,-0.642,-1.411,1.416,-0.365,-0.708,2.830,-2.945,7.583,-5.581,-0.912,2.220,-1.295,2.268,0.860,,,,-0.273,1.955,0.289,,,,-0.970,-0.741,-0.874,-1.241,-0.800,0.066,-0.781,-1.004,,
1.960,-1.100,-1.008,-0.645,0.016,-0.508,-0.002,-1.370,-0.640,-1.409,1.418,-0.366,-0.719,2.854,-3.100,7.631,-5.730,-0.924,2.198,-1.300,2.232,0.898,,,,-0.267,1.916,0.297,,,,-0.963,-0.740,-0.872,-1.237,-0.792,0.068,-0.777,-1.002,,
1.970,-1.080,-1.008,-0.640,0.011,-0.491,-0.009,-1.379,-0.648,-1.407,1.418,-0.360,-0.724,2.886,-3.230,7.634,-5.827,-0.940,2.177,-1.305,2.190,0.932,,,,-0.265,1.889,0.297,,,,-0.951,-0.742,-0.865,-1.232,-0.779,0.068,-0.770,-0.997,,
