Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,LBigToe_x,LBigToe_y,LSmallToe_x,LSmallToe_y,LHeel_x,LHeel_y,RBigToe_x,RBigToe_y,RSmallToe_x,RSmallToe_y,RHeel_x,RHeel_y,frame_number,time
1009.009,298.569,1015.771,432.896,845.326,456.681,812.992,692.464,911.679,800.725,1183.672,411.803,1287.907,622.938,1327.951,858.639,1056.438,788.157,958.236,806.377,742.184,971.260,1021.326,,1154.998,774.176,1360.676,813.441,,,974.467,263.347,1045.622,264.101,924.995,258.918,1092.813,260.952,,,,,,,1105.354,,1096.018,,,,347,14.574
1006.478,296.656,1015.942,433.684,845.471,456.823,812.945,691.513,915.696,796.916,1183.694,412.067,1288.397,623.146,1327.948,859.173,1057.024,789.994,959.794,806.452,742.194,970.985,1021.913,,1156.412,775.570,1360.979,813.427,,,973.159,260.086,1045.132,261.316,924.654,260.017,1092.567,259.041,,,,,,,1107.393,,1096.618,,,,348,14.616
1004.363,295.509,1016.245,434.242,845.327,456.620,812.458,692.458,919.720,791.843,1183.703,412.410,1289.819,623.695,1327.933,860.261,1056.630,791.518,960.697,807.769,742.206,970.710,1021.296,,1157.290,777.333,1361.282,813.414,,,971.588,256.991,1044.010,257.586,923.573,261.435,1092.372,257.103,,,,,,,1109.385,,1097.217,,,,349,14.658
1003.146,294.935,1015.904,435.005,844.733,456.489,811.748,692.423,922.259,786.884,1183.574,412.694,1291.134,624.697,1327.923,860.428,1054.897,791.349,959.436,808.779,742.230,970.434,1022.748,,1157.410,778.788,1361.585,813.400,,,970.111,254.666,1043.208,254.000,922.540,263.722,1091.943,255.174,,,,,,,1111.377,,1097.817,,,,350,14.700
1003.127,294.622,1016.121,435.686,844.256,456.635,810.963,691.976,925.788,782.354,1183.793,412.758,1290.769,624.916,1327.916,860.144,1054.659,793.151,958.338,810.669,742.250,970.159,1023.297,,1158.871,781.056,1361.889,813.387,,,968.305,253.544,1042.931,251.004,920.895,265.564,1091.786,253.123,,,,,,,1113.370,,1098.417,,,,351,14.742
1003.303,293.519,1015.666,436.130,843.608,457.093,810.263,691.950,927.367,777.123,1183.804,412.388,1289.754,624.473,1327.913,859.432,1053.399,795.347,955.747,811.039,742.248,969.884,1023.106,,1158.219,783.141,1362.192,813.373,,,967.255,253.147,1042.235,248.740,918.877,267.114,1090.589,252.302,,,,,,,1115.362,,1099.016,,,,352,14.784
1003.693,292.589,1015.044,436.269,842.751,457.666,809.791,692.087,928.790,771.979,1183.885,412.496,1288.700,624.451,1327.926,858.838,1055.668,797.409,956.595,811.826,742.243,969.608,1023.325,,1158.945,784.701,1362.495,813.360,,,966.916,253.131,1042.175,247.861,916.795,267.950,1089.012,251.683,,,,,,,1117.354,,1099.616,,,,353,14.826
1004.313,292.232,1013.808,436.016,841.813,458.802,809.627,692.561,932.379,767.067,1183.442,412.364,1287.904,624.707,1327.945,857.889,1058.609,798.872,959.140,811.817,742.241,969.333,1023.544,,1159.065,786.124,1362.798,813.346,,,966.876,252.855,1042.521,247.066,915.139,268.435,1087.186,250.929,,,,,,,1119.346,,1100.216,,,,354,14.868
1004.580,292.111,1012.486,436.035,840.969,459.419,809.761,693.276,936.656,763.790,1182.833,412.595,1286.991,624.438,1327.953,857.540,1061.441,801.302,961.605,813.943,742.241,969.058,1023.763,,1160.768,789.640,1363.101,813.333,,,966.386,253.545,1042.310,247.373,913.647,268.862,1084.907,250.222,,,,,,,1121.338,,1100.815,,,,355,14.910
1004.328,292.699,1010.908,436.441,840.318,459.590,809.964,694.083,940.947,761.914,1181.721,412.758,1286.440,624.215,1327.961,856.996,1063.399,800.601,964.584,814.254,742.268,968.783,1023.983,,1161.313,789.478,1363.405,813.319,,,964.910,255.224,1040.338,247.621,911.976,268.823,1082.355,249.573,,,,,,,1123.331,,1101.415,,,,356,14.952
1003.107,293.679,1009.204,436.088,839.841,459.390,809.837,694.937,944.335,759.686,1180.139,412.632,1285.467,623.656,1327.966,856.569,1065.174,797.779,967.657,812.704,742.274,968.507,1024.202,,1162.058,786.833,1363.708,813.306,,,962.698,257.836,1037.120,248.210,910.614,269.004,1079.804,249.878,,,,,,,1125.323,,1102.015,,,,357,14.994
1001.919,294.657,1007.609,435.480,839.250,458.991,809.833,695.190,947.903,756.317,1178.376,412.171,1284.797,622.834,1327.970,856.378,1066.055,794.352,969.963,810.244,742.269,968.232,1024.421,,1161.497,782.541,1364.011,813.292,,,959.749,261.010,1033.132,248.726,909.135,269.361,1077.365,250.473,,,,,,,1127.315,,1102.614,,,,358,15.036
1000.449,294.930,1006.269,434.909,839.120,458.678,809.839,695.181,949.838,751.755,1176.790,411.461,1284.282,621.407,1327.975,856.352,1067.327,793.185,970.476,810.577,742.259,966.198,1024.640,,1163.534,781.619,1364.314,813.279,,,957.365,263.992,1029.222,249.802,907.849,269.025,1075.798,250.106,,,,,,,1129.307,,1103.214,,,,359,15.078
999.133,295.320,1005.011,434.567,839.268,458.880,809.835,695.171,951.067,747.373,1175.660,410.662,1283.654,619.924,1327.983,856.007,1066.142,792.359,969.700,809.690,742.241,965.157,1024.860,,1162.478,779.603,1364.618,813.265,,,955.086,266.038,1026.182,250.694,907.188,268.607,1074.796,250.048,,,,,,,1131.299,,1103.814,,,,360,15.120
998.257,295.183,1004.393,434.559,839.478,459.117,809.826,695.408,950.873,743.635,1175.038,409.972,1283.502,619.334,1327.985,856.354,1066.060,791.963,969.924,808.639,742.241,964.809,1025.079,,1161.459,777.412,1364.921,813.252,,,953.918,265.899,1024.493,250.907,906.725,268.402,1074.656,249.934,,,,,,,1133.292,,1104.413,,,,361,15.162
997.922,295.019,1003.958,434.885,839.329,459.446,809.818,696.358,950.950,740.808,1174.613,409.531,1283.655,619.508,1327.985,856.773,1064.393,790.792,969.179,807.151,742.247,965.323,1025.298,,1158.232,776.225,1365.224,813.238,,,953.717,264.502,1024.071,250.780,906.808,268.441,1074.415,249.543,,,,,,,1135.284,,1105.013,,,,362,15.204
998.017,294.660,1004.060,435.448,839.310,459.739,809.822,696.798,952.114,737.375,1174.727,409.544,1283.879,619.495,1327.972,856.992,1063.402,790.493,968.231,806.918,742.258,966.286,1025.517,,1155.589,775.825,1365.527,813.224,,,953.866,262.534,1024.504,250.027,906.842,269.283,1074.795,248.736,,,,,,,1137.276,,1105.613,,,,363,15.246
998.069,293.873,1004.214,436.047,839.298,459.821,809.839,697.582,952.806,732.894,1174.767,409.360,1283.757,619.657,1327.953,856.818,1059.494,789.898,964.525,806.288,742.261,967.782,1025.737,,1152.265,776.899,1365.831,813.211,,,954.156,260.182,1024.730,248.814,907.212,270.573,1074.881,248.495,,,,,,,1139.268,,1106.212,,,,364,15.288
998.331,292.837,1004.210,436.404,839.289,459.484,809.868,698.467,952.841,728.135,1174.996,409.666,1283.762,620.120,1327.938,856.166,1057.159,790.854,961.967,806.348,742.264,968.145,1025.956,,1151.296,778.936,1366.134,813.197,,,954.296,257.243,1024.853,247.600,906.903,271.022,1074.749,248.282,,,,,,,1141.260,,1106.812,,,,365,15.330
998.257,291.530,1003.923,436.140,839.287,459.615,809.889,698.595,952.903,722.965,1174.851,409.820,1283.763,620.481,1327.936,854.980,1055.644,792.896,960.144,806.455,742.263,969.071,1026.175,,1151.665,781.440,1366.437,813.184,,,954.324,254.043,1025.194,246.618,906.797,271.037,1074.749,248.196,,,,,,,1143.252,,1107.412,,,,366,15.372
998.295,289.916,1004.059,435.797,839.290,459.490,809.906,698.903,952.713,718.839,1174.839,410.135,1283.743,619.792,1327.930,854.394,1055.123,796.885,958.410,808.540,742.251,969.956,1026.394,,1154.620,784.870,1366.740,813.170,,,954.113,251.284,1025.889,245.810,906.960,270.465,1074.750,248.224,,,,,,,1145.245,,1108.011,,,,367,15.414
998.322,288.115,1004.523,436.136,839.301,459.716,809.914,698.828,952.416,715.420,1174.832,410.368,1283.716,619.108,1327.927,853.925,1056.190,797.241,958.211,808.085,742.244,970.745,1026.870,,1157.316,784.705,1367.044,813.157,,,953.972,249.184,1026.671,245.101,907.425,269.500,1074.763,247.581,,,,,,,1147.237,,1108.611,,,,368,15.456
998.338,285.798,1005.231,436.275,839.315,459.984,809.918,699.036,952.697,712.412,1174.822,410.450,1283.700,618.779,1327.923,853.792,1056.839,796.347,958.387,806.261,742.241,971.739,1026.884,,1159.370,783.663,1367.347,813.143,,,954.110,248.000,1027.360,244.394,908.128,268.557,1074.783,247.348,,,,,,,1149.229,,1109.210,,,,369,15.498
998.342,283.019,1006.031,436.260,839.327,459.620,809.921,699.158,953.404,708.784,1174.821,410.361,1283.704,619.276,1327.931,853.939,1055.982,794.246,957.657,803.237,742.245,971.417,1026.451,,1158.703,781.010,1367.650,813.130,,,954.559,247.486,1027.814,243.302,909.048,268.201,1074.925,247.827,,,,,,,1151.221,,1109.810,,,,370,15.540
998.351,279.872,1006.737,435.591,839.337,459.019,809.921,699.377,953.492,704.441,1174.829,410.123,1283.718,619.884,1327.937,854.155,1057.405,794.194,957.396,803.416,742.245,970.999,1026.116,,1159.727,780.637,1367.953,813.116,,,955.244,247.370,1027.949,242.875,909.525,268.041,1074.708,248.159,,,,,,,1153.213,,1110.410,,,,371,15.582
998.481,277.259,1007.194,434.758,839.343,458.446,809.921,699.841,953.779,699.959,1174.841,409.805,1283.735,620.406,1327.938,854.027,1057.346,795.316,956.975,805.975,742.225,970.645,1027.968,,1159.074,782.112,1368.256,813.103,,,956.013,247.514,1027.804,242.535,909.840,268.162,1074.563,248.857,,,,,,,1155.206,,1111.009,,,,372,15.624
998.152,275.162,1007.327,434.120,839.344,458.109,809.928,699.964,953.426,696.332,1174.848,409.655,1283.747,620.827,1327.938,854.151,1056.945,799.414,955.967,810.388,742.213,970.423,1030.852,,1159.363,785.526,1368.560,813.089,,,956.697,246.766,1027.595,241.812,910.124,268.348,1074.700,249.529,,,,,,,1157.198,,1111.609,,,,373,15.666
998.346,274.109,1007.186,433.885,839.345,458.102,809.922,700.775,952.326,694.258,1174.986,409.368,1283.770,621.378,1327.946,853.932,1058.949,805.120,956.418,815.662,742.191,970.709,1033.421,,1161.800,790.404,1368.863,813.076,,,957.146,245.859,1027.733,241.080,910.460,268.212,1075.165,250.460,,,,,,,1159.190,,1112.209,,,,374,15.708
998.403,273.991,1006.973,434.123,839.351,458.429,809.920,701.115,951.379,693.653,1174.758,409.574,1283.788,621.760,1327.948,853.792,1062.052,811.029,956.768,820.176,742.185,970.442,1036.734,,1164.306,794.354,1369.166,813.062,,,957.283,245.033,1027.745,240.744,911.096,268.208,1075.877,251.069,,,,,,,1161.182,,1112.808,,,,375,15.750
998.568,274.257,1007.117,434.762,839.359,458.994,809.909,701.506,951.044,692.902,1174.471,409.456,1283.796,622.221,1327.950,853.808,1061.467,811.679,956.461,820.915,742.177,970.112,1039.921,,1163.684,795.435,1369.469,813.048,,,957.147,244.780,1027.756,240.314,911.797,268.214,1076.813,251.057,,,,,,,1163.174,,1113.408,,,,376,15.792
998.927,274.365,1007.123,435.590,839.369,459.600,809.908,701.961,951.054,691.543,1174.839,410.131,1283.812,622.590,1327.957,854.631,1059.576,809.777,955.612,819.001,742.175,969.854,1041.555,,1161.385,794.395,1369.773,813.035,,,956.942,244.757,1027.768,239.342,912.217,268.213,1077.306,250.434,,,,,,,1165.167,,1114.008,,,,377,15.834
999.446,274.007,1007.130,436.252,839.378,459.957,809.907,701.698,950.878,690.136,1175.463,410.960,1283.820,623.078,1327.971,855.244,1058.870,805.689,956.358,815.755,742.163,969.521,1040.530,,1159.341,791.131,1370.076,813.021,,,957.080,244.738,1027.780,238.278,913.167,268.222,1077.633,249.507,,,,,,,1167.159,,1114.607,,,,378,15.876
1000.025,273.198,1007.132,436.258,839.382,459.683,809.906,701.736,951.216,688.375,1176.044,411.599,1283.814,622.941,1327.996,855.607,1058.048,802.897,957.083,813.948,742.161,969.837,1044.943,,1157.798,788.324,1370.379,813.008,,,957.091,244.483,1027.781,237.654,913.689,268.226,1077.908,248.860,,,,,,,1169.151,,1115.207,,,,379,15.918
1000.544,272.429,1007.138,436.110,839.389,459.464,809.907,701.622,951.517,686.836,1176.392,411.830,1283.809,622.842,1328.006,856.205,1058.798,801.121,958.026,812.666,742.153,970.362,1027.359,,1156.895,785.766,1370.682,812.994,,,957.106,243.664,1027.782,237.154,913.952,268.222,1078.216,248.172,,,,,,,1171.143,,1115.807,,,,380,15.960
1000.900,271.746,1007.131,435.888,839.385,459.588,809.905,701.056,951.599,685.975,1176.396,411.585,1283.674,622.287,1328.006,856.585,1059.192,802.245,958.783,814.013,742.146,971.514,1014.200,,1157.082,786.787,1370.986,812.981,,,957.122,242.889,1027.784,236.535,914.197,268.227,1078.695,247.713,,,,,,,1173.135,,1116.406,,,,381,16.002
1000.939,271.297,1007.133,436.007,839.382,459.583,809.903,700.598,951.684,685.672,1176.061,410.938,1284.003,621.893,1327.992,856.511,1057.880,804.620,958.102,815.204,742.152,972.081,1018.292,,1157.014,788.334,1371.289,812.967,,,957.136,242.202,1027.786,235.486,914.786,268.103,1079.608,247.578,,,,,,,1175.127,,1117.006,,,,382,16.044
1001.210,271.161,1007.121,436.004,839.372,459.584,809.898,700.655,951.889,685.701,1175.483,410.109,1283.783,620.968,1327.984,855.984,1058.932,806.740,958.507,816.308,742.171,971.623,1043.419,,1158.211,788.750,1371.592,812.954,,,957.151,241.757,1027.785,234.639,915.166,268.458,1080.303,247.720,,,,,,,1177.120,,1117.606,,,,383,16.086
1001.550,271.302,1007.104,436.002,839.367,459.587,809.886,701.490,952.119,685.353,1174.857,409.447,1283.832,620.225,1327.979,855.298,1060.945,808.128,959.522,817.281,742.181,970.747,1085.218,,1159.558,789.195,1371.895,812.940,,,957.160,241.629,1027.785,233.992,915.392,268.386,1080.761,247.931,,,,,,,1179.112,,1118.205,,,,384,16.128
1001.208,271.515,1007.079,436.010,839.365,459.595,809.880,702.077,952.911,684.280,1174.485,409.576,1283.288,619.294,1327.959,854.947,1059.403,808.249,958.603,817.240,742.196,969.735,1134.878,,1158.556,789.500,1372.199,812.927,,,957.292,241.779,1027.906,233.648,915.480,268.102,1080.887,247.788,,,,,,,1181.104,,1118.805,,,,385,16.170
1000.676,271.393,1007.063,436.017,839.361,459.601,809.874,702.880,953.174,683.164,1174.767,409.507,1282.971,618.191,1327.949,854.508,1058.258,806.003,958.155,816.153,742.208,969.043,1179.217,,1157.360,788.384,1372.502,812.913,,,957.061,242.000,1027.547,232.687,915.568,267.771,1080.742,247.774,,,,,,,1183.096,,1119.405,,,,386,16.212
999.861,271.389,1007.053,436.019,839.366,459.605,809.883,703.592,953.530,681.984,1174.990,409.452,1282.706,617.624,1327.938,853.976,1057.868,804.816,957.454,815.466,742.217,968.959,1208.179,,1156.390,787.613,1372.805,812.900,,,956.899,241.870,1027.622,232.748,915.983,267.522,1080.517,247.771,,,,,,,1185.088,,1120.004,,,,387,16.254
999.233,271.378,1007.053,436.019,839.371,459.603,809.889,704.059,953.867,681.053,1174.853,409.675,1282.424,617.572,1327.932,853.840,1057.473,803.225,957.185,814.021,742.220,968.757,1216.191,,1155.636,786.753,1373.108,812.886,,,957.027,241.861,1028.032,233.072,916.191,267.433,1080.653,247.772,,,,,,,1187.081,,1120.604,,,,388,16.296
999.001,271.362,1007.049,436.015,839.373,459.593,809.896,704.194,953.627,680.608,1174.849,410.395,1282.145,617.862,1327.927,854.069,1055.898,803.392,955.830,813.107,742.234,968.616,1206.799,,1154.888,786.905,1373.411,812.873,,,957.483,241.849,1028.130,233.233,915.611,267.522,1080.664,247.775,,,,,,,1189.073,,1121.204,,,,389,16.338
999.235,271.341,1007.055,435.883,839.367,459.581,809.903,704.166,952.895,680.960,1174.849,410.597,1281.885,618.675,1327.927,854.024,1056.773,803.655,956.311,813.242,742.232,968.496,1191.473,,1156.209,787.323,1373.715,812.859,,,958.184,241.963,1028.226,233.335,915.595,267.647,1080.673,247.911,,,,,,,1191.065,,1121.803,,,,390,16.380
999.863,271.317,1007.058,436.222,839.363,459.571,809.905,703.698,952.479,681.918,1174.851,410.992,1281.616,618.845,1327.938,853.567,1057.955,804.145,956.963,813.851,742.237,968.101,1197.210,,1157.677,787.358,1374.018,812.845,,,958.981,241.610,1028.566,234.154,915.609,268.193,1080.806,247.697,,,,,,,1193.057,,1122.403,,,,391,16.422
1000.675,271.302,1007.064,436.148,839.368,459.567,809.907,703.660,952.031,683.122,1174.856,411.393,1281.314,619.281,1327.944,853.304,1061.344,805.412,957.808,814.336,742.236,968.008,1196.644,,1160.578,787.808,1374.321,812.832,,,959.692,241.678,1028.689,235.027,916.444,268.623,1080.433,247.555,,,,,,,1195.049,,1123.003,,,,392,16.464
1001.328,271.304,1007.065,435.876,839.375,459.573,809.909,703.649,951.954,684.011,1174.865,411.165,1280.775,618.128,1327.951,853.074,1064.329,806.626,958.289,814.749,742.231,968.098,1190.815,,1162.900,789.158,1374.624,812.818,,,960.290,242.082,1028.988,236.164,917.091,268.570,1080.498,247.808,,,,,,,1197.042,,1123.602,,,,393,16.506
1001.330,271.444,1006.942,435.560,839.382,459.575,809.916,704.480,952.146,684.065,1174.735,410.564,1280.799,616.951,1327.949,853.399,1063.343,807.276,956.851,814.436,742.255,968.490,1204.016,,1162.471,790.667,1374.928,812.805,,,960.198,242.188,1029.592,237.499,917.605,267.762,1080.779,248.028,,,,,,,1199.034,,1124.202,,,,394,16.548
1001.188,271.252,1007.172,435.328,839.378,459.578,809.936,705.004,952.326,683.711,1174.975,410.410,1280.582,616.169,1327.942,853.946,1060.985,806.406,955.777,813.844,742.278,968.606,1217.195,,1161.049,790.807,1375.231,812.791,,,959.891,242.289,1030.486,238.975,917.858,267.065,1081.116,248.697,,,,,,,1201.026,,1124.802,,,,395,16.590
1000.978,271.130,1007.330,435.120,839.368,459.577,809.948,705.906,952.137,682.990,1175.010,410.578,1280.920,615.845,1327.939,853.918,1059.134,806.169,955.531,813.700,742.294,968.736,1206.153,,1160.002,790.637,1375.534,812.778,,,959.797,242.512,1031.591,239.993,918.296,266.510,1081.384,249.402,,,,,,,1203.018,,1125.401,,,,396,16.632
1001.110,271.275,1007.081,435.430,839.228,459.575,809.950,706.106,952.134,681.999,1174.978,411.184,1280.802,615.876,1327.926,853.581,1055.822,805.277,954.612,813.566,742.304,968.941,1161.777,,1158.449,790.077,1375.837,812.764,,,960.395,242.880,1032.896,241.004,918.491,265.842,1081.494,250.435,,,,,,,1205.010,,1126.001,,,,397,16.674
1001.117,271.732,1006.863,435.946,839.440,459.590,809.952,706.402,951.868,681.695,1174.900,411.421,1280.802,616.174,1327.919,852.938,1055.047,802.548,955.168,812.609,742.300,969.032,1131.523,,1158.801,787.916,1376.141,812.751,,,961.109,243.325,1033.338,241.340,918.281,265.479,1081.295,251.888,,,,,,,1207.002,,1126.601,,,,398,16.716
1001.119,272.543,1006.316,435.787,839.584,459.601,809.952,706.160,951.568,682.171,1174.330,411.000,1280.810,616.714,1327.916,852.596,1053.913,799.490,954.673,811.668,742.280,969.727,1110.740,,1158.348,785.909,1377.108,812.737,,,961.904,243.768,1033.586,242.167,917.828,265.149,1081.415,252.940,,,,,,,1208.995,,1127.200,,,,399,16.758
1001.114,273.084,1005.383,435.690,839.444,459.612,809.947,705.304,951.668,683.302,1172.690,410.581,1280.813,616.699,1327.910,852.643,1053.944,798.146,954.456,811.654,742.378,970.622,1094.826,,1157.495,784.694,1376.880,812.724,,,962.741,244.168,1033.846,243.124,917.569,264.206,1080.869,254.437,,,,,,,1210.987,,1127.800,,,,400,16.800
1001.111,273.625,1004.203,435.353,838.988,459.616,809.943,704.590,950.906,685.425,1170.503,410.354,1280.811,616.108,1327.899,852.691,1056.428,799.304,956.216,812.604,742.009,971.861,1085.972,,1158.238,784.270,1375.836,812.710,,,962.848,244.553,1033.693,243.748,916.934,262.995,1080.498,255.539,,,,,,,1212.979,,1128.400,,,,401,16.842
1000.987,274.223,1003.030,434.679,838.284,459.621,809.943,705.386,949.961,687.241,1168.865,409.623,1280.813,615.687,1327.892,852.952,1059.496,801.098,958.813,813.856,742.085,971.988,1084.360,,1159.698,785.108,1375.457,812.697,,,963.059,245.046,1033.476,244.226,916.531,261.442,1080.225,256.824,,,,,,,1214.971,,1128.999,,,,402,16.884
1001.207,274.956,1002.088,434.132,837.484,459.615,809.939,706.230,948.896,688.807,1167.813,409.262,1280.804,615.547,1327.894,853.343,1060.193,802.267,960.355,815.419,742.389,971.725,1088.092,,1159.781,786.079,1377.433,812.683,,,963.203,244.805,1033.615,244.938,915.738,260.736,1080.072,257.413,,,,,,,1216.963,,1129.599,,,,403,16.926
1001.355,275.423,1001.525,433.629,836.768,459.621,809.934,707.155,947.577,689.923,1167.356,409.534,1280.812,616.338,1327.896,853.619,1060.874,801.334,962.137,815.377,742.852,970.579,1090.295,,1160.586,784.984,1383.033,812.669,,,963.306,244.745,1033.622,244.883,915.827,261.136,1079.609,257.488,,,,,,,1218.956,,1130.199,,,,404,16.968
1001.235,275.755,1001.284,433.552,836.293,459.632,809.921,707.826,946.198,691.158,1167.332,409.775,1280.833,617.614,1327.894,853.422,1060.584,799.417,963.087,814.354,742.871,968.756,1070.750,,1160.356,783.311,1392.720,812.656,,,963.691,244.694,1033.625,244.630,915.668,261.298,1079.141,258.070,,,,,,,1220.948,,1130.798,,,,405,17.010
1000.795,276.334,1001.019,433.911,836.021,459.775,810.039,708.982,945.569,691.817,1167.218,409.663,1280.835,618.283,1327.897,853.434,1059.046,796.178,961.922,811.309,742.687,967.583,1078.631,,1159.198,780.106,1406.031,812.642,,,963.777,244.581,1033.617,244.581,915.058,261.595,1078.449,259.020,,,,,,,1222.940,,1131.398,,,,406,17.052
1000.121,277.362,1001.162,434.501,836.381,459.574,809.816,709.072,945.368,692.591,1167.263,409.671,1280.845,618.804,1327.907,853.890,1057.038,792.151,959.724,808.229,742.951,967.079,1124.628,,1157.921,777.385,1421.697,812.629,,,963.547,244.730,1033.621,245.180,913.667,261.335,1077.614,260.720,,,,,,,1224.932,,1131.998,,,,407,17.094
999.361,278.591,1001.374,434.875,836.740,459.446,809.680,709.334,944.643,692.977,1166.665,409.675,1280.717,619.549,1327.920,854.189,1055.560,790.113,957.733,807.032,743.311,967.434,1165.833,,1156.522,775.990,1438.027,812.615,,,963.519,245.179,1033.607,245.890,912.112,260.402,1076.739,262.414,,,,,,,1226.924,,1132.597,,,,408,17.136
998.685,280.289,1001.227,435.490,836.463,459.722,809.696,709.322,942.921,693.713,1166.140,409.680,1281.067,620.219,1327.919,854.262,1052.481,789.699,955.079,805.996,743.556,969.101,1159.834,,1153.050,775.324,1453.542,812.602,,,963.336,245.873,1033.463,246.801,911.048,258.300,1075.884,263.997,,,,,,,1228.917,,1133.197,,,,409,17.178
998.247,282.577,1001.219,436.289,836.007,459.968,810.381,709.645,940.144,695.235,1165.914,409.687,1280.965,620.215,1327.918,853.887,1051.266,788.970,954.353,803.911,743.614,970.629,1128.828,,1150.683,773.723,1466.873,812.588,,,962.791,246.647,1033.562,247.281,910.335,257.173,1074.848,265.254,,,,,,,1230.909,,1133.797,,,,410,17.220
998.122,284.949,1001.085,436.303,835.315,460.531,811.236,710.980,937.383,698.185,1166.046,409.681,1280.530,620.142,1327.923,853.891,1050.057,787.724,954.451,800.693,743.556,971.218,1116.294,,1148.654,772.121,1482.648,812.575,,,962.485,247.338,1033.938,247.607,909.878,257.482,1074.964,265.848,,,,,,,1232.901,,1134.396,,,,411,17.262
998.262,286.838,1001.287,436.170,834.526,461.590,812.003,711.934,935.032,702.360,1165.807,409.665,1280.399,620.176,1327.921,854.261,1048.823,787.362,953.796,799.373,743.564,971.651,1110.678,,1147.340,772.242,1499.636,812.561,,,962.286,247.929,1033.952,248.020,909.497,258.189,1074.840,265.887,,,,,,,1234.893,,1134.996,,,,412,17.304
998.473,288.226,1001.409,435.967,833.822,462.392,812.016,712.457,933.555,707.268,1164.967,409.648,1280.286,620.178,1327.912,854.048,1049.783,786.192,954.928,798.631,742.850,971.667,1107.826,,1147.356,770.007,1515.635,812.548,,,961.095,247.885,1033.352,248.124,908.805,258.795,1074.846,265.219,,,,,,,1236.885,,1135.596,,,,413,17.346
998.337,289.153,1001.264,436.115,833.353,463.776,811.619,713.458,933.542,711.322,1164.162,409.636,1279.929,620.111,1327.894,854.117,1051.066,786.752,956.061,799.680,742.217,970.766,1106.690,,1147.742,768.566,1528.129,812.534,,,960.140,247.639,1032.047,248.471,908.097,259.768,1074.610,264.784,,,,,,,1238.877,,1136.195,,,,414,17.388
998.186,290.060,1000.800,436.128,833.075,464.754,811.093,714.160,934.682,714.656,1163.439,409.630,1279.668,620.074,1327.879,853.712,1051.571,788.476,956.146,802.976,741.836,970.427,1105.688,,1148.149,769.157,1535.230,812.521,,,959.113,247.703,1030.741,249.651,907.462,260.474,1073.782,264.652,,,,,,,1240.870,,1136.795,,,,415,17.430
998.372,290.882,1000.103,436.147,833.431,465.628,810.703,714.613,935.611,717.333,1162.835,409.629,1279.601,619.818,1327.879,853.169,1051.947,790.026,955.924,806.292,742.098,970.570,1098.638,,1148.370,770.283,1536.246,812.507,,,958.041,248.070,1029.366,250.720,907.126,261.627,1072.985,264.547,,,,,,,1242.862,,1137.395,,,,416,17.472
998.481,291.571,999.325,436.165,833.913,466.020,810.719,714.949,936.017,720.718,1162.919,409.633,1279.290,619.922,1327.880,852.868,1051.067,790.963,955.655,809.351,742.448,970.676,1070.264,,1147.216,772.486,1531.868,812.493,,,957.028,248.626,1028.050,251.628,906.838,262.202,1072.270,264.627,,,,,,,1244.854,,1137.994,,,,417,17.514
998.311,291.939,998.630,436.300,833.287,466.816,811.503,715.472,934.548,724.474,1163.215,409.632,1277.891,619.297,1327.882,852.348,1049.904,793.010,955.074,810.685,741.964,971.563,1035.321,,1145.922,774.850,1523.986,812.480,,,956.086,249.676,1026.982,252.318,906.524,262.974,1071.785,265.006,,,,,,,1246.846,,1138.594,,,,418,17.556
997.705,291.997,998.040,435.955,832.896,467.053,812.363,715.675,933.686,729.262,1163.294,409.630,1276.251,618.172,1327.882,852.574,1048.655,794.802,954.585,810.782,742.192,971.446,1024.027,,1144.957,778.269,1515.114,812.466,,,955.020,250.609,1026.300,253.337,906.057,264.139,1071.501,265.117,,,,,,,1248.838,,1139.194,,,,419,17.598
997.227,291.731,998.238,436.042,832.480,468.058,813.070,715.732,932.174,734.009,1162.701,409.628,1274.892,617.611,1327.896,853.420,1047.772,796.456,953.583,810.721,742.151,971.191,1028.589,,1144.108,781.071,1507.456,812.453,,,954.463,251.746,1025.901,255.039,905.035,265.199,1071.842,265.275,,,,,,,1250.831,,1139.793,,,,420,17.640
996.465,291.668,998.156,436.465,831.882,469.354,813.106,715.948,932.450,738.288,1161.986,409.625,1273.897,617.000,1327.893,853.948,1046.489,796.894,952.460,810.873,742.568,971.561,1039.658,,1142.374,781.894,1501.578,812.439,,,954.087,252.595,1025.173,257.069,904.557,265.300,1072.183,265.495,,,,,,,1252.823,,1140.393,,,,421,17.682
995.865,292.259,998.292,436.573,831.651,470.638,812.974,715.588,933.418,740.990,1161.178,409.618,1272.759,615.368,1327.891,854.811,1045.737,795.524,951.568,810.603,743.110,971.720,1029.916,,1141.341,779.909,1494.711,812.426,,,954.020,253.481,1024.796,259.001,904.249,265.257,1071.916,265.595,,,,,,,1254.815,,1140.992,,,,422,17.724
