Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,LBigToe_x,LBigToe_y,LSmallToe_x,LSmallToe_y,LHeel_x,LHeel_y,RBigToe_x,RBigToe_y,RSmallToe_x,RSmallToe_y,RHeel_x,RHeel_y,frame_number,time
1030.852,271.415,1027.928,433.100,862.891,443.800,812.774,691.309,972.399,704.529,1192.547,415.576,1290.733,624.102,1330.059,835.622,1052.007,782.947,957.139,788.090,744.509,956.041,1145.397,979.566,1155.627,764.479,1352.146,822.978,1357.308,,998.317,241.931,1068.928,242.974,954.061,255.828,1118.889,253.733,,,,,,,1304.545,,1285.798,,,,675,28.350
1030.392,271.109,1027.801,433.103,862.888,444.099,812.798,691.878,972.642,706.017,1192.208,415.569,1290.009,623.386,1330.249,835.530,1051.093,783.993,956.185,789.824,744.582,956.989,1156.735,979.571,1155.076,765.050,1351.607,823.304,1357.316,,998.427,241.939,1068.920,243.635,954.056,257.280,1118.882,253.785,,,,,,,1304.273,,1285.706,,,,676,28.392
1030.493,271.142,1027.357,433.111,862.757,444.663,812.812,691.884,973.331,707.623,1192.772,415.569,1289.392,622.568,1330.332,835.623,1049.965,784.747,955.028,791.870,744.488,958.071,1151.889,979.575,1154.438,766.308,1351.677,823.404,1357.294,,998.202,242.616,1069.038,244.223,954.046,258.552,1118.876,253.162,,,,,,,1304.002,,1285.615,,,,677,28.434
1030.652,270.731,1026.680,433.115,862.984,444.326,812.821,691.441,974.373,709.051,1192.781,415.566,1289.478,621.865,1329.894,835.880,1049.623,785.443,954.552,792.820,744.651,959.280,1129.840,979.580,1154.008,767.538,1352.310,823.877,1357.223,,998.055,243.796,1068.822,244.911,953.909,259.403,1118.877,253.092,,,,,,,1303.730,,1285.524,,,,678,28.476
1030.505,271.817,1025.909,433.117,863.138,444.083,812.829,690.275,974.734,710.516,1192.638,415.567,1289.785,621.406,1329.371,836.209,1049.653,784.337,954.481,791.894,744.953,959.555,1098.370,979.584,1153.860,766.279,1353.820,825.714,1357.098,,998.191,244.773,1068.683,244.768,954.110,259.712,1118.880,253.459,,,,,,,1303.458,,1285.433,,,,679,28.518
1031.044,274.554,1025.211,433.109,863.001,443.059,812.849,689.192,974.828,712.217,1192.169,415.555,1289.887,621.266,1329.002,836.495,1050.591,784.713,954.991,792.521,745.070,959.594,1065.180,979.589,1154.206,766.676,1357.027,828.517,1356.926,,998.645,245.440,1068.827,244.437,954.247,259.746,1118.879,255.448,,,,,,,1303.187,,1285.342,,,,680,28.560
1032.585,278.789,1024.751,433.092,862.533,442.044,812.872,688.871,974.978,713.544,1191.465,415.535,1289.303,621.418,1328.709,836.572,1050.717,785.141,954.844,793.562,744.620,959.866,1040.612,979.593,1154.378,767.484,1361.775,831.885,1356.722,,999.350,246.008,1069.287,244.600,954.122,259.622,1118.885,257.532,,,,,,,1302.915,,1285.250,,,,681,28.602
1034.971,283.675,1024.612,433.083,861.828,442.088,812.905,689.412,975.087,714.791,1190.677,415.515,1288.735,621.774,1328.830,836.224,1050.622,788.345,954.299,797.040,744.467,959.941,1030.807,979.598,1155.552,770.980,1367.760,834.174,1356.510,,1000.159,247.391,1069.996,247.045,953.681,259.005,1118.882,259.916,,,,,,,1302.644,,1285.159,,,,682,28.644
1037.702,287.878,1024.751,433.081,861.037,442.831,812.927,690.416,975.453,715.431,1189.975,415.497,1287.714,621.412,1329.878,836.355,1050.571,792.601,953.687,801.539,743.686,961.084,1035.732,979.602,1156.253,775.661,1369.487,834.469,1356.308,,1000.886,249.929,1070.929,250.925,953.010,259.117,1118.888,262.467,,,,,,,1302.372,,1285.068,,,,683,28.686
1040.200,291.738,1024.962,433.091,860.341,444.138,812.947,691.426,975.393,715.779,1189.523,415.500,1286.981,621.265,1330.242,836.357,1049.698,796.603,952.729,806.064,743.518,960.730,1046.382,979.607,1155.828,779.522,1368.711,833.644,1356.122,,1001.379,254.321,1071.430,256.434,952.257,259.722,1118.900,264.336,,,,,,,1302.101,,1284.977,,,,684,28.728
1041.969,295.883,1024.823,433.099,859.885,444.857,812.961,691.183,975.400,715.815,1189.384,415.505,1286.280,621.381,1330.546,836.367,1050.358,799.913,952.498,810.451,743.507,961.706,1036.702,979.612,1157.740,783.329,1367.782,833.997,1355.927,,1001.668,259.319,1071.645,261.489,951.589,261.034,1118.923,265.627,,,,,,,1301.829,,1284.885,,,,685,28.770
1042.813,300.264,1024.806,433.105,859.750,445.235,812.833,691.017,975.529,715.922,1189.530,415.514,1286.806,621.848,1330.146,836.383,1050.220,800.183,952.203,811.043,743.838,961.123,1031.383,979.616,1156.045,784.481,1365.201,834.654,1355.733,,1001.323,263.926,1072.175,265.585,951.160,262.340,1118.953,266.559,,,,,,,1301.558,,1284.794,,,,686,28.812
1043.046,304.773,1024.796,433.105,859.901,444.126,813.036,690.646,975.196,715.946,1189.879,415.533,1287.718,622.582,1329.538,836.423,1049.994,797.254,952.325,808.893,744.360,960.752,1030.027,979.621,1153.142,783.499,1359.529,832.670,1355.538,,1000.962,267.816,1072.670,268.494,951.036,263.715,1118.973,267.789,,,,,,,1301.286,,1284.703,,,,687,28.854
1042.369,309.326,1024.770,433.105,860.116,442.282,813.149,689.850,974.152,716.121,1189.525,415.537,1289.056,623.402,1328.863,836.432,1048.644,795.688,951.477,807.044,744.686,962.015,1030.182,979.625,1149.970,782.399,1357.117,832.672,1355.485,,1001.094,270.205,1073.032,271.666,951.186,265.053,1118.987,269.812,,,,,,,1301.015,,1284.612,,,,688,28.896
1042.139,313.686,1024.749,433.100,859.968,440.535,812.977,689.743,972.857,715.081,1189.376,415.524,1289.793,624.093,1328.627,836.681,1047.508,796.434,949.634,807.471,744.896,963.297,1032.568,979.630,1147.889,783.654,1352.938,830.540,1355.177,,1001.764,272.626,1073.484,274.925,951.406,266.108,1119.000,270.262,,,,,,,1300.743,,1284.520,,,,689,28.938
1042.655,316.391,1024.749,433.096,859.948,439.204,812.497,690.360,972.339,712.592,1189.514,415.506,1290.801,624.558,1328.407,836.202,1047.582,797.304,948.413,807.618,745.288,964.772,1034.146,979.634,1147.478,784.213,1349.351,828.183,1354.695,,1002.616,275.944,1073.466,279.703,951.282,266.797,1119.015,270.477,,,,,,,1300.472,,1284.429,,,,690,28.980
1042.914,319.277,1024.771,432.976,859.952,438.978,811.772,690.174,970.886,708.525,1189.979,415.504,1291.479,624.692,1328.310,835.878,1047.997,798.265,948.039,809.225,745.346,966.034,1036.954,979.639,1148.569,782.403,1348.001,827.342,1354.355,,1003.272,280.305,1073.113,284.641,951.274,267.192,1119.158,270.649,,,,,,,1300.200,,1284.338,,,,691,29.022
1042.458,322.895,1024.798,433.209,859.960,438.411,810.970,689.306,968.954,704.237,1190.675,415.517,1292.206,624.535,1328.211,836.141,1049.544,798.757,948.926,809.117,744.805,966.244,1042.892,979.643,1151.545,780.149,1347.349,827.560,1354.517,,1003.494,285.297,1072.528,289.157,951.267,267.669,1118.821,271.994,,,,,,,1299.928,,1284.247,,,,692,29.064
1041.238,327.266,1024.829,433.367,859.965,437.949,810.270,686.979,966.536,700.041,1191.472,415.410,1293.220,624.310,1327.922,837.085,1051.046,796.663,950.149,808.038,743.866,965.780,1046.309,979.648,1154.346,775.281,1347.130,827.984,1355.451,,1003.224,289.788,1071.901,292.625,951.390,268.596,1118.902,274.313,,,,,,,1299.657,,1284.156,,,,693,29.106
1038.858,332.405,1024.849,433.113,859.966,437.454,809.819,684.456,964.525,695.681,1192.174,415.653,1294.802,624.451,1327.624,838.533,1051.834,795.051,950.865,806.763,743.642,964.881,1044.915,979.652,1155.829,772.330,1349.423,829.017,1356.463,,1002.550,293.241,1071.529,296.192,951.056,268.520,1119.184,277.999,,,,,,,1299.385,,1284.064,,,,694,29.148
1036.541,336.662,1024.853,432.875,859.951,436.739,809.683,681.823,962.870,691.304,1192.629,415.810,1296.303,624.470,1327.689,840.171,1051.977,794.030,951.316,805.655,743.630,964.571,1044.220,979.657,1155.549,772.325,1350.989,828.517,1360.290,,1001.689,294.501,1071.805,299.293,951.127,268.311,1119.508,282.749,,,,,,,1299.114,,1283.973,,,,695,29.190
1034.943,339.422,1024.844,432.321,859.940,436.121,809.805,679.540,960.835,686.635,1192.638,415.678,1297.927,624.522,1327.912,841.623,1051.774,791.569,952.242,803.603,743.956,963.267,1042.065,979.532,1155.838,771.542,1352.015,828.017,1364.482,,1001.010,294.838,1072.038,303.487,951.403,267.916,1119.752,287.098,,,,,,,1298.842,,1283.882,,,,696,29.232
1034.246,341.181,1024.831,431.512,859.932,435.509,810.383,677.754,959.034,682.744,1192.708,415.315,1298.055,624.650,1328.522,842.814,1051.907,791.525,951.658,804.273,744.535,963.551,1039.148,979.408,1157.890,774.310,1350.689,827.517,1367.269,,1001.007,295.116,1071.804,307.941,951.711,267.529,1119.717,290.414,,,,,,,1298.571,,1283.791,,,,697,29.274
1034.348,341.107,1024.814,430.212,859.794,435.036,809.638,676.419,957.828,674.369,1192.641,414.352,1298.443,624.400,1329.098,842.325,1050.465,792.033,950.354,803.933,745.173,962.958,1034.511,979.283,1157.859,776.548,1347.702,827.017,1359.941,,1001.064,294.795,1072.058,311.578,951.953,267.461,1119.873,291.603,,,,,,,1298.299,,1283.699,,,,698,29.316
1034.273,340.840,1024.818,428.624,860.016,434.185,808.892,675.470,957.226,667.778,1192.637,413.386,1298.728,624.102,1329.445,842.163,1049.581,792.032,947.877,804.148,745.411,963.011,1035.669,979.159,1157.387,778.314,1338.337,826.517,1364.162,,1001.530,295.034,1072.215,313.541,951.802,266.653,1119.774,291.900,,,,,,,1298.028,,1283.608,,,,699,29.358
1033.242,341.599,1024.814,427.654,860.299,433.171,809.002,674.125,958.866,667.131,1192.165,412.813,1299.416,624.459,1329.439,842.292,1049.931,791.586,948.572,802.951,745.359,963.480,1038.573,979.034,1156.992,777.227,1333.605,826.017,1392.162,,1001.433,296.326,1072.052,315.018,951.918,265.537,1119.165,291.841,,,,,,,1297.756,,1283.517,,,,700,29.400
1030.729,343.093,1024.803,427.691,859.800,432.844,810.689,673.664,961.232,674.043,1191.445,412.702,1299.710,625.075,1329.102,843.368,1051.503,790.316,950.448,801.459,745.291,964.483,1042.170,978.910,1156.948,775.752,1332.181,825.517,1383.711,,1001.368,299.527,1071.410,315.468,952.194,264.541,1118.610,292.859,,,,,,,1297.485,,1283.426,,,,701,29.442
1028.071,344.159,1024.787,428.510,859.392,433.200,813.911,673.828,964.287,686.878,1190.642,413.513,1298.848,625.667,1328.525,843.764,1055.411,787.046,955.052,797.667,745.283,964.181,1043.511,978.785,1157.700,771.652,1335.579,825.017,1321.144,,1001.000,303.200,1070.618,316.622,952.245,264.560,1117.816,293.723,,,,,,,1297.213,,1283.334,,,,702,29.484
1025.939,345.347,1024.768,430.001,858.961,433.991,817.317,673.818,966.601,700.929,1189.939,414.629,1297.241,626.024,1327.926,843.676,1059.309,788.185,959.930,798.946,744.815,964.388,1041.760,978.661,1159.013,772.739,1343.120,824.517,1248.787,,1000.490,307.061,1069.998,317.976,951.155,265.624,1117.039,293.802,,,,,,,1296.942,,1283.243,,,,703,29.526
1025.104,346.355,1024.755,431.830,858.492,435.293,819.100,673.842,967.009,713.594,1189.476,415.565,1295.597,626.163,1327.576,843.086,1062.305,792.098,963.475,801.974,744.111,964.259,1042.041,978.536,1161.008,777.294,1347.613,824.017,1192.674,,999.727,310.233,1070.015,317.977,948.780,267.789,1116.459,291.377,,,,,,,1296.670,,1283.152,,,,704,29.568
1025.072,346.243,1024.753,433.103,858.039,436.185,819.210,673.360,965.630,721.496,1189.349,415.085,1294.916,625.599,1327.847,843.116,1064.430,796.677,965.011,807.399,743.306,964.699,1042.574,978.412,1163.238,781.663,1349.826,823.517,1172.816,,997.978,312.796,1069.392,316.103,945.229,270.863,1115.721,286.882,,,,,,,1296.398,,1283.061,,,,705,29.610
1025.364,345.441,1024.642,433.119,857.687,436.302,819.063,672.979,964.229,722.419,1189.515,414.702,1295.168,624.849,1328.092,844.155,1064.849,804.717,963.064,814.932,742.719,965.223,1041.577,978.287,1164.547,789.263,1347.423,823.017,1194.181,,995.024,315.092,1067.591,312.420,939.741,272.954,1114.274,281.222,,,,,,,1296.127,,1282.970,,,,706,29.652
1026.473,343.932,1024.871,432.370,857.474,435.792,819.433,671.958,964.435,717.232,1189.625,413.678,1295.748,624.330,1327.984,845.736,1064.418,812.411,960.231,821.242,742.023,966.785,1045.164,978.163,1164.580,796.388,1343.407,822.517,1253.059,,991.085,315.869,1064.000,307.533,934.378,273.982,1111.570,275.736,,,,,,,1295.855,,1282.878,,,,707,29.694
1025.707,343.107,1025.026,431.173,857.260,435.024,821.506,671.303,966.688,712.457,1189.732,413.153,1296.952,624.439,1327.981,847.011,1065.333,815.340,960.533,822.670,741.606,967.316,1047.782,978.038,1164.955,797.133,1343.719,822.017,1329.980,,986.743,314.936,1059.352,302.352,930.319,273.759,1107.721,271.853,,,,,,,1295.584,,1282.787,,,,708,29.736
1022.680,342.620,1024.881,430.380,857.380,434.454,825.830,671.340,970.319,714.498,1189.862,413.360,1297.559,625.460,1327.976,848.412,1067.622,814.156,963.107,821.646,742.128,967.790,1048.297,977.913,1165.523,794.504,1343.041,821.517,1392.589,,982.089,312.446,1053.711,298.122,928.335,272.553,1103.096,270.118,,,,,,,1295.312,,1282.696,,,,709,29.778
1017.739,341.363,1024.401,430.048,856.973,434.567,830.265,671.668,973.159,719.043,1189.705,413.636,1297.589,626.520,1327.953,848.335,1068.809,803.362,967.397,811.577,742.990,966.393,1044.454,980.069,1164.712,784.920,1345.894,824.845,1398.040,,977.445,308.448,1049.146,294.882,928.232,272.440,1099.102,270.170,,,,,,,1295.041,,1282.605,,,,710,29.820
1011.692,338.168,1023.673,429.916,856.838,435.027,832.963,672.429,973.740,726.143,1189.216,413.937,1296.857,626.983,1327.945,847.230,1069.180,788.847,970.026,800.401,743.440,964.080,1042.514,982.221,1163.804,773.228,1349.329,827.536,1364.816,,973.883,303.185,1045.526,292.872,929.191,271.830,1096.291,271.311,,,,,,,1294.769,,1282.513,,,,711,29.862
1006.103,334.086,1022.859,430.073,857.231,435.238,833.493,672.780,973.085,731.485,1188.359,414.002,1297.199,627.802,1327.936,846.295,1069.934,778.738,974.790,792.358,743.783,961.161,1041.142,983.350,1164.044,764.768,1349.813,827.957,1354.796,,971.431,297.164,1043.442,293.030,930.302,270.319,1094.782,271.141,,,,,,,1294.498,,1282.422,,,,712,29.904
1000.886,328.925,1022.135,430.177,856.161,435.929,831.997,672.886,969.971,734.470,1187.762,413.326,1298.510,627.848,1327.918,846.145,1068.959,775.380,975.418,791.530,743.784,959.941,1040.799,982.688,1163.527,763.627,1353.297,828.469,1358.131,,969.714,290.977,1042.608,293.077,930.679,266.346,1094.792,272.605,,,,,,,1294.226,,1282.331,,,,713,29.946
998.129,323.627,1021.648,430.287,854.564,436.714,830.673,673.797,967.680,734.397,1187.313,413.001,1298.515,627.249,1327.894,847.666,1068.873,777.661,975.507,795.559,743.456,958.674,1040.351,982.652,1164.096,764.391,1353.725,828.429,1354.646,,968.730,285.401,1041.884,292.277,930.700,260.399,1095.601,273.970,,,,,,,1293.955,,1282.240,,,,714,29.988
997.292,320.598,1021.487,430.441,852.781,436.439,830.854,674.559,967.413,731.907,1186.478,412.743,1298.165,626.912,1327.878,850.629,1068.493,783.557,973.900,801.712,743.012,959.911,1039.450,982.615,1164.591,768.229,1353.925,830.226,1356.325,,968.157,280.701,1041.179,289.996,929.859,255.210,1095.707,275.254,,,,,,,1293.683,,1282.148,,,,715,30.030
997.739,318.562,1021.608,430.302,851.383,436.553,832.357,675.832,968.615,731.047,1185.716,412.664,1296.364,626.941,1327.853,852.989,1068.272,788.752,972.342,805.930,742.037,961.613,1037.150,982.579,1165.268,771.791,1349.097,829.247,1358.532,,968.602,276.120,1041.395,286.201,928.678,252.836,1095.632,275.597,,,,,,,1293.412,,1282.057,,,,716,30.072
998.457,315.949,1021.796,429.959,850.207,437.081,834.348,677.254,971.194,736.085,1185.280,412.116,1294.903,626.724,1327.821,854.129,1068.460,789.884,971.904,807.136,741.736,963.471,1034.224,982.543,1164.738,771.446,1345.350,830.117,1360.802,,969.735,272.437,1042.164,282.082,927.602,253.794,1095.027,275.599,,,,,,,1293.140,,1281.966,,,,717,30.114
1000.103,312.231,1021.658,429.018,849.843,437.348,835.892,678.874,973.228,745.135,1185.176,411.517,1294.117,626.362,1327.810,854.707,1069.245,788.876,972.853,806.135,742.303,963.508,1030.383,982.506,1165.578,770.066,1339.998,829.708,1362.305,,971.127,269.700,1043.449,276.921,926.518,258.190,1094.309,274.368,,,,,,,1292.868,,1281.875,,,,718,30.156
1003.897,306.922,1021.660,428.049,850.338,437.365,836.043,678.682,974.116,753.294,1185.063,410.422,1293.722,626.016,1327.816,854.477,1069.380,782.733,973.787,801.361,742.838,963.038,1027.363,982.470,1166.326,764.830,1332.284,829.904,1362.287,,972.318,268.411,1044.438,271.327,925.346,263.862,1093.513,271.365,,,,,,,1292.597,,1281.784,,,,719,30.198
1008.469,301.694,1021.683,427.461,851.191,437.120,835.182,678.603,975.359,758.643,1185.430,409.846,1293.377,625.302,1327.846,852.830,1070.359,777.252,975.463,797.188,742.948,961.362,1028.697,982.434,1167.383,759.336,1330.947,830.100,1361.648,,973.824,268.077,1045.231,265.521,924.637,268.973,1092.938,267.535,,,,,,,1292.325,,1281.692,,,,720,30.240
1013.559,297.070,1021.700,427.327,852.438,436.740,833.673,678.047,975.567,755.930,1186.021,409.853,1293.122,624.572,1327.900,851.198,1071.873,782.543,977.468,801.914,743.039,960.817,1029.217,982.397,1169.350,763.215,1331.685,830.296,1360.349,,974.825,267.414,1045.340,260.382,924.547,272.171,1092.276,262.624,,,,,,,1292.054,,1281.601,,,,721,30.282
1017.855,294.084,1021.712,428.011,853.061,436.404,831.855,677.900,974.699,746.686,1186.663,410.308,1293.795,624.569,1327.936,849.895,1071.265,790.346,976.430,808.706,742.947,961.038,1026.973,982.361,1169.632,769.890,1333.824,830.492,1359.052,,975.136,267.368,1045.596,255.713,924.890,274.490,1091.983,258.005,,,,,,,1291.782,,1281.510,,,,722,30.324
1019.836,293.350,1021.713,429.497,853.763,436.416,830.395,679.569,973.278,732.273,1187.043,411.628,1293.786,624.713,1327.960,848.695,1068.626,797.800,971.156,814.874,742.698,962.016,1026.225,982.325,1168.432,776.905,1335.599,830.688,1358.279,,974.360,267.532,1045.427,251.967,925.521,276.425,1092.259,254.595,,,,,,,1291.511,,1281.419,,,,723,30.366
1018.735,294.610,1021.705,430.370,854.156,435.983,829.823,681.668,971.524,712.637,1186.773,412.503,1293.705,625.464,1327.977,847.784,1065.423,802.886,966.867,818.781,742.367,963.253,1028.981,982.289,1166.287,782.933,1332.940,830.885,1358.308,,973.470,267.876,1045.169,251.001,926.375,276.519,1093.069,253.407,,,,,,,1291.239,,1281.327,,,,724,30.408
1014.724,295.800,1021.572,429.709,854.236,436.003,830.178,683.203,966.769,695.628,1186.406,412.425,1293.886,626.255,1327.968,847.106,1062.070,801.914,961.488,817.765,742.069,964.302,1039.169,982.252,1162.932,784.037,1334.119,831.081,1359.018,,972.556,268.150,1045.372,253.027,927.104,275.472,1093.437,255.251,,,,,,,1291.246,,1281.407,,,,725,30.450
1009.653,295.656,1021.793,428.625,853.767,436.236,831.439,685.102,961.768,683.374,1186.739,412.567,1293.113,626.389,1327.959,847.553,1060.620,800.075,958.158,816.007,741.996,963.617,1061.838,982.216,1161.152,783.822,1334.020,831.277,1359.748,,972.540,267.908,1045.136,257.505,928.158,271.863,1094.097,259.128,,,,,,,1290.752,,1281.179,,,,726,30.492
1005.550,295.855,1021.940,427.536,853.265,435.731,832.973,686.387,958.644,676.517,1186.746,412.077,1292.065,625.532,1327.948,847.695,1060.447,795.984,957.021,811.358,742.371,962.488,1095.629,982.180,1160.453,781.313,1339.077,831.473,1360.321,,972.553,267.059,1044.990,261.454,928.794,266.973,1094.955,263.947,,,,,,,1289.915,,1280.741,,,,727,30.534
1002.525,295.900,1021.686,426.959,853.102,435.987,833.943,685.989,958.278,677.394,1186.691,411.463,1290.388,624.534,1327.829,848.351,1062.511,792.407,959.723,807.648,742.259,961.087,1137.162,982.143,1161.998,777.915,1340.601,831.669,1360.524,,973.193,264.512,1045.261,264.223,929.338,261.170,1095.900,267.250,,,,,,,1289.357,,1280.475,,,,728,30.576
1000.729,295.480,1021.466,427.426,852.739,436.262,835.318,684.948,962.674,686.343,1186.468,411.222,1288.601,622.951,1328.060,848.377,1064.711,790.122,962.894,805.299,742.260,960.062,1164.559,982.107,1162.792,774.277,1340.562,831.865,1360.376,,974.113,261.164,1045.646,265.191,929.998,255.373,1096.770,269.755,,,,,,,1289.505,,1280.631,,,,729,30.618
1000.965,294.644,1020.668,428.354,851.607,436.901,836.453,684.137,969.364,701.772,1185.878,411.446,1287.388,623.074,1328.323,848.380,1068.213,790.282,968.725,805.816,742.266,959.753,1183.226,982.071,1164.303,773.086,1340.736,832.061,1360.297,,975.055,257.021,1046.132,265.214,930.961,250.708,1097.449,270.769,,,,,,,1291.682,,1282.048,,,,730,30.660
1002.759,293.603,1020.223,429.600,850.132,438.676,837.093,683.606,975.847,718.281,1184.750,411.864,1286.814,623.826,1327.928,848.874,1070.189,789.397,973.729,806.108,742.257,960.536,1195.584,982.035,1165.722,771.792,1341.690,832.258,1360.271,,975.579,253.009,1046.725,264.631,932.055,247.756,1097.822,271.385,,,,,,,1295.923,,1284.742,,,,731,30.702
1005.240,292.689,1019.249,430.750,848.112,441.048,837.253,683.836,980.766,735.225,1183.115,412.124,1285.949,622.430,1327.158,848.877,1070.570,783.438,976.538,801.277,742.229,959.601,1207.437,981.998,1165.406,766.872,1345.577,832.454,1360.322,,976.708,249.809,1047.924,263.723,932.875,246.036,1098.633,272.383,,,,,,,1301.402,,1288.185,,,,732,30.744
1008.366,292.302,1017.908,430.617,845.538,444.111,837.219,684.773,982.757,749.533,1180.661,411.960,1284.270,620.450,1326.910,848.933,1070.616,779.511,977.671,798.334,742.206,959.264,1216.867,981.962,1164.755,764.274,1350.567,832.650,1360.324,,978.389,247.646,1049.611,263.576,933.114,245.064,1098.933,273.812,,,,,,,1306.866,,1291.584,,,,733,30.786
1012.050,291.709,1016.400,429.941,843.090,446.959,837.139,685.731,982.066,762.367,1177.536,411.187,1282.969,617.796,1326.490,849.496,1070.050,776.095,976.548,795.625,742.187,958.747,1223.362,981.926,1163.898,761.222,1354.046,832.846,1360.322,,981.089,247.095,1051.876,263.684,933.450,244.559,1098.516,275.149,,,,,,,1311.065,,1294.155,,,,734,30.828
1015.819,291.581,1014.407,429.955,841.559,449.499,836.929,688.200,980.054,773.002,1174.722,410.773,1281.896,614.930,1326.184,850.581,1069.848,776.382,972.955,795.312,742.173,959.051,1226.003,981.889,1164.234,760.422,1359.723,833.042,1360.318,,983.739,247.430,1054.260,263.558,932.897,245.898,1098.035,275.515,,,,,,,1313.180,,1295.389,,,,735,30.870
1018.932,291.743,1011.797,430.536,840.035,451.633,836.537,690.619,978.582,779.705,1172.239,410.131,1280.880,612.377,1326.203,850.938,1069.067,780.232,969.160,798.755,742.176,960.160,1222.433,981.853,1164.639,762.742,1360.939,833.238,1360.320,,985.840,247.622,1056.285,263.033,931.768,248.014,1097.196,274.933,,,,,,,1313.250,,1295.317,,,,736,30.912
1021.048,291.975,1009.122,431.226,838.980,453.652,836.666,692.054,976.863,784.906,1170.003,409.323,1280.537,610.955,1326.538,850.842,1068.821,783.636,967.081,802.347,742.185,961.726,1206.920,981.817,1165.297,763.495,1358.484,833.435,1360.320,,986.368,247.722,1057.135,261.207,930.855,251.683,1096.928,273.276,,,,,,,1312.595,,1294.765,,,,737,30.954
1021.922,291.855,1006.973,432.018,838.269,454.793,836.177,692.584,975.406,788.270,1168.621,409.334,1280.614,610.925,1327.057,851.770,1068.746,787.318,966.397,806.796,742.196,963.884,1183.293,981.781,1165.617,765.283,1353.178,833.631,1360.320,,985.715,247.256,1056.458,259.358,930.055,256.067,1095.927,271.643,,,,,,,1311.658,,1294.031,,,,738,30.996
1022.023,291.843,1005.283,432.740,837.576,455.287,834.741,693.271,974.530,787.674,1167.591,409.514,1280.641,611.608,1327.486,851.930,1068.399,789.750,965.914,808.917,742.205,965.695,1158.454,981.744,1165.617,767.526,1353.313,833.827,1360.320,,983.595,247.986,1053.960,256.588,928.602,260.737,1094.525,270.338,,,,,,,1311.067,,1293.521,,,,739,31.038
1022.616,291.825,1003.827,433.236,836.739,456.320,830.891,693.066,971.749,784.157,1166.918,409.763,1280.869,613.312,1327.451,851.601,1067.673,789.739,966.237,809.858,742.354,966.453,1143.955,981.708,1165.016,767.679,1355.850,834.023,1360.320,,981.302,248.861,1051.727,254.094,926.487,265.624,1092.940,268.465,,,,,,,1310.986,,1293.341,,,,740,31.080
1022.336,291.798,1002.979,433.408,836.044,457.238,826.233,692.749,968.057,779.546,1166.453,409.644,1280.756,614.384,1327.553,850.955,1065.756,789.810,964.028,809.282,742.139,965.701,1126.393,981.672,1164.151,768.448,1360.534,834.219,1360.320,,979.246,250.671,1049.823,251.385,923.741,269.572,1090.247,266.269,,,,,,,1310.622,,1292.978,,,,741,31.122
1021.018,291.777,1001.917,433.405,835.071,457.871,820.926,692.145,964.820,775.408,1166.058,409.622,1280.769,615.683,1327.977,849.872,1064.413,789.943,961.629,808.826,741.861,964.707,1107.333,981.635,1163.265,768.776,1363.700,834.415,1360.320,,977.016,252.949,1048.277,249.528,919.952,272.251,1086.253,263.659,,,,,,,1310.259,,1292.615,,,,742,31.164
1018.082,291.763,1001.566,432.996,834.429,458.658,816.781,691.963,960.953,768.929,1165.759,409.612,1280.785,617.166,1327.932,849.458,1062.728,790.147,959.502,809.263,742.235,964.125,1087.652,981.599,1162.553,769.232,1364.258,834.611,1360.320,,974.215,255.718,1045.656,248.512,916.047,273.854,1081.689,261.148,,,,,,,1309.895,,1292.252,,,,743,31.206
1013.991,291.768,1001.175,432.872,833.951,459.140,813.515,692.022,957.194,761.614,1165.875,409.604,1280.773,616.441,1327.939,849.215,1062.160,791.118,958.003,809.570,742.861,962.880,1067.683,981.563,1162.358,770.936,1372.810,834.808,1360.320,,970.563,258.722,1041.718,247.929,912.365,275.737,1077.521,258.293,,,,,,,1309.531,,1291.889,,,,744,31.248
1009.310,291.796,1000.902,433.366,833.366,459.721,811.491,692.187,954.439,755.065,1166.217,409.618,1280.918,616.324,1327.997,849.069,1062.051,792.789,957.095,811.089,743.441,962.808,1051.029,981.527,1161.859,772.516,1343.602,835.004,1360.320,,965.802,261.044,1036.919,247.732,909.636,279.181,1074.143,256.039,,,,,,,1309.167,,1291.525,,,,745,31.290
1004.742,291.821,1001.039,433.736,833.228,459.840,810.104,691.949,952.498,748.895,1165.876,409.625,1280.577,615.408,1327.721,848.635,1062.010,794.798,957.106,812.388,743.782,962.770,1039.425,981.490,1161.746,774.985,1342.966,835.200,1360.320,,961.246,262.806,1031.806,247.706,908.192,283.170,1071.652,255.138,,,,,,,1308.803,,1291.162,,,,746,31.332
