Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,LBigToe_x,LBigToe_y,LSmallToe_x,LSmallToe_y,LHeel_x,LHeel_y,RBigToe_x,RBigToe_y,RSmallToe_x,RSmallToe_y,RHeel_x,RHeel_y,frame_number,time,Left_hand_0_x,Left_hand_0_y,Left_hand_1_x,Left_hand_1_y,Left_hand_2_x,Left_hand_2_y,Left_hand_3_x,Left_hand_3_y,Left_hand_4_x,Left_hand_4_y,Left_hand_5_x,Left_hand_5_y,Left_hand_6_x,Left_hand_6_y,Left_hand_7_x,Left_hand_7_y,Left_hand_8_x,Left_hand_8_y,Left_hand_9_x,Left_hand_9_y,Left_hand_10_x,Left_hand_10_y,Left_hand_11_x,Left_hand_11_y,Left_hand_12_x,Left_hand_12_y,Left_hand_13_x,Left_hand_13_y,Left_hand_14_x,Left_hand_14_y,Left_hand_15_x,Left_hand_15_y,Left_hand_16_x,Left_hand_16_y,Left_hand_17_x,Left_hand_17_y,Left_hand_18_x,Left_hand_18_y,Left_hand_19_x,Left_hand_19_y,Left_hand_20_x,Left_hand_20_y,Right_hand_0_x,Right_hand_0_y,Right_hand_1_x,Right_hand_1_y,Right_hand_2_x,Right_hand_2_y,Right_hand_3_x,Right_hand_3_y,Right_hand_4_x,Right_hand_4_y,Right_hand_5_x,Right_hand_5_y,Right_hand_6_x,Right_hand_6_y,Right_hand_7_x,Right_hand_7_y,Right_hand_8_x,Right_hand_8_y,Right_hand_9_x,Right_hand_9_y,Right_hand_10_x,Right_hand_10_y,Right_hand_11_x,Right_hand_11_y,Right_hand_12_x,Right_hand_12_y,Right_hand_13_x,Right_hand_13_y,Right_hand_14_x,Right_hand_14_y,Right_hand_15_x,Right_hand_15_y,Right_hand_16_x,Right_hand_16_y,Right_hand_17_x,Right_hand_17_y,Right_hand_18_x,Right_hand_18_y,Right_hand_19_x,Right_hand_19_y,Right_hand_20_x,Right_hand_20_y
1047.527,299.631,1023.693,436.211,858.933,457.993,836.703,705.012,1023.340,694.668,1187.805,415.508,1294.223,626.839,1327.812,837.090,1057.444,816.779,954.072,828.533,742.371,968.286,1060.947,979.015,1161.380,796.112,1361.690,834.006,1325.608,,1005.917,271.200,1075.497,266.379,946.801,272.604,1114.248,258.094,,,,,,,1291.579,,1271.664,,,,895,37.590,1328.052,865.615,1295.362,879.952,1268.670,903.023,1259.722,933.106,1251.994,959.443,1292.172,922.167,1286.098,971.066,1286.528,985.370,1291.261,991.773,1315.650,924.626,1307.952,978.017,1309.181,985.233,1314.375,977.659,1337.704,929.107,1329.313,977.477,1328.631,980.451,1328.143,972.083,1356.962,930.779,1352.527,968.955,1349.547,968.617,1347.316,962.341,1032.008,688.901,1064.353,662.209,1092.872,642.715,1126.291,636.932,1150.328,632.724,1099.859,646.870,1143.371,649.705,1136.309,655.987,1122.200,658.327,1103.866,672.986,1145.104,672.302,1130.912,673.950,1115.839,674.766,1104.753,696.723,1140.967,694.433,1128.814,694.050,1112.522,692.889,1105.163,718.866,1126.860,715.311,1121.937,712.216,1110.576,712.085
1048.018,301.900,1024.408,436.331,859.416,456.874,835.965,703.202,1023.470,694.161,1188.386,415.514,1294.234,626.396,1327.845,836.565,1057.904,818.125,953.508,831.074,742.149,968.860,1062.512,978.930,1161.625,799.601,1361.853,833.676,1330.939,,1008.590,271.203,1079.457,267.290,949.761,271.907,1115.995,261.092,,,,,,,1291.610,,1271.781,,,,896,37.632,1328.034,864.864,1295.507,879.300,1268.711,902.804,1259.731,932.724,1252.176,959.159,1292.181,921.810,1286.058,970.588,1286.773,984.963,1292.267,990.795,1315.834,924.444,1308.131,977.910,1309.738,984.999,1314.581,977.911,1338.100,928.884,1329.401,977.504,1329.022,980.545,1328.556,971.916,1356.900,930.355,1352.654,968.620,1349.491,968.619,1347.686,962.349,1033.181,687.488,1066.622,661.417,1096.032,642.329,1129.572,637.145,1153.063,632.999,1102.951,645.993,1146.125,649.302,1139.130,655.730,1125.150,657.508,1107.091,671.890,1147.644,671.590,1133.119,673.175,1118.135,673.485,1107.594,695.387,1142.982,693.528,1130.929,692.921,1114.547,691.766,1107.285,717.548,1128.937,714.409,1123.952,711.031,1112.416,710.802
1048.411,304.928,1024.882,436.178,860.006,456.270,835.287,701.941,1024.818,693.235,1189.232,415.532,1294.221,626.758,1327.864,836.035,1057.059,816.949,953.388,829.703,741.989,969.363,1059.528,977.456,1160.509,799.350,1361.258,833.346,1336.581,,1010.666,271.211,1083.176,268.033,951.759,270.756,1117.271,263.522,,,,,,,1291.641,,1271.899,,,,897,37.674,1328.056,864.587,1295.144,879.311,1268.484,902.346,1259.706,932.093,1252.426,958.730,1292.277,921.502,1286.216,970.486,1286.874,984.999,1292.342,991.137,1316.020,924.330,1308.350,977.948,1310.081,985.409,1314.814,978.636,1338.322,928.637,1329.454,977.280,1329.146,980.973,1328.541,972.257,1357.096,930.195,1352.566,968.914,1349.555,968.849,1347.734,962.760,1032.631,686.149,1067.194,661.507,1098.552,642.542,1131.786,638.335,1155.431,633.184,1105.681,645.549,1148.403,649.367,1141.239,655.951,1127.457,657.252,1109.475,671.308,1149.288,671.698,1134.704,673.020,1119.853,672.885,1109.752,694.236,1144.676,693.532,1132.856,692.558,1116.227,691.732,1109.221,716.218,1130.640,714.251,1125.603,710.604,1114.280,710.226
1048.677,308.255,1025.023,435.720,860.156,455.841,834.534,700.976,1025.261,692.534,1189.693,415.539,1293.741,626.594,1327.877,835.654,1056.331,815.545,953.305,828.028,742.132,969.015,1052.948,975.992,1159.690,797.193,1355.706,833.016,1341.948,,1012.660,271.222,1086.098,269.328,952.734,270.335,1118.271,264.695,,,,,,,1291.672,,1272.016,,,,898,37.716,1328.296,863.643,1295.159,878.889,1268.325,902.438,1259.746,932.077,1252.513,958.496,1292.275,921.345,1286.357,970.356,1287.367,984.771,1292.931,991.052,1316.144,924.117,1308.542,977.827,1310.710,985.768,1315.088,978.832,1338.480,928.422,1329.516,977.261,1329.446,980.930,1328.729,972.352,1357.171,929.721,1352.552,969.116,1349.836,968.607,1347.892,962.553,1032.473,685.900,1067.348,662.061,1100.040,642.867,1133.269,639.650,1156.834,633.709,1108.141,645.924,1150.280,650.001,1142.567,656.374,1128.925,657.798,1111.427,671.097,1150.360,672.404,1135.253,673.627,1120.826,673.068,1111.305,693.817,1145.384,694.186,1133.412,692.716,1116.606,691.755,1110.372,715.890,1131.870,714.432,1125.961,711.164,1114.528,710.439
1048.520,311.278,1024.873,435.029,860.019,455.203,834.047,700.679,1025.814,691.955,1189.831,415.549,1294.024,625.805,1327.869,835.501,1056.041,813.015,953.407,824.535,742.622,967.729,1047.298,975.997,1159.385,793.445,1351.019,832.686,1346.450,,1013.923,271.230,1087.887,270.326,953.231,269.078,1118.818,265.094,,,,,,,1291.703,,1272.134,,,,899,37.758,1328.323,863.926,1294.982,879.306,1268.268,902.497,1259.621,932.023,1252.173,958.246,1292.140,921.467,1286.291,970.325,1287.372,984.878,1292.977,990.654,1315.968,924.325,1308.379,978.022,1310.977,986.035,1315.245,978.636,1338.357,928.627,1329.421,977.487,1329.559,980.614,1328.971,971.728,1357.078,929.768,1352.324,969.506,1349.779,968.580,1348.073,962.165,1032.269,685.821,1067.229,662.847,1100.582,643.030,1134.104,640.294,1157.681,634.343,1109.427,646.557,1151.502,650.774,1142.826,657.187,1129.016,658.939,1112.222,671.097,1150.730,673.442,1135.144,674.986,1120.846,674.139,1111.812,693.809,1145.707,695.140,1132.956,693.262,1116.263,692.354,1110.555,716.208,1132.003,714.898,1125.326,712.144,1113.929,711.480
1048.283,313.543,1024.643,434.240,859.805,454.045,833.544,699.978,1026.206,691.916,1189.693,415.554,1294.993,625.820,1327.844,835.728,1055.971,811.166,953.660,822.394,743.332,967.133,1044.399,976.968,1159.553,790.570,1348.889,832.356,1349.680,,1015.265,271.250,1088.866,271.399,953.374,267.694,1119.693,265.643,,,,,,,1291.733,,1272.251,,,,900,37.800,1328.099,864.474,1295.303,879.644,1268.343,902.731,1259.658,932.134,1251.734,958.269,1291.770,921.683,1285.938,970.751,1287.315,985.131,1293.046,990.903,1315.609,924.765,1307.879,978.264,1310.868,986.254,1315.160,978.634,1338.307,928.655,1329.044,977.420,1329.498,980.361,1329.060,971.254,1356.887,930.183,1352.147,969.720,1349.616,968.793,1348.431,962.190,1030.851,685.637,1066.336,663.917,1099.925,643.783,1134.090,641.252,1157.797,636.380,1109.990,647.397,1151.916,651.811,1143.369,658.815,1129.480,661.028,1112.594,671.184,1150.821,674.660,1135.018,676.850,1120.607,676.124,1111.789,694.252,1145.062,696.731,1132.213,694.638,1115.331,693.255,1109.431,716.862,1131.179,715.613,1123.574,713.542,1112.539,712.591
1048.267,315.046,1024.762,433.530,859.948,451.561,832.679,699.287,1025.479,692.171,1189.606,415.556,1296.958,626.848,1327.822,837.052,1055.398,811.137,953.981,821.809,744.128,966.531,1044.759,978.991,1159.711,789.770,1350.980,832.026,1351.526,,1017.001,271.274,1089.224,271.667,954.212,266.446,1120.884,267.398,,,,,,,1291.764,,1272.369,,,,901,37.842,1327.666,864.757,1295.512,879.750,1268.725,903.280,1259.505,932.267,1251.205,958.703,1291.252,921.991,1285.294,970.671,1286.513,985.441,1292.158,991.174,1315.094,925.158,1307.104,978.323,1310.019,986.165,1314.537,978.677,1338.050,928.996,1328.526,977.547,1329.158,980.875,1328.531,971.452,1356.540,930.955,1351.935,969.696,1349.201,968.962,1348.263,962.371,1030.051,684.479,1066.545,663.791,1100.586,644.443,1135.124,642.045,1159.846,635.749,1110.962,647.400,1152.643,652.794,1144.862,659.945,1130.931,661.738,1112.734,671.104,1151.033,675.870,1135.572,677.896,1120.863,677.025,1111.783,694.475,1144.624,698.373,1131.834,695.640,1115.149,693.925,1108.705,717.041,1130.236,716.033,1122.098,714.066,1111.103,712.561
1048.468,315.341,1024.763,433.060,859.962,448.351,831.316,698.488,1024.179,692.732,1189.396,415.558,1298.876,627.701,1327.800,838.086,1056.528,812.182,954.401,823.951,744.833,965.531,1048.520,980.343,1161.086,789.433,1354.472,831.696,1352.195,,1017.988,271.290,1089.565,272.870,955.467,264.929,1122.455,268.821,,,,,,,1291.795,,1272.486,,,,902,37.884,1327.339,865.068,1295.862,879.624,1268.883,903.434,1259.395,932.480,1250.536,959.103,1290.744,922.522,1284.586,971.040,1285.444,986.114,1290.954,991.569,1314.591,925.451,1306.502,978.621,1309.125,986.255,1313.707,979.015,1337.568,929.352,1328.119,977.812,1328.586,981.472,1327.791,972.176,1356.078,931.360,1351.744,969.723,1348.771,969.330,1347.933,963.062,1029.941,682.925,1067.076,663.381,1101.462,645.411,1135.434,642.795,1160.940,636.338,1111.762,647.197,1152.995,653.915,1146.109,661.109,1132.305,662.168,1112.549,670.957,1151.062,677.127,1135.937,678.929,1120.847,677.617,1111.343,694.599,1143.932,699.352,1131.218,696.461,1114.329,694.316,1107.322,717.000,1128.209,716.889,1119.998,714.323,1109.395,712.336
1048.460,315.445,1024.779,432.898,859.975,445.278,828.797,697.029,1022.206,692.294,1189.614,415.680,1300.111,627.695,1327.784,838.437,1055.605,812.176,954.089,825.707,745.277,964.808,1054.958,981.025,1160.863,788.861,1356.827,831.366,1352.153,,1018.379,271.308,1089.470,275.144,956.383,263.170,1124.828,270.094,,,,,,,1291.826,,1272.604,,,,903,37.926,1326.908,865.495,1295.913,879.590,1269.017,903.851,1259.179,932.874,1250.164,959.657,1290.320,923.045,1283.814,971.209,1284.418,986.744,1289.697,992.130,1314.026,926.263,1306.030,978.921,1308.181,986.619,1313.069,979.608,1337.080,929.551,1327.786,978.072,1327.920,982.083,1327.063,973.133,1355.679,931.959,1351.277,969.810,1348.491,969.881,1347.208,963.939,1029.032,680.613,1067.008,662.513,1102.085,646.019,1135.262,644.086,1160.482,639.471,1112.207,646.658,1152.923,654.939,1146.944,662.428,1133.299,662.203,1112.518,670.452,1150.839,677.962,1136.475,680.295,1120.747,678.022,1110.938,693.981,1143.962,700.212,1130.631,697.697,1113.959,695.022,1106.035,716.403,1126.371,717.633,1118.134,715.043,1108.188,712.308
1048.516,315.415,1024.808,433.005,859.993,442.453,825.337,695.468,1019.806,691.451,1189.691,415.316,1301.055,627.516,1327.785,838.016,1055.635,811.729,953.808,825.286,745.398,964.042,1057.887,981.084,1160.916,788.725,1357.366,831.036,1351.988,,1018.140,271.326,1089.546,278.093,957.452,261.271,1128.347,271.309,,,,,,,1291.857,,1272.722,,,,904,37.968,1326.716,865.909,1296.055,879.551,1268.786,904.585,1259.092,933.623,1249.994,960.267,1290.020,923.274,1283.259,971.061,1283.642,986.927,1288.340,992.734,1313.784,926.909,1305.605,978.973,1307.573,986.773,1312.547,979.808,1336.782,929.627,1327.499,978.398,1327.389,981.992,1326.644,973.680,1355.284,932.385,1350.982,969.734,1348.247,970.001,1347.001,964.038,1028.461,678.789,1066.228,661.418,1102.980,646.116,1135.117,645.442,1159.219,644.554,1113.038,645.850,1152.725,656.031,1147.499,663.622,1133.636,662.645,1112.761,669.436,1150.870,678.864,1136.573,681.774,1120.309,678.481,1110.875,693.097,1143.437,700.756,1129.786,698.824,1113.116,695.794,1105.116,715.611,1124.614,718.801,1116.080,715.792,1106.451,712.574
1048.184,315.282,1024.835,433.194,860.010,439.915,822.129,694.401,1018.792,689.043,1189.883,415.385,1301.778,627.563,1327.797,837.946,1056.714,811.731,954.238,824.631,745.228,964.212,1054.833,980.722,1161.413,788.195,1357.501,830.706,1352.039,,1017.346,271.334,1089.567,281.879,958.848,258.578,1132.005,272.026,,,,,,,1291.887,,1272.839,,,,905,38.010,1326.537,866.310,1295.669,880.025,1268.638,905.031,1258.842,934.286,1249.791,960.764,1290.009,923.837,1282.908,971.232,1283.067,986.430,1287.047,991.680,1313.776,927.157,1305.444,979.351,1307.040,986.411,1311.995,978.805,1336.567,930.054,1327.253,978.996,1326.989,981.141,1326.445,972.727,1354.989,932.565,1350.895,970.080,1348.112,969.940,1346.734,963.829,1028.429,676.744,1065.760,659.728,1103.302,646.169,1134.459,646.501,1155.945,650.454,1113.348,644.585,1152.438,656.676,1147.034,664.632,1132.807,663.779,1113.025,667.894,1150.511,679.848,1135.762,683.068,1119.996,679.143,1110.786,691.524,1142.525,701.012,1128.267,699.564,1111.882,696.358,1104.410,714.059,1122.668,719.596,1113.954,716.591,1104.543,712.781
1047.198,315.220,1024.846,433.055,860.012,438.459,819.119,693.347,1019.332,685.451,1190.130,415.667,1301.746,627.355,1327.813,837.774,1056.971,810.875,954.457,821.593,744.999,964.939,1053.450,980.361,1160.869,788.043,1355.893,830.376,1352.941,,1016.173,271.466,1089.814,285.485,960.387,255.713,1134.621,273.725,,,,,,,1291.918,,1272.957,,,,906,38.052,1326.492,867.212,1295.301,880.777,1268.302,905.537,1258.767,934.801,1249.896,961.149,1290.069,924.329,1283.100,971.595,1283.093,985.813,1286.717,990.601,1313.970,927.408,1305.524,979.636,1307.057,985.870,1311.810,977.752,1336.698,930.552,1327.253,979.637,1326.879,980.183,1326.537,971.840,1354.948,932.721,1350.969,970.647,1348.054,970.007,1346.805,963.694,1029.760,675.212,1066.223,658.107,1105.277,644.441,1134.153,647.225,1153.405,656.451,1113.816,642.814,1152.222,657.065,1146.322,665.072,1132.685,664.864,1113.217,665.825,1150.422,680.488,1134.917,684.245,1119.889,679.637,1110.506,689.315,1141.338,700.998,1126.708,700.252,1111.507,696.702,1103.642,711.799,1120.900,719.810,1111.690,717.024,1102.732,712.677
1046.161,315.815,1024.850,433.048,860.007,437.786,816.364,692.310,1018.940,681.104,1190.890,415.995,1301.222,626.870,1327.824,837.821,1057.834,809.887,954.960,817.365,745.144,964.760,1050.526,979.999,1161.379,787.943,1354.225,829.966,1353.578,,1014.861,271.261,1089.595,288.483,961.443,252.671,1136.264,276.694,,,,,,,1291.949,,1273.074,,,,907,38.094,1326.571,868.137,1294.761,881.542,1268.065,905.879,1258.754,935.114,1250.119,961.370,1290.162,924.751,1283.468,972.608,1283.520,985.785,1286.799,989.723,1314.003,927.574,1305.700,980.117,1306.929,985.359,1311.676,976.695,1336.768,931.143,1327.391,980.173,1326.902,979.397,1326.803,970.694,1355.072,933.055,1351.051,971.256,1347.943,969.852,1346.744,963.073,1030.557,674.185,1066.175,656.871,1106.412,642.198,1134.452,647.392,1150.743,661.132,1114.091,640.335,1151.973,657.074,1145.530,664.830,1131.462,664.906,1113.718,663.279,1149.852,680.753,1133.643,684.248,1119.551,679.196,1110.303,686.662,1139.931,700.760,1125.341,700.158,1110.594,695.841,1102.942,708.660,1119.250,719.258,1110.008,716.524,1101.065,711.842
1044.760,316.509,1024.848,432.910,860.000,436.985,814.141,691.782,1017.798,676.896,1191.638,416.246,1301.339,626.531,1327.834,838.372,1057.222,810.192,955.215,816.660,745.161,965.827,1049.861,979.637,1160.765,791.483,1350.560,829.556,1353.754,,1013.596,271.244,1088.307,290.694,962.247,250.202,1135.929,280.430,,,,,,,1291.980,,1273.192,,,,908,38.136,1326.650,868.701,1294.785,882.270,1268.084,906.284,1258.662,935.068,1250.228,961.547,1290.203,924.985,1283.795,973.349,1284.108,985.912,1287.675,988.710,1314.024,927.643,1305.804,980.510,1307.107,984.686,1311.653,975.713,1336.941,931.371,1327.524,980.676,1327.107,979.005,1326.968,969.574,1355.058,933.188,1351.304,971.395,1347.915,969.790,1347.058,962.604,1031.592,673.043,1066.104,655.521,1105.874,640.739,1133.245,646.744,1146.956,663.384,1114.285,637.679,1151.331,656.451,1144.902,664.703,1130.320,664.984,1113.828,660.283,1149.199,680.309,1132.331,683.967,1119.279,679.026,1109.429,683.810,1138.044,700.332,1123.468,699.588,1109.698,694.481,1101.067,705.113,1117.324,717.978,1107.622,715.178,1098.612,709.962
1043.581,317.285,1024.839,433.130,859.983,436.542,812.887,691.294,1015.410,673.925,1192.047,416.355,1301.619,626.974,1327.847,838.597,1055.828,810.380,954.977,816.821,745.180,966.858,1045.894,979.276,1160.087,795.584,1348.790,829.146,1353.424,,1012.401,271.154,1086.416,291.514,962.617,248.667,1134.145,284.751,,,,,,,1292.010,,1273.309,,,,909,38.178,1326.571,869.208,1294.491,882.883,1268.160,906.052,1258.383,934.640,1250.575,961.523,1290.260,925.067,1284.061,973.899,1284.222,986.064,1287.975,988.292,1314.019,927.603,1305.848,980.892,1307.059,984.141,1311.547,975.272,1337.155,932.062,1327.652,981.043,1327.102,979.203,1327.042,969.278,1355.091,933.664,1351.458,971.525,1347.844,969.810,1346.778,962.847,1031.058,671.376,1065.032,654.315,1103.938,640.106,1130.811,646.368,1142.971,663.066,1113.773,634.641,1150.175,655.087,1145.044,664.196,1130.330,665.239,1113.376,657.328,1147.861,679.097,1131.930,683.371,1118.875,678.569,1107.726,680.104,1135.859,699.400,1122.365,698.734,1108.773,693.292,1098.453,700.799,1114.961,715.815,1105.597,713.388,1096.727,708.146
1042.405,317.980,1024.836,433.281,859.972,436.175,811.322,690.317,1011.603,671.261,1191.968,416.275,1301.512,627.544,1327.854,839.345,1054.453,811.774,954.372,818.807,745.199,967.357,1039.064,978.914,1159.597,799.619,1343.811,828.736,1352.933,,1011.040,271.455,1083.858,291.650,961.886,248.311,1131.958,288.350,,,,,,,1292.041,,1273.427,,,,910,38.220,1326.718,868.946,1294.905,882.843,1268.453,905.736,1258.426,934.220,1250.919,961.752,1290.453,925.217,1284.196,973.913,1284.455,986.423,1288.626,988.565,1314.148,927.434,1305.922,980.698,1307.283,983.810,1311.579,975.476,1337.295,932.150,1327.733,981.098,1327.205,979.777,1327.044,969.865,1355.107,933.699,1351.581,971.145,1347.984,969.630,1346.484,963.233,1030.076,669.181,1063.848,652.787,1100.502,639.751,1127.193,645.124,1139.686,660.521,1113.089,631.470,1148.986,653.747,1145.189,663.637,1130.251,665.656,1112.248,653.764,1145.810,677.570,1131.200,682.935,1118.160,678.185,1105.310,675.803,1133.510,697.641,1120.594,697.732,1107.118,691.489,1095.202,695.984,1112.120,712.822,1102.806,710.840,1093.688,705.101
1041.079,318.451,1024.818,433.151,859.947,435.904,810.280,688.684,1006.786,668.135,1191.443,416.031,1301.055,627.363,1327.865,839.830,1052.977,812.401,952.938,819.546,745.216,967.433,1032.741,978.552,1159.015,800.929,1338.661,828.325,1352.555,,1009.205,272.291,1081.013,291.564,961.100,247.677,1129.872,290.793,,,,,,,1292.072,,1273.544,,,,911,38.262,1326.924,868.963,1295.219,882.914,1268.771,905.651,1258.435,934.126,1251.113,961.792,1290.444,925.407,1284.248,973.377,1284.394,986.803,1288.611,988.950,1314.198,927.561,1306.109,980.343,1307.165,983.933,1311.648,975.476,1337.233,932.100,1327.960,981.029,1327.271,980.039,1326.976,970.078,1355.238,933.844,1351.535,970.997,1347.992,969.605,1346.216,963.223,1028.001,665.661,1062.303,650.719,1096.950,638.665,1123.604,644.380,1137.501,657.182,1111.787,628.028,1147.585,652.200,1144.952,663.198,1130.045,666.037,1110.109,649.336,1143.301,675.369,1130.648,682.439,1117.523,678.218,1102.247,670.298,1131.006,694.767,1118.759,696.591,1105.417,690.001,1091.656,690.451,1109.208,709.366,1100.347,707.641,1090.975,701.732
1040.104,318.620,1024.802,432.700,859.910,435.907,808.875,686.094,1003.649,663.864,1190.726,415.700,1300.209,626.357,1327.878,839.168,1051.553,812.154,951.888,819.192,745.217,966.738,1030.224,978.191,1158.405,800.914,1332.032,827.915,1352.469,,1007.623,273.560,1078.303,292.128,959.667,246.803,1128.456,292.108,,,,,,,1292.103,,1273.662,,,,912,38.304,1326.940,869.163,1295.602,883.038,1269.091,905.651,1259.011,934.171,1251.482,961.913,1290.591,925.455,1284.274,973.286,1284.598,986.875,1288.652,989.481,1314.315,927.606,1306.283,980.135,1307.330,984.154,1311.509,975.712,1337.209,931.724,1328.071,980.786,1327.191,979.735,1326.909,970.168,1355.459,933.578,1351.664,970.662,1348.031,969.461,1345.858,962.813,1025.617,661.971,1060.083,648.173,1093.125,636.738,1120.085,645.140,1135.274,656.516,1109.168,624.417,1145.423,649.718,1144.312,662.898,1129.918,667.297,1107.027,644.201,1140.523,672.588,1129.915,682.525,1116.187,678.929,1098.451,664.032,1127.993,691.282,1116.751,695.938,1102.960,688.489,1087.546,684.355,1105.999,705.436,1097.378,704.575,1087.978,698.502
1038.720,318.509,1024.798,432.002,859.759,436.444,806.879,682.858,1000.677,658.376,1190.235,415.400,1299.623,625.257,1327.888,839.271,1050.599,810.600,951.500,817.104,745.208,966.560,1029.862,977.829,1157.913,797.732,1329.196,827.505,1352.772,,1006.163,275.111,1076.640,292.026,958.040,246.590,1127.387,292.142,,,,,,,1292.134,,1273.779,,,,913,38.346,1326.981,869.537,1295.953,883.248,1269.409,906.056,1259.714,934.500,1251.875,962.184,1290.850,925.482,1284.338,972.934,1284.639,987.709,1288.147,990.870,1314.505,927.724,1306.384,979.887,1307.183,984.944,1311.757,975.952,1337.517,931.334,1328.221,980.534,1327.314,979.107,1327.013,969.812,1355.716,933.369,1352.036,970.524,1348.257,969.335,1346.283,962.453,1022.063,657.398,1057.558,644.785,1089.667,634.454,1117.565,646.086,1134.487,654.350,1105.492,620.842,1142.339,646.244,1142.109,661.870,1129.115,667.895,1102.878,638.520,1137.107,668.464,1128.267,681.714,1114.458,679.339,1093.585,656.992,1124.453,686.633,1114.420,694.598,1100.212,686.970,1082.979,677.695,1102.427,700.602,1094.209,701.218,1084.797,695.238
1037.648,318.322,1024.802,431.220,859.982,436.209,804.086,680.601,999.608,653.861,1189.437,415.320,1299.069,624.971,1327.907,839.095,1051.964,809.707,951.652,816.004,745.204,965.679,1034.828,977.467,1158.288,793.933,1332.483,827.095,1353.400,,1005.147,276.150,1075.777,291.848,956.860,246.329,1126.975,292.346,,,,,,,1292.164,,1273.897,,,,914,38.388,1327.099,869.710,1296.087,883.542,1269.476,906.357,1259.951,934.731,1251.714,962.277,1290.925,925.508,1284.538,972.668,1284.663,987.186,1288.085,990.508,1314.716,927.883,1306.593,979.940,1307.169,985.108,1311.502,975.750,1337.617,931.136,1328.332,980.596,1327.120,978.852,1326.954,969.614,1355.962,933.087,1352.419,970.398,1348.208,969.358,1346.265,962.229,1020.813,652.862,1056.370,641.261,1088.241,632.068,1115.518,647.059,1133.106,651.693,1102.386,617.103,1139.079,642.699,1140.031,659.557,1129.238,667.558,1099.222,632.827,1133.820,664.497,1126.103,680.261,1112.848,679.482,1089.480,650.176,1120.797,681.870,1112.325,692.623,1098.090,686.119,1078.955,671.129,1099.474,696.101,1091.225,697.907,1082.038,692.272
1036.600,318.461,1024.812,430.654,860.146,435.891,800.156,678.492,997.355,649.168,1189.426,415.681,1298.461,624.853,1327.922,839.362,1052.158,808.522,951.244,814.764,745.197,965.522,1049.098,977.106,1157.517,790.853,1338.222,826.685,1354.220,,1004.681,276.846,1075.054,292.001,955.841,246.188,1126.167,291.718,,,,,,,1292.195,,1274.015,,,,915,38.430,1327.077,869.997,1295.798,883.915,1269.576,906.621,1260.060,935.123,1251.672,962.498,1291.042,925.659,1284.655,972.949,1284.753,987.389,1288.366,991.063,1314.701,928.126,1306.715,980.228,1307.050,985.773,1311.361,975.614,1337.796,931.309,1328.319,980.401,1327.131,978.599,1327.066,969.328,1356.256,933.300,1352.368,970.632,1348.111,969.676,1346.318,962.306,1017.694,647.649,1053.761,637.577,1086.491,629.954,1114.053,647.088,1131.942,647.997,1097.937,612.810,1135.224,638.419,1136.758,656.027,1128.305,664.642,1094.104,626.574,1129.863,659.501,1123.509,677.745,1110.250,678.910,1084.517,643.326,1117.197,676.904,1109.762,689.983,1095.220,684.335,1073.605,664.620,1095.972,691.148,1087.860,694.600,1079.269,689.676
1035.468,318.468,1024.809,429.982,859.892,435.558,795.893,677.333,991.509,645.667,1189.438,415.684,1297.727,624.973,1327.921,840.055,1053.013,808.432,951.628,815.718,745.189,964.463,1066.704,976.744,1157.374,790.123,1342.261,826.274,1354.768,,1003.977,277.299,1074.261,292.008,955.008,246.392,1124.884,291.755,,,,,,,1292.226,,1274.132,,,,916,38.472,1327.265,870.055,1295.855,883.968,1269.296,906.912,1260.034,935.636,1251.777,962.813,1291.049,925.662,1284.655,973.904,1284.879,988.182,1288.558,992.220,1314.650,928.406,1306.732,980.755,1307.167,986.381,1311.383,975.443,1337.811,931.779,1328.249,980.337,1327.406,978.226,1327.306,969.093,1356.361,933.610,1352.316,970.841,1348.054,969.906,1346.637,962.439,1012.024,642.676,1049.151,632.945,1082.638,627.932,1111.488,644.889,1129.509,643.354,1092.187,608.165,1129.925,633.334,1131.908,651.489,1124.713,659.997,1087.604,620.379,1125.375,653.971,1119.492,673.582,1106.010,676.849,1078.174,637.094,1112.709,671.525,1106.195,686.349,1090.844,681.605,1066.621,658.108,1091.598,685.892,1083.661,691.294,1075.043,686.906
