Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,LBigToe_x,LBigToe_y,LSmallToe_x,LSmallToe_y,LHeel_x,LHeel_y,RBigToe_x,RBigToe_y,RSmallToe_x,RSmallToe_y,RHeel_x,RHeel_y,frame_number,time,Left_hand_0_x,Left_hand_0_y,Left_hand_1_x,Left_hand_1_y,Left_hand_2_x,Left_hand_2_y,Left_hand_3_x,Left_hand_3_y,Left_hand_4_x,Left_hand_4_y,Left_hand_5_x,Left_hand_5_y,Left_hand_6_x,Left_hand_6_y,Left_hand_7_x,Left_hand_7_y,Left_hand_8_x,Left_hand_8_y,Left_hand_9_x,Left_hand_9_y,Left_hand_10_x,Left_hand_10_y,Left_hand_11_x,Left_hand_11_y,Left_hand_12_x,Left_hand_12_y,Left_hand_13_x,Left_hand_13_y,Left_hand_14_x,Left_hand_14_y,Left_hand_15_x,Left_hand_15_y,Left_hand_16_x,Left_hand_16_y,Left_hand_17_x,Left_hand_17_y,Left_hand_18_x,Left_hand_18_y,Left_hand_19_x,Left_hand_19_y,Left_hand_20_x,Left_hand_20_y,Right_hand_0_x,Right_hand_0_y,Right_hand_1_x,Right_hand_1_y,Right_hand_2_x,Right_hand_2_y,Right_hand_3_x,Right_hand_3_y,Right_hand_4_x,Right_hand_4_y,Right_hand_5_x,Right_hand_5_y,Right_hand_6_x,Right_hand_6_y,Right_hand_7_x,Right_hand_7_y,Right_hand_8_x,Right_hand_8_y,Right_hand_9_x,Right_hand_9_y,Right_hand_10_x,Right_hand_10_y,Right_hand_11_x,Right_hand_11_y,Right_hand_12_x,Right_hand_12_y,Right_hand_13_x,Right_hand_13_y,Right_hand_14_x,Right_hand_14_y,Right_hand_15_x,Right_hand_15_y,Right_hand_16_x,Right_hand_16_y,Right_hand_17_x,Right_hand_17_y,Right_hand_18_x,Right_hand_18_y,Right_hand_19_x,Right_hand_19_y,Right_hand_20_x,Right_hand_20_y
995.343,259.011,1004.070,433.131,836.384,456.713,800.518,690.773,774.819,890.007,1178.147,409.610,1283.799,621.443,1327.965,850.300,1044.719,810.601,928.309,830.338,749.483,957.906,,,1149.516,793.453,1607.691,815.675,,,954.147,227.528,1025.002,224.261,912.296,268.199,1074.985,251.549,,,,,,,,,,,,,182,7.644,1335.696,853.882,1306.799,890.725,1285.319,936.834,1285.648,976.813,1284.935,1001.062,1311.683,964.082,1315.939,1006.442,1320.990,1019.743,1330.236,1023.018,1337.336,962.810,1339.777,1002.440,1340.989,1002.858,1336.982,992.685,1356.596,953.432,1361.542,992.540,1358.674,990.004,1353.962,982.683,1373.136,940.339,1381.317,975.503,1378.447,975.251,1373.406,970.702,770.448,903.090,797.142,934.701,824.453,977.950,823.860,1016.437,816.895,1046.134,789.637,985.329,796.996,1033.860,801.328,1049.769,806.346,1049.910,761.541,991.787,772.551,1042.254,781.163,1052.425,789.655,1048.933,740.986,995.456,752.025,1041.345,760.891,1050.274,769.580,1046.998,725.558,999.638,733.403,1030.170,741.061,1039.085,747.831,1034.127
995.354,259.408,1004.314,433.123,836.396,456.706,799.315,690.908,774.815,889.980,1177.696,409.611,1283.792,621.466,1327.959,850.444,1043.784,808.432,927.705,827.396,750.234,957.965,,,1146.578,790.610,1603.484,815.661,,,954.150,227.402,1024.789,224.264,912.652,268.221,1074.763,251.520,,,,,,,,,,,,,183,7.686,1336.493,853.764,1306.996,890.286,1285.237,936.210,1285.434,975.856,1284.632,1000.154,1311.584,964.526,1315.920,1006.509,1320.818,1020.123,1330.335,1022.857,1337.205,962.797,1339.541,1002.694,1340.509,1003.400,1336.569,992.835,1356.941,953.597,1361.547,992.353,1358.504,989.927,1353.986,982.949,1373.171,940.093,1381.257,975.701,1378.114,975.342,1373.075,970.333,770.370,903.055,797.563,935.092,824.920,978.679,824.053,1016.574,817.360,1046.107,789.933,985.172,797.229,1034.046,801.190,1049.680,806.137,1050.138,761.838,992.084,772.327,1042.150,781.129,1052.451,789.709,1048.827,741.156,995.745,751.777,1041.300,761.031,1050.096,769.436,1046.891,725.422,999.224,733.839,1030.032,741.241,1038.729,747.955,1033.521
995.084,260.293,1004.190,433.124,836.404,456.710,798.095,690.791,774.655,890.148,1177.565,409.605,1283.797,621.501,1327.946,850.613,1044.028,806.728,928.355,825.437,750.473,958.024,,,1145.211,788.718,1597.908,815.647,,,954.143,228.112,1024.643,224.398,912.693,268.244,1074.616,251.107,,,,,,,,,,,,,184,7.728,1337.006,853.748,1307.090,890.127,1285.215,935.886,1285.434,975.631,1284.496,999.637,1311.652,965.080,1315.888,1006.444,1320.687,1020.261,1330.282,1022.666,1337.320,963.012,1339.232,1003.131,1340.157,1003.903,1336.189,992.832,1357.329,953.584,1361.538,992.287,1358.359,989.784,1354.053,983.114,1373.231,939.818,1381.226,975.721,1377.736,975.315,1372.643,970.060,769.910,903.264,797.531,935.178,824.837,978.791,824.131,1016.975,817.368,1046.209,790.320,985.437,797.235,1034.282,801.156,1049.995,806.473,1050.507,762.037,992.253,772.276,1042.127,780.967,1052.515,789.861,1048.804,741.298,996.240,751.609,1041.548,761.381,1050.049,769.656,1046.651,725.189,999.035,734.076,1030.215,741.652,1038.424,748.305,1032.934
995.209,261.811,1004.196,433.139,836.401,456.729,797.907,691.383,774.426,889.849,1177.854,409.604,1283.804,621.539,1327.939,850.712,1043.466,805.439,928.602,823.319,749.255,958.083,,,1144.204,787.695,1592.332,815.634,,,954.145,228.835,1024.769,224.193,912.327,268.264,1074.744,251.071,,,,,,,,,,,,,185,7.770,1337.425,853.686,1307.241,889.781,1285.340,935.397,1285.314,975.411,1284.710,999.445,1311.744,965.768,1315.868,1006.769,1320.581,1020.253,1329.608,1023.008,1337.594,963.558,1338.953,1003.585,1339.726,1004.195,1335.935,992.472,1357.620,953.624,1361.531,992.602,1358.011,989.490,1353.851,982.605,1373.271,939.930,1381.361,975.592,1377.576,974.937,1372.223,969.923,770.271,902.645,797.749,935.325,825.201,978.929,824.346,1017.482,817.632,1046.629,790.543,985.354,797.366,1034.563,801.167,1050.176,806.559,1050.684,762.341,992.389,772.211,1042.101,780.794,1052.763,789.809,1048.852,741.585,996.487,751.333,1041.608,761.578,1049.872,769.527,1046.784,724.916,998.583,734.106,1030.445,741.832,1038.025,748.281,1032.701
995.653,263.254,1004.195,433.142,836.386,456.744,798.134,690.981,774.562,889.961,1177.848,409.595,1283.817,621.563,1327.934,851.482,1042.787,804.939,927.809,822.554,748.332,958.142,,,1141.908,786.224,1586.756,815.620,,,954.152,229.734,1025.215,224.063,911.742,268.269,1075.199,251.155,,,,,,,,,,,,,186,7.812,1338.026,853.006,1307.630,889.546,1285.397,935.357,1285.381,975.512,1284.789,999.678,1312.022,966.209,1315.772,1007.233,1320.485,1020.223,1329.021,1023.221,1337.884,963.857,1338.929,1003.959,1339.911,1004.028,1336.079,992.231,1357.791,953.459,1361.577,992.764,1357.576,989.446,1353.787,982.468,1373.117,939.862,1381.297,975.400,1377.599,974.821,1371.957,969.894,770.601,902.406,797.393,935.319,825.047,978.960,824.662,1018.044,817.796,1046.748,790.487,985.506,797.217,1034.621,801.174,1050.304,806.629,1050.770,762.468,992.307,772.530,1042.255,780.691,1052.946,789.481,1048.829,741.612,997.057,751.565,1041.812,761.676,1049.904,769.573,1046.751,724.820,999.086,734.061,1031.150,741.800,1037.976,748.261,1032.822
996.337,264.320,1004.196,433.145,836.368,456.883,797.926,690.533,774.572,889.361,1177.554,409.585,1283.828,621.572,1327.936,852.642,1043.125,806.200,927.945,823.994,747.483,958.201,,,1143.824,787.997,1581.180,815.607,,,954.168,229.968,1025.898,224.204,911.419,268.136,1075.896,251.634,,,,,,,,,,,,,187,7.854,1337.792,851.938,1307.778,888.969,1285.383,935.330,1285.240,975.156,1284.754,999.847,1312.331,966.254,1315.642,1007.491,1319.973,1019.998,1327.919,1023.879,1338.064,964.245,1339.048,1004.142,1339.570,1004.005,1336.209,992.292,1357.570,953.711,1361.622,993.171,1357.373,989.679,1353.605,982.311,1372.835,940.161,1381.130,975.621,1377.696,974.849,1371.734,970.505,770.540,902.747,797.428,935.392,825.204,979.308,824.951,1018.572,818.024,1047.081,790.497,985.920,797.205,1034.782,801.328,1050.240,806.231,1050.468,762.539,992.392,772.507,1042.269,780.518,1053.035,789.369,1048.941,741.643,997.110,751.598,1041.821,761.622,1049.870,769.448,1047.213,724.631,999.451,734.044,1031.601,741.643,1038.042,748.137,1032.837
997.111,265.035,1004.191,433.147,836.230,456.674,797.992,690.323,774.584,889.312,1177.677,409.573,1283.956,621.575,1327.941,853.001,1042.476,809.058,927.222,826.464,746.429,958.259,,,1145.220,791.700,1575.604,815.593,,,954.183,230.420,1026.671,224.657,910.959,268.342,1076.689,252.752,,,,,,,,,,,,,188,7.896,1337.377,851.121,1307.694,888.576,1285.417,935.220,1285.310,974.846,1284.660,1000.362,1312.583,966.095,1315.612,1007.705,1319.689,1019.622,1327.538,1024.667,1338.004,964.613,1339.232,1004.124,1339.530,1003.715,1336.396,992.451,1357.187,954.148,1361.737,993.887,1357.390,990.154,1353.474,982.379,1372.468,940.652,1380.880,975.891,1377.757,975.274,1371.583,971.425,770.586,903.005,797.580,935.702,825.366,979.881,825.061,1019.092,818.152,1047.285,790.661,986.380,797.217,1034.890,801.668,1050.416,805.845,1050.509,762.508,992.431,772.712,1042.347,780.425,1053.153,789.498,1049.137,741.592,997.173,751.693,1041.701,761.569,1049.929,769.376,1047.516,724.481,999.577,733.766,1031.712,741.405,1038.183,747.943,1033.031
997.804,265.489,1004.178,433.158,836.571,456.538,798.106,690.788,774.597,889.408,1178.136,409.578,1283.734,621.689,1327.935,853.545,1042.411,811.006,927.470,829.157,745.240,958.318,,,1147.561,795.547,1570.028,815.580,,,954.203,231.251,1027.368,225.468,910.540,268.598,1077.402,252.945,,,,,,,,,,,,,189,7.938,1336.930,851.080,1307.931,888.817,1285.649,935.286,1285.194,974.264,1284.415,1000.553,1312.706,965.834,1315.502,1007.530,1319.590,1019.565,1327.706,1024.997,1337.829,964.730,1339.348,1004.018,1339.566,1003.843,1336.407,992.968,1357.069,954.479,1361.816,994.062,1357.340,990.947,1353.604,983.027,1372.338,940.951,1380.722,975.903,1377.923,975.754,1371.957,972.297,770.696,903.574,797.946,935.879,825.822,980.463,825.197,1019.438,818.221,1047.563,790.673,986.496,797.319,1035.061,802.107,1050.664,805.974,1050.799,762.445,992.493,772.904,1042.547,780.623,1053.367,789.733,1049.518,741.585,997.517,751.778,1041.692,761.614,1050.099,769.381,1047.663,724.317,999.650,733.628,1031.874,741.261,1038.222,747.827,1033.250
998.253,265.855,1004.170,433.170,836.494,456.667,798.200,691.313,774.605,890.048,1178.857,409.594,1283.586,621.319,1327.922,853.664,1043.053,811.998,927.363,830.221,744.868,958.377,,,1149.250,798.179,1564.452,815.566,,,954.218,232.200,1027.819,226.140,910.150,268.232,1077.870,253.159,,,,,,,,,,,,,190,7.980,1336.867,851.418,1307.934,889.115,1285.713,935.373,1285.118,974.083,1284.257,1000.433,1312.968,965.925,1315.501,1007.360,1319.588,1019.533,1327.647,1025.465,1337.877,965.061,1339.314,1004.020,1339.617,1003.735,1336.568,993.452,1356.959,954.925,1361.792,994.438,1357.509,991.364,1353.653,983.069,1372.384,941.413,1380.485,976.160,1378.037,976.178,1372.404,972.755,770.207,905.088,797.945,935.741,825.886,980.065,825.060,1019.373,818.268,1047.509,790.559,986.209,797.374,1035.273,802.363,1050.958,806.332,1051.314,762.487,992.629,773.103,1042.853,780.851,1053.533,789.973,1049.793,741.556,997.879,752.131,1041.875,761.615,1050.449,769.504,1047.536,724.733,999.839,733.675,1032.178,741.425,1038.698,747.691,1033.629
998.388,266.656,1004.164,433.184,836.213,457.112,798.999,691.762,774.612,888.484,1179.667,409.616,1283.726,621.521,1327.908,853.555,1043.560,813.141,927.658,831.673,745.026,958.436,,,1149.514,799.263,1558.876,815.553,,,954.219,233.496,1027.954,226.702,909.656,267.619,1078.019,253.481,,,,,,,,,,,,,191,8.022,1336.673,851.599,1307.864,889.413,1285.771,935.374,1284.967,973.696,1283.731,999.971,1312.932,966.233,1315.571,1007.050,1319.720,1019.611,1327.795,1025.463,1337.682,965.123,1339.029,1004.208,1339.556,1003.793,1336.611,993.768,1356.979,955.122,1361.589,994.530,1357.561,991.639,1353.833,983.390,1372.537,941.516,1380.497,976.448,1377.978,976.145,1372.704,972.840,769.681,906.478,797.855,935.308,825.776,979.244,824.943,1019.016,818.047,1047.482,790.520,986.216,797.336,1035.523,802.354,1051.006,806.749,1051.460,762.473,992.982,773.267,1042.889,780.945,1053.286,789.988,1050.173,741.555,997.654,752.485,1042.143,761.601,1050.859,769.484,1048.021,725.147,1000.217,733.750,1032.102,741.390,1039.413,747.538,1034.687
998.237,267.004,1004.141,433.209,835.885,457.805,800.110,691.732,774.605,887.889,1180.381,409.639,1284.180,621.585,1327.899,853.451,1044.766,812.976,928.815,831.953,745.036,957.646,,,1150.436,798.658,1553.301,815.539,,,954.217,234.520,1027.802,226.667,909.926,267.056,1077.877,254.124,,,,,,,,,,,,,192,8.064,1336.534,851.648,1307.660,889.519,1285.619,935.219,1284.823,973.529,1283.441,999.312,1312.802,966.463,1315.593,1006.323,1319.852,1019.600,1327.667,1025.090,1337.607,965.339,1338.736,1004.393,1339.509,1003.873,1336.698,994.025,1357.135,955.347,1361.325,994.612,1357.703,991.681,1353.843,983.535,1372.753,941.843,1380.683,976.820,1377.878,976.141,1372.794,972.697,769.175,908.112,797.552,934.690,825.382,978.152,824.733,1018.246,817.721,1047.174,790.467,986.428,797.167,1035.728,802.368,1050.692,807.347,1051.244,762.401,993.644,773.381,1042.913,780.944,1052.956,789.846,1050.117,741.605,997.347,752.538,1042.405,761.572,1051.109,769.354,1048.371,725.539,1000.584,733.791,1031.498,741.427,1039.569,747.689,1035.142
998.016,267.697,1004.126,433.352,835.634,458.588,801.050,691.833,774.595,887.567,1180.849,409.649,1284.857,621.750,1327.907,852.961,1044.794,813.031,929.497,831.961,745.133,958.316,,,1149.907,798.025,1547.725,815.526,,,954.217,235.820,1027.575,227.214,910.146,266.739,1077.651,254.810,,,,,,,,,,,,,193,8.106,1336.562,852.250,1307.601,890.036,1285.512,935.216,1284.841,973.265,1283.055,998.749,1312.676,966.869,1315.429,1005.622,1320.009,1019.555,1327.696,1024.961,1337.442,965.498,1338.535,1004.613,1339.659,1003.962,1337.286,994.349,1357.267,955.644,1361.018,994.517,1358.149,991.398,1353.892,983.729,1373.247,941.603,1381.067,977.269,1377.848,976.318,1373.178,972.628,768.733,909.901,797.354,934.537,824.996,977.525,824.548,1017.678,817.414,1046.951,790.515,986.870,797.007,1035.880,802.277,1050.637,807.977,1051.348,762.475,993.979,773.572,1042.738,781.122,1052.834,789.652,1050.078,741.644,997.381,752.704,1042.434,761.579,1051.390,769.246,1048.697,725.759,1000.653,733.898,1031.316,741.467,1039.855,747.707,1035.661
998.143,268.309,1004.112,433.137,835.536,459.279,802.013,692.382,774.593,887.696,1180.847,409.641,1285.512,621.999,1327.914,853.420,1045.059,811.199,931.210,830.876,745.368,959.532,,,1149.347,794.321,1542.149,815.512,,,954.219,237.446,1027.694,228.295,910.019,266.762,1077.883,255.223,,,,,,,,,,,,,194,8.148,1336.496,852.899,1307.378,890.412,1285.326,935.579,1284.734,973.378,1283.007,998.962,1312.499,966.948,1315.266,1005.423,1319.687,1019.448,1327.025,1024.905,1337.521,965.670,1338.549,1004.722,1339.646,1003.695,1337.352,994.221,1357.199,955.794,1360.804,994.898,1358.292,990.923,1353.648,983.258,1373.494,941.907,1381.155,977.633,1377.700,976.467,1373.080,972.451,768.404,912.379,797.170,934.966,824.678,977.320,824.536,1017.337,817.312,1046.956,790.423,987.037,796.930,1035.931,802.314,1050.657,808.555,1051.214,762.421,993.926,773.848,1042.608,781.279,1052.902,789.355,1049.809,741.638,997.359,752.948,1042.361,761.478,1051.543,769.245,1048.753,726.005,1000.956,733.832,1031.535,741.513,1040.202,747.607,1036.340
998.146,269.057,1004.121,432.989,835.621,459.725,802.401,692.114,774.587,888.820,1181.052,409.767,1286.571,622.925,1327.919,854.046,1044.961,810.797,931.872,830.458,745.301,959.573,,,1149.009,792.033,1536.573,815.499,,,954.213,239.333,1027.690,230.385,910.015,267.113,1077.631,255.970,,,,,,,,,,,,,195,8.190,1336.397,854.553,1307.109,891.207,1285.099,935.895,1284.618,972.872,1282.706,998.855,1312.369,967.237,1315.047,1005.730,1319.555,1019.411,1326.746,1024.478,1337.296,965.729,1338.582,1004.920,1339.527,1004.085,1337.587,994.248,1357.228,955.833,1360.628,994.872,1358.445,990.774,1353.413,983.478,1373.654,941.931,1381.573,977.653,1377.620,976.788,1373.090,972.516,768.455,913.139,797.103,935.266,824.448,977.263,824.455,1017.045,817.199,1046.779,790.303,986.834,796.849,1035.924,802.231,1050.672,808.728,1051.298,762.324,993.833,774.094,1042.636,781.349,1052.796,789.073,1049.835,741.695,997.303,753.108,1042.445,761.422,1051.561,769.350,1048.530,726.415,1000.742,733.864,1031.664,741.454,1040.373,747.682,1036.547
998.138,269.437,1004.139,433.109,835.741,459.861,802.013,691.968,774.585,890.308,1180.729,409.536,1286.960,623.466,1327.919,854.676,1046.219,810.392,932.983,830.545,745.020,959.615,,,1152.199,791.775,1530.997,815.485,,,954.199,241.540,1027.682,233.612,910.011,267.686,1077.464,256.750,,,,,,,,,,,,,196,8.232,1336.469,855.353,1306.978,891.372,1284.966,935.912,1284.529,972.525,1282.559,998.727,1312.285,967.498,1314.945,1005.787,1319.456,1019.547,1327.165,1024.377,1337.228,965.838,1338.738,1004.947,1339.495,1004.454,1337.493,994.351,1357.080,955.830,1360.588,994.853,1358.440,990.887,1353.400,983.732,1373.520,942.028,1381.530,977.577,1377.639,977.122,1372.994,972.601,768.734,912.356,797.174,935.510,824.428,977.784,824.328,1017.034,817.240,1046.733,790.300,986.547,796.723,1036.039,802.237,1050.668,808.533,1051.274,762.238,993.883,774.127,1042.886,781.387,1052.762,789.115,1049.979,741.726,997.310,753.157,1042.524,761.476,1051.457,769.571,1048.064,726.806,1000.867,733.942,1031.924,741.426,1040.381,747.848,1036.242
998.137,269.903,1004.169,433.548,836.427,459.719,801.060,692.164,774.449,891.453,1180.559,409.387,1286.941,623.729,1327.917,854.991,1046.488,812.562,933.119,832.104,744.708,959.656,,,1155.246,794.626,1525.421,815.472,,,954.196,243.295,1027.680,236.893,910.002,268.276,1077.595,257.619,,,,,,,,,,,,,197,8.274,1336.694,855.909,1307.017,891.311,1284.955,935.850,1284.237,972.261,1282.395,998.519,1312.084,967.638,1314.914,1005.833,1319.503,1019.821,1327.633,1024.526,1337.215,965.858,1338.738,1004.895,1339.459,1004.795,1337.263,994.302,1356.916,955.657,1360.596,994.808,1358.173,990.935,1353.454,983.497,1373.252,942.087,1381.453,977.627,1377.590,977.099,1372.697,972.453,768.922,911.599,797.288,935.511,824.787,978.044,824.392,1017.063,817.504,1046.808,790.154,985.712,796.790,1036.100,802.167,1050.837,808.213,1051.442,762.122,993.540,774.021,1043.221,781.344,1052.845,789.252,1050.329,741.634,997.232,753.087,1042.623,761.611,1051.241,769.788,1047.450,726.902,1000.738,733.930,1032.156,741.575,1040.257,747.944,1035.343
998.149,270.895,1004.192,434.221,836.648,459.508,800.269,692.236,774.679,892.232,1180.219,409.514,1286.242,623.748,1327.915,854.707,1045.913,815.208,931.913,834.177,744.474,959.698,,,1154.840,797.526,1519.845,815.458,,,954.203,244.726,1027.687,239.782,909.992,268.611,1078.070,258.988,,,,,,,,,,,,,198,8.316,1337.031,856.354,1307.195,891.241,1285.224,935.819,1284.216,972.536,1282.157,998.662,1311.888,967.706,1315.097,1006.037,1319.788,1020.136,1328.507,1024.550,1337.219,965.811,1338.687,1004.819,1339.377,1005.299,1337.031,994.260,1356.716,955.422,1360.725,994.662,1357.785,991.269,1353.537,983.404,1372.901,941.918,1381.202,977.332,1377.565,976.965,1372.469,972.463,769.186,910.948,797.613,935.622,825.104,978.701,824.750,1017.594,817.833,1047.007,790.098,984.745,797.091,1036.048,801.992,1051.042,807.399,1051.512,762.207,993.119,774.132,1043.177,781.459,1053.337,789.539,1050.693,741.709,997.699,753.084,1042.434,761.863,1051.451,770.087,1047.197,726.998,1000.991,734.314,1032.537,741.738,1040.408,748.342,1034.869
998.157,271.824,1004.203,434.994,836.441,459.639,799.064,692.847,774.961,891.708,1179.979,409.979,1285.502,623.657,1327.920,854.745,1045.455,818.228,930.565,837.064,744.377,959.739,,,1153.694,801.634,1514.269,815.444,,,954.218,245.165,1027.691,241.296,909.989,268.320,1078.799,260.490,,,,,,,,,,,,,199,8.358,1337.379,856.247,1307.266,891.163,1285.369,936.130,1284.096,973.020,1281.851,998.905,1311.650,967.556,1315.261,1006.217,1319.818,1020.301,1328.583,1024.903,1337.200,965.587,1338.524,1004.608,1339.245,1005.571,1336.831,994.437,1356.406,955.513,1360.745,994.490,1357.368,991.701,1353.784,983.320,1372.557,941.968,1381.004,977.452,1377.608,976.747,1372.385,972.655,769.630,910.049,797.733,935.526,825.293,978.720,824.852,1017.863,817.989,1047.158,789.970,984.193,797.276,1035.826,801.850,1051.398,807.114,1051.300,762.299,992.926,774.255,1043.024,781.581,1053.475,789.825,1050.719,741.756,997.888,753.149,1042.391,762.081,1051.696,770.420,1047.064,726.668,1001.799,734.562,1032.913,741.971,1040.645,748.669,1034.605
998.043,272.663,1004.200,435.687,835.638,459.653,797.883,693.693,774.457,890.473,1179.901,410.675,1285.916,623.642,1327.923,854.506,1045.177,820.986,929.301,839.541,744.463,959.780,,,1154.372,805.369,1508.693,815.431,,,954.226,244.932,1027.571,241.758,909.994,267.971,1079.618,261.536,,,,,,,,,,,,,200,8.400,1337.686,855.446,1307.413,890.736,1285.383,935.225,1284.182,972.276,1281.188,998.244,1311.821,967.201,1315.155,1005.956,1319.788,1020.277,1328.779,1025.086,1337.133,965.492,1338.291,1004.649,1339.094,1005.626,1337.170,994.534,1356.407,955.585,1360.634,994.611,1357.323,991.830,1353.877,983.516,1372.589,941.903,1380.887,977.255,1377.828,976.616,1372.362,972.808,769.452,910.401,797.892,936.009,825.700,979.407,825.156,1017.995,818.002,1046.895,790.281,984.653,797.452,1035.689,801.537,1051.649,806.800,1051.034,762.431,993.036,774.078,1042.790,781.514,1053.499,790.222,1050.362,741.666,997.927,752.902,1042.341,762.462,1051.528,770.484,1046.901,725.922,1002.232,734.531,1032.715,741.980,1040.123,748.663,1033.826
998.284,273.300,1004.187,436.152,835.738,459.671,797.737,693.969,774.058,889.151,1180.004,411.463,1286.634,623.964,1327.919,854.187,1045.047,821.808,929.534,840.978,744.854,959.822,,,1155.277,806.843,1503.117,815.417,,,954.239,244.718,1027.932,241.938,910.011,268.346,1080.334,261.875,,,,,,,,,,,,,201,8.442,1337.606,855.356,1307.419,891.072,1285.377,935.110,1284.235,971.300,1279.881,997.781,1312.178,967.272,1314.922,1005.632,1319.675,1020.252,1328.943,1025.070,1336.887,965.444,1337.987,1004.766,1338.940,1006.098,1337.490,994.940,1356.740,955.681,1360.492,994.700,1357.467,992.159,1353.926,984.440,1372.981,941.709,1381.173,977.208,1378.198,976.966,1372.653,973.194,769.067,910.873,797.805,936.479,825.743,979.908,825.412,1018.104,817.640,1046.671,790.318,985.140,797.338,1035.410,801.386,1051.745,806.950,1050.786,762.198,993.287,774.150,1042.518,781.416,1053.385,790.211,1049.726,741.260,998.050,752.688,1042.281,762.535,1051.439,770.216,1047.110,725.183,1002.843,734.304,1032.287,741.727,1039.495,748.355,1033.957
998.318,273.773,1004.173,436.304,835.791,459.678,798.066,693.904,773.630,888.294,1180.272,412.165,1287.587,624.005,1327.928,853.894,1044.485,821.552,929.453,841.441,744.821,959.863,,,1154.935,806.860,1497.541,815.404,,,954.238,244.673,1027.736,242.170,909.895,268.142,1080.914,261.356,,,,,,,,,,,,,202,8.484,1337.698,856.480,1307.405,891.970,1285.151,935.831,1284.094,971.627,1279.308,998.490,1312.578,967.255,1314.674,1005.352,1319.475,1020.349,1328.888,1025.115,1336.930,965.581,1337.852,1005.136,1338.779,1006.228,1337.698,995.303,1357.170,955.865,1360.286,994.980,1357.676,992.515,1353.775,985.048,1373.372,941.607,1381.472,977.181,1378.368,977.480,1373.057,973.753,767.968,913.072,797.540,937.493,825.403,979.789,825.410,1017.582,817.244,1046.145,790.159,985.827,797.060,1035.390,801.452,1051.423,806.982,1050.523,761.937,993.696,774.061,1042.353,781.149,1053.240,789.853,1049.307,740.960,998.291,752.619,1042.204,762.219,1051.419,769.490,1047.715,724.785,1002.562,733.839,1031.537,741.263,1038.871,747.587,1034.787
998.425,274.473,1004.170,436.179,835.744,459.677,799.277,693.692,773.297,887.047,1180.617,412.638,1287.897,624.127,1327.951,853.814,1044.030,819.141,929.384,839.658,745.193,959.904,,,1153.938,804.274,1491.965,815.390,,,954.227,244.855,1027.801,242.958,910.248,268.747,1080.935,260.751,,,,,,,,,,,,,203,8.526,1337.901,857.565,1307.309,893.173,1284.987,937.431,1283.751,973.332,1279.257,1000.411,1312.472,967.304,1314.447,1005.589,1319.432,1020.767,1328.892,1025.000,1336.843,965.665,1337.787,1005.457,1338.763,1006.903,1337.834,995.494,1357.183,955.777,1359.991,994.751,1357.606,992.598,1353.801,985.871,1373.230,941.120,1381.308,977.232,1378.394,977.888,1373.230,973.954,766.951,915.162,797.133,937.784,824.834,979.099,825.226,1017.131,816.830,1045.775,789.982,986.354,796.695,1035.342,801.428,1051.354,807.528,1050.526,761.641,993.842,774.020,1042.293,781.007,1052.977,789.659,1049.273,740.776,997.919,752.652,1042.222,761.890,1051.494,769.010,1048.345,724.575,1002.226,733.525,1031.169,740.892,1038.745,746.966,1036.223
998.111,274.390,1004.166,435.982,835.533,459.688,801.271,693.530,772.485,886.674,1181.041,412.797,1288.394,624.652,1327.956,854.167,1044.159,816.443,929.822,836.888,745.558,959.946,,,1154.656,800.977,1486.389,815.377,,,954.193,244.900,1027.396,243.509,910.159,268.512,1080.378,260.979,,,,,,,,,,,,,204,8.568,1337.877,858.587,1307.092,894.010,1284.658,939.338,1283.408,976.172,1280.281,1003.106,1312.208,967.191,1314.358,1005.712,1319.378,1021.150,1328.586,1024.569,1336.840,965.638,1337.715,1005.668,1338.621,1007.577,1337.136,995.454,1357.212,955.517,1359.593,994.920,1357.098,992.917,1353.259,986.121,1372.790,941.373,1380.997,977.237,1377.979,978.150,1372.723,974.127,766.595,915.711,797.118,937.587,824.508,978.253,825.028,1016.475,816.780,1045.741,790.104,986.795,796.374,1035.365,801.359,1050.939,807.772,1049.860,761.131,994.215,773.693,1042.565,781.020,1052.336,789.526,1048.948,740.782,997.476,752.221,1042.716,761.775,1050.927,768.671,1048.342,724.100,1001.696,733.491,1030.393,740.809,1038.317,746.850,1036.228
