RElbow_x,RElbow_y,RWrist_x,RWrist_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,time
-0.189,-0.678,0.866,-1.025,0.407,-0.233,0.412,-1.550,27.690
-0.186,-0.675,0.865,-1.024,0.414,-0.208,0.401,-1.544,27.700
-0.183,-0.670,0.863,-1.023,0.427,-0.178,0.381,-1.539,27.710
-0.183,-0.666,0.863,-1.021,0.444,-0.148,0.346,-1.538,27.720
-0.184,-0.662,0.863,-1.020,0.461,-0.119,0.299,-1.541,27.730
-0.186,-0.660,0.864,-1.020,0.477,-0.095,0.251,-1.547,27.740
-0.188,-0.660,0.865,-1.020,0.489,-0.077,0.213,-1.553,27.750
-0.189,-0.662,0.866,-1.020,0.498,-0.064,0.193,-1.556,27.760
-0.188,-0.666,0.867,-1.021,0.506,-0.055,0.190,-1.556,27.770
-0.186,-0.670,0.868,-1.022,0.516,-0.045,0.197,-1.551,27.780
-0.184,-0.672,0.868,-1.022,0.530,-0.030,0.203,-1.547,27.790
-0.183,-0.673,0.867,-1.023,0.549,-0.005,0.198,-1.545,27.800
-0.184,-0.673,0.866,-1.024,0.574,0.031,0.178,-1.546,27.810
-0.186,-0.671,0.866,-1.025,0.601,0.077,0.145,-1.551,27.820
-0.188,-0.669,0.866,-1.025,0.630,0.130,0.103,-1.557,27.830
-0.189,-0.667,0.865,-1.026,0.657,0.184,0.059,-1.561,27.840
-0.189,-0.668,0.865,-1.026,0.681,0.236,0.014,-1.561,27.850
-0.187,-0.669,0.865,-1.026,0.703,0.278,-0.033,-1.557,27.860
-0.186,-0.671,0.865,-1.026,0.723,0.308,-0.085,-1.551,27.870
-0.185,-0.672,0.865,-1.026,0.744,0.324,-0.142,-1.546,27.880
-0.185,-0.672,0.864,-1.025,0.766,0.326,-0.199,-1.546,27.890
-0.187,-0.670,0.864,-1.024,0.788,0.320,-0.244,-1.550,27.900
-0.189,-0.669,0.863,-1.023,0.810,0.310,-0.266,-1.556,27.910
-0.190,-0.668,0.862,-1.022,0.830,0.303,-0.257,-1.562,27.920
-0.191,-0.668,0.861,-1.021,0.846,0.305,-0.221,-1.563,27.930
-0.190,-0.669,0.860,-1.021,0.857,0.316,-0.169,-1.560,27.940
-0.188,-0.670,0.859,-1.021,0.864,0.336,-0.119,-1.553,27.950
-0.187,-0.671,0.857,-1.020,0.868,0.360,-0.089,-1.547,27.960
-0.186,-0.671,0.856,-1.019,0.872,0.380,-0.086,-1.545,27.970
-0.187,-0.670,0.854,-1.017,0.876,0.391,-0.103,-1.547,27.980
-0.189,-0.669,0.853,-1.014,0.880,0.389,-0.123,-1.553,27.990
-0.190,-0.668,0.851,-1.010,0.883,0.373,-0.121,-1.560,28.000
-0.191,-0.667,0.849,-1.006,0.882,0.348,-0.077,-1.564,28.010
-0.191,-0.668,0.846,-1.002,0.876,0.320,0.014,-1.562,28.020
-0.189,-0.668,0.844,-0.999,0.864,0.297,0.144,-1.555,28.030
-0.187,-0.667,0.843,-0.996,0.848,0.285,0.290,-1.546,28.040
-0.186,-0.665,0.841,-0.994,0.832,0.286,0.428,-1.540,28.050
-0.187,-0.662,0.841,-0.993,0.819,0.298,0.540,-1.540,28.060
-0.188,-0.658,0.840,-0.991,0.813,0.315,0.622,-1.547,28.070
-0.189,-0.656,0.840,-0.990,0.815,0.331,0.689,-1.558,28.080
-0.191,-0.657,0.840,-0.988,0.824,0.340,0.760,-1.569,28.090
-0.191,-0.661,0.839,-0.985,0.837,0.338,0.857,-1.575,28.100
-0.190,-0.667,0.838,-0.982,0.851,0.328,0.993,-1.574,28.110
-0.188,-0.675,0.837,-0.980,0.862,0.311,1.163,-1.566,28.120
-0.187,-0.681,0.836,-0.978,0.871,0.294,1.352,-1.553,28.130
-0.187,-0.685,0.836,-0.976,0.876,0.282,1.538,-1.540,28.140
-0.188,-0.685,0.836,-0.975,0.879,0.277,1.701,-1.530,28.150
-0.190,-0.682,0.835,-0.974,0.879,0.280,1.830,-1.526,28.160
-0.191,-0.679,0.835,-0.972,0.879,0.291,1.924,-1.527,28.170
-0.192,-0.675,0.833,-0.969,0.876,0.306,1.990,-1.530,28.180
-0.191,-0.674,0.831,-0.966,0.871,0.322,2.037,-1.534,28.190
-0.190,-0.673,0.827,-0.963,0.864,0.338,2.070,-1.538,28.200
-0.189,-0.672,0.824,-0.959,0.853,0.351,2.088,-1.543,28.210
-0.188,-0.669,0.821,-0.956,0.840,0.362,2.083,-1.550,28.220
-0.188,-0.663,0.818,-0.952,0.825,0.370,2.050,-1.560,28.230
-0.189,-0.652,0.816,-0.949,0.809,0.374,1.986,-1.573,28.240
-0.191,-0.638,0.815,-0.945,0.792,0.374,1.897,-1.587,28.250
-0.191,-0.622,0.814,-0.941,0.772,0.369,1.793,-1.601,28.260
-0.191,-0.606,0.814,-0.937,0.750,0.358,1.688,-1.611,28.270
-0.189,-0.589,0.813,-0.933,0.725,0.342,1.595,-1.619,28.280
-0.187,-0.573,0.811,-0.929,0.699,0.320,1.519,-1.625,28.290
-0.186,-0.557,0.810,-0.925,0.672,0.295,1.463,-1.630,28.300
-0.186,-0.541,0.809,-0.922,0.647,0.266,1.424,-1.638,28.310
-0.187,-0.524,0.808,-0.918,0.623,0.234,1.401,-1.647,28.320
-0.188,-0.509,0.808,-0.915,0.602,0.199,1.394,-1.657,28.330
-0.189,-0.495,0.808,-0.911,0.582,0.159,1.405,-1.665,28.340
-0.189,-0.484,0.809,-0.907,0.561,0.115,1.436,-1.669,28.350
-0.188,-0.476,0.810,-0.902,0.538,0.066,1.482,-1.668,28.360
-0.186,-0.473,0.811,-0.897,0.513,0.014,1.537,-1.664,28.370
-0.184,-0.472,0.812,-0.892,0.488,-0.039,1.586,-1.659,28.380
-0.183,-0.472,0.813,-0.887,0.466,-0.092,1.616,-1.655,28.390
-0.184,-0.472,0.815,-0.883,0.449,-0.143,1.617,-1.653,28.400
-0.185,-0.473,0.818,-0.879,0.439,-0.191,1.586,-1.653,28.410
-0.186,-0.475,0.821,-0.875,0.435,-0.237,1.530,-1.652,28.420
-0.187,-0.480,0.824,-0.870,0.437,-0.282,1.457,-1.647,28.430
-0.186,-0.488,0.826,-0.866,0.442,-0.326,1.377,-1.637,28.440
-0.185,-0.501,0.829,-0.862,0.448,-0.369,1.297,-1.623,28.450
-0.183,-0.518,0.831,-0.858,0.455,-0.409,1.218,-1.607,28.460
-0.182,-0.538,0.832,-0.854,0.462,-0.444,1.135,-1.593,28.470
-0.182,-0.559,0.833,-0.849,0.472,-0.472,1.046,-1.583,28.480
-0.183,-0.580,0.833,-0.845,0.483,-0.493,0.953,-1.578,28.490
-0.185,-0.601,0.833,-0.840,0.496,-0.507,0.862,-1.574,28.500
-0.186,-0.621,0.834,-0.835,0.506,-0.517,0.782,-1.569,28.510
-0.185,-0.640,0.834,-0.830,0.511,-0.525,0.720,-1.560,28.520
-0.184,-0.657,0.834,-0.825,0.508,-0.533,0.676,-1.547,28.530
-0.182,-0.673,0.834,-0.820,0.497,-0.538,0.645,-1.533,28.540
-0.180,-0.685,0.835,-0.816,0.479,-0.539,0.612,-1.521,28.550
-0.179,-0.691,0.835,-0.812,0.459,-0.533,0.567,-1.515,28.560
-0.180,-0.693,0.835,-0.809,0.440,-0.517,0.506,-1.519,28.570
-0.181,-0.689,0.836,-0.805,0.424,-0.491,0.439,-1.531,28.580
-0.182,-0.682,0.836,-0.802,0.410,-0.460,0.387,-1.547,28.590
-0.182,-0.673,0.836,-0.798,0.396,-0.431,0.374,-1.562,28.600
-0.181,-0.662,0.837,-0.794,0.378,-0.410,0.422,-1.572,28.610
-0.178,-0.651,0.837,-0.791,0.354,-0.402,0.536,-1.574,28.620
-0.176,-0.639,0.838,-0.788,0.325,-0.411,0.703,-1.571,28.630
-0.175,-0.624,0.838,-0.786,0.291,-0.433,0.898,-1.565,28.640
-0.175,-0.605,0.840,-0.784,0.258,-0.462,1.087,-1.559,28.650
-0.176,-0.584,0.841,-0.783,0.229,-0.492,1.243,-1.557,28.660
-0.178,-0.560,0.842,-0.782,0.204,-0.517,1.352,-1.557,28.670
-0.179,-0.538,0.842,-0.781,0.183,-0.532,1.421,-1.559,28.680
-0.179,-0.520,0.841,-0.780,0.163,-0.539,1.464,-1.559,28.690
-0.177,-0.508,0.841,-0.779,0.140,-0.538,1.504,-1.558,28.700
-0.174,-0.504,0.840,-0.778,0.114,-0.534,1.555,-1.554,28.710
-0.171,-0.506,0.839,-0.778,0.086,-0.529,1.617,-1.552,28.720
-0.171,-0.512,0.839,-0.778,0.062,-0.522,1.679,-1.551,28.730
-0.173,-0.519,0.840,-0.778,0.045,-0.514,1.724,-1.553,28.740
-0.176,-0.526,0.841,-0.778,0.039,-0.500,1.734,-1.557,28.750
-0.180,-0.530,0.842,-0.778,0.046,-0.479,1.703,-1.561,28.760
-0.183,-0.533,0.842,-0.778,0.064,-0.451,1.634,-1.561,28.770
-0.184,-0.534,0.842,-0.777,0.087,-0.415,1.539,-1.558,28.780
-0.183,-0.536,0.842,-0.777,0.113,-0.374,1.434,-1.552,28.790
-0.180,-0.539,0.841,-0.776,0.138,-0.330,1.330,-1.545,28.800
-0.176,-0.545,0.840,-0.776,0.163,-0.284,1.232,-1.541,28.810
-0.172,-0.552,0.839,-0.776,0.191,-0.237,1.134,-1.542,28.820
-0.169,-0.562,0.838,-0.777,0.224,-0.189,1.030,-1.548,28.830
-0.167,-0.574,0.837,-0.776,0.263,-0.138,0.917,-1.555,28.840
-0.165,-0.588,0.835,-0.776,0.307,-0.087,0.797,-1.559,28.850
-0.163,-0.603,0.832,-0.775,0.350,-0.034,0.679,-1.557,28.860
-0.161,-0.617,0.828,-0.774,0.389,0.018,0.576,-1.549,28.870
-0.161,-0.629,0.823,-0.775,0.420,0.068,0.498,-1.536,28.880
-0.162,-0.636,0.819,-0.777,0.444,0.114,0.447,-1.522,28.890
-0.165,-0.636,0.816,-0.780,0.463,0.157,0.419,-1.513,28.900
-0.171,-0.631,0.813,-0.785,0.482,0.196,0.401,-1.512,28.910
-0.178,-0.620,0.812,-0.791,0.504,0.232,0.382,-1.520,28.920
-0.186,-0.607,0.811,-0.798,0.533,0.265,0.352,-1.534,28.930
-0.194,-0.595,0.810,-0.805,0.566,0.295,0.312,-1.551,28.940
-0.202,-0.586,0.808,-0.813,0.600,0.320,0.267,-1.568,28.950
-0.211,-0.581,0.806,-0.822,0.631,0.341,0.225,-1.583,28.960
-0.221,-0.582,0.803,-0.832,0.657,0.355,0.194,-1.595,28.970
-0.233,-0.585,0.799,-0.844,0.677,0.364,0.178,-1.606,28.980
-0.247,-0.591,0.795,-0.857,0.693,0.368,0.173,-1.614,28.990
-0.262,-0.598,0.790,-0.871,0.709,0.368,0.173,-1.621,29.000
-0.277,-0.607,0.786,-0.884,0.727,0.363,0.170,-1.623,29.010
-0.292,-0.618,0.781,-0.897,0.749,0.355,0.158,-1.618,29.020
-0.304,-0.636,0.776,-0.909,0.773,0.342,0.135,-1.605,29.030
-0.316,-0.660,0.770,-0.920,0.799,0.326,0.103,-1.584,29.040
-0.327,-0.692,0.764,-0.931,0.826,0.308,0.063,-1.558,29.050
-0.338,-0.730,0.758,-0.943,0.854,0.290,0.018,-1.528,29.060
-0.350,-0.774,0.751,-0.955,0.885,0.276,-0.032,-1.498,29.070
-0.363,-0.819,0.745,-0.969,0.922,0.268,-0.088,-1.466,29.080
-0.375,-0.864,0.739,-0.983,0.964,0.268,-0.147,-1.432,29.090
-0.385,-0.908,0.734,-0.997,1.012,0.275,-0.206,-1.392,29.100
-0.392,-0.951,0.729,-1.009,1.063,0.287,-0.258,-1.345,29.110
-0.396,-0.993,0.724,-1.021,1.113,0.300,-0.296,-1.292,29.120
-0.398,-1.036,0.719,-1.032,1.161,0.311,-0.316,-1.234,29.130
-0.399,-1.081,0.715,-1.043,1.205,0.316,-0.316,-1.176,29.140
-0.401,-1.127,0.711,-1.056,1.249,0.316,-0.301,-1.124,29.150
-0.404,-1.173,0.707,-1.070,1.295,0.312,-0.276,-1.078,29.160
-0.408,-1.219,0.702,-1.085,1.346,0.308,-0.248,-1.038,29.170
-0.411,-1.262,0.697,-1.101,1.401,0.306,-0.219,-0.999,29.180
-0.410,-1.301,0.692,-1.115,1.455,0.308,-0.187,-0.955,29.190
-0.405,-1.338,0.686,-1.128,1.503,0.315,-0.146,-0.906,29.200
-0.395,-1.372,0.681,-1.138,1.538,0.326,-0.089,-0.851,29.210
-0.382,-1.404,0.675,-1.147,1.556,0.338,-0.010,-0.797,29.220
-0.369,-1.435,0.670,-1.156,1.560,0.348,0.091,-0.751,29.230
-0.360,-1.465,0.666,-1.168,1.554,0.355,0.206,-0.720,29.240
-0.357,-1.494,0.662,-1.184,1.547,0.357,0.327,-0.708,29.250
-0.362,-1.521,0.659,-1.204,1.547,0.352,0.442,-0.713,29.260
-0.373,-1.546,0.656,-1.228,1.556,0.339,0.546,-0.731,29.270
-0.389,-1.568,0.653,-1.255,1.573,0.320,0.636,-0.752,29.280
-0.407,-1.586,0.650,-1.282,1.594,0.295,0.713,-0.770,29.290
-0.424,-1.603,0.646,-1.307,1.612,0.268,0.782,-0.782,29.300
-0.439,-1.618,0.644,-1.330,1.624,0.242,0.845,-0.788,29.310
-0.451,-1.633,0.642,-1.348,1.629,0.223,0.903,-0.790,29.320
-0.460,-1.651,0.642,-1.362,1.632,0.213,0.952,-0.792,29.330
-0.466,-1.671,0.644,-1.373,1.638,0.215,0.987,-0.796,29.340
-0.469,-1.694,0.648,-1.379,1.652,0.230,1.004,-0.799,29.350
-0.467,-1.719,0.652,-1.381,1.675,0.255,1.001,-0.797,29.360
-0.461,-1.743,0.658,-1.378,1.705,0.287,0.980,-0.787,29.370
-0.448,-1.763,0.663,-1.370,1.735,0.323,0.944,-0.766,29.380
-0.428,-1.779,0.669,-1.356,1.758,0.362,0.898,-0.734,29.390
-0.401,-1.787,0.675,-1.337,1.770,0.400,0.843,-0.696,29.400
-0.366,-1.789,0.681,-1.312,1.768,0.440,0.780,-0.659,29.410
-0.324,-1.787,0.688,-1.281,1.755,0.480,0.707,-0.628,29.420
-0.275,-1.782,0.696,-1.247,1.733,0.520,0.623,-0.605,29.430
-0.222,-1.778,0.704,-1.210,1.708,0.559,0.528,-0.592,29.440
-0.164,-1.776,0.712,-1.171,1.679,0.595,0.424,-0.586,29.450
-0.103,-1.776,0.720,-1.130,1.647,0.628,0.317,-0.583,29.460
-0.042,-1.778,0.727,-1.089,1.608,0.655,0.209,-0.582,29.470
0.019,-1.779,0.734,-1.047,1.563,0.678,0.106,-0.582,29.480
0.076,-1.779,0.740,-1.006,1.509,0.698,0.008,-0.585,29.490
0.127,-1.777,0.744,-0.966,1.451,0.717,-0.083,-0.593,29.500
0.172,-1.774,0.748,-0.926,1.392,0.735,-0.167,-0.607,29.510
0.209,-1.771,0.750,-0.888,1.336,0.751,-0.241,-0.626,29.520
0.236,-1.770,0.750,-0.851,1.286,0.760,-0.299,-0.647,29.530
0.255,-1.773,0.750,-0.816,1.245,0.759,-0.334,-0.667,29.540
0.267,-1.780,0.748,-0.785,1.211,0.746,-0.340,-0.681,29.550
0.272,-1.788,0.745,-0.757,1.184,0.720,-0.314,-0.688,29.560
0.272,-1.798,0.741,-0.734,1.164,0.681,-0.261,-0.686,29.570
0.270,-1.806,0.736,-0.716,1.150,0.634,-0.190,-0.677,29.580
0.266,-1.813,0.732,-0.703,1.143,0.583,-0.115,-0.659,29.590
0.262,-1.818,0.728,-0.695,1.145,0.533,-0.049,-0.635,29.600
0.259,-1.823,0.724,-0.692,1.153,0.484,-0.003,-0.603,29.610
0.257,-1.830,0.721,-0.693,1.166,0.440,0.019,-0.564,29.620
0.258,-1.841,0.718,-0.699,1.182,0.398,0.019,-0.519,29.630
0.260,-1.855,0.717,-0.710,1.198,0.360,0.003,-0.468,29.640
0.264,-1.873,0.717,-0.725,1.214,0.325,-0.019,-0.416,29.650
0.272,-1.893,0.718,-0.743,1.232,0.294,-0.040,-0.366,29.660
0.285,-1.912,0.721,-0.762,1.254,0.271,-0.055,-0.321,29.670
0.305,-1.929,0.726,-0.782,1.283,0.257,-0.062,-0.279,29.680
0.334,-1.943,0.731,-0.799,1.320,0.256,-0.062,-0.241,29.690
0.373,-1.952,0.738,-0.812,1.361,0.269,-0.060,-0.203,29.700
0.424,-1.958,0.745,-0.819,1.402,0.297,-0.057,-0.162,29.710
0.485,-1.960,0.753,-0.820,1.437,0.340,-0.055,-0.116,29.720
0.554,-1.961,0.762,-0.816,1.462,0.398,-0.055,-0.068,29.730
0.631,-1.959,0.772,-0.808,1.476,0.467,-0.056,-0.022,29.740
0.711,-1.957,0.782,-0.798,1.483,0.546,-0.059,0.018,29.750
0.792,-1.953,0.792,-0.787,1.485,0.627,-0.062,0.044,29.760
0.872,-1.949,0.801,-0.775,1.487,0.705,-0.066,0.056,29.770
0.947,-1.943,0.808,-0.762,1.489,0.774,-0.070,0.050,29.780
1.017,-1.936,0.814,-0.747,1.489,0.829,-0.074,0.031,29.790
1.080,-1.927,0.818,-0.730,1.484,0.869,-0.078,0.002,29.800
1.135,-1.916,0.820,-0.710,1.469,0.898,-0.080,-0.032,29.810
1.181,-1.902,0.821,-0.689,1.444,0.922,-0.082,-0.068,29.820
1.219,-1.887,0.822,-0.667,1.414,0.949,-0.082,-0.104,29.830
1.249,-1.873,0.822,-0.646,1.387,0.985,-0.081,-0.138,29.840
1.270,-1.861,0.823,-0.627,1.371,1.032,-0.081,-0.170,29.850
1.282,-1.853,0.822,-0.610,1.374,1.088,-0.082,-0.201,29.860
1.285,-1.851,0.819,-0.597,1.400,1.145,-0.085,-0.229,29.870
1.277,-1.852,0.815,-0.585,1.442,1.194,-0.088,-0.253,29.880
1.261,-1.855,0.808,-0.575,1.494,1.227,-0.091,-0.271,29.890
1.237,-1.856,0.800,-0.566,1.543,1.239,-0.095,-0.282,29.900
1.208,-1.853,0.791,-0.557,1.581,1.230,-0.098,-0.282,29.910
1.176,-1.845,0.782,-0.550,1.604,1.205,-0.100,-0.272,29.920
1.145,-1.832,0.774,-0.546,1.613,1.169,-0.104,-0.249,29.930
1.118,-1.815,0.767,-0.544,1.612,1.129,-0.107,-0.212,29.940
1.097,-1.798,0.761,-0.545,1.608,1.089,-0.112,-0.160,29.950
1.082,-1.782,0.757,-0.549,1.606,1.053,-0.116,-0.093,29.960
1.074,-1.769,0.755,-0.555,1.606,1.022,-0.120,-0.013,29.970
1.072,-1.758,0.753,-0.563,1.605,0.995,-0.123,0.078,29.980
1.076,-1.746,0.753,-0.570,1.597,0.974,-0.126,0.174,29.990
1.085,-1.731,0.753,-0.578,1.577,0.959,-0.127,0.272,30.000
1.100,-1.714,0.754,-0.584,1.542,0.951,-0.129,0.366,30.010
1.120,-1.693,0.756,-0.590,1.493,0.951,-0.132,0.452,30.020
1.146,-1.670,0.759,-0.593,1.435,0.955,-0.136,0.527,30.030
1.176,-1.647,0.763,-0.594,1.373,0.960,-0.142,0.591,30.040
1.209,-1.624,0.768,-0.590,1.312,0.962,-0.147,0.645,30.050
1.243,-1.603,0.774,-0.582,1.258,0.958,-0.153,0.689,30.060
1.277,-1.580,0.781,-0.569,1.212,0.946,-0.159,0.725,30.070
1.310,-1.554,0.788,-0.550,1.173,0.926,-0.164,0.755,30.080
1.343,-1.525,0.795,-0.527,1.140,0.902,-0.169,0.782,30.090
1.373,-1.493,0.802,-0.502,1.112,0.876,-0.172,0.804,30.100
1.402,-1.461,0.808,-0.475,1.087,0.851,-0.174,0.824,30.110
1.427,-1.433,0.813,-0.447,1.064,0.830,-0.176,0.841,30.120
1.447,-1.413,0.817,-0.421,1.045,0.811,-0.176,0.854,30.130
1.461,-1.404,0.819,-0.396,1.028,0.793,-0.176,0.862,30.140
1.468,-1.405,0.821,-0.372,1.014,0.774,-0.175,0.863,30.150
1.468,-1.413,0.823,-0.348,1.004,0.752,-0.174,0.854,30.160
1.462,-1.423,0.826,-0.325,0.995,0.726,-0.172,0.833,30.170
1.451,-1.431,0.829,-0.304,0.987,0.694,-0.170,0.799,30.180
1.438,-1.435,0.832,-0.284,0.978,0.655,-0.167,0.753,30.190
1.423,-1.435,0.836,-0.268,0.968,0.608,-0.162,0.698,30.200
1.406,-1.432,0.839,-0.257,0.955,0.556,-0.155,0.637,30.210
1.388,-1.431,0.841,-0.252,0.941,0.499,-0.146,0.576,30.220
1.366,-1.435,0.842,-0.253,0.927,0.444,-0.136,0.519,30.230
1.341,-1.446,0.843,-0.261,0.917,0.394,-0.127,0.467,30.240
1.312,-1.461,0.843,-0.275,0.913,0.355,-0.118,0.421,30.250
1.281,-1.477,0.842,-0.294,0.919,0.330,-0.111,0.380,30.260
1.248,-1.490,0.840,-0.317,0.934,0.320,-0.105,0.341,30.270
1.217,-1.496,0.838,-0.343,0.957,0.321,-0.099,0.301,30.280
1.187,-1.493,0.836,-0.372,0.982,0.328,-0.093,0.260,30.290
1.159,-1.480,0.832,-0.405,1.005,0.337,-0.087,0.217,30.300
1.132,-1.459,0.828,-0.440,1.019,0.343,-0.081,0.174,30.310
1.107,-1.431,0.825,-0.480,1.022,0.349,-0.076,0.133,30.320
1.083,-1.399,0.821,-0.524,1.015,0.357,-0.073,0.098,30.330
1.061,-1.364,0.818,-0.573,1.002,0.372,-0.071,0.067,30.340
1.042,-1.327,0.814,-0.627,0.988,0.400,-0.070,0.039,30.350
1.029,-1.290,0.811,-0.684,0.979,0.442,-0.068,0.012,30.360
1.021,-1.253,0.807,-0.743,0.979,0.496,-0.065,-0.016,30.370
1.019,-1.219,0.800,-0.802,0.987,0.556,-0.060,-0.047,30.380
1.020,-1.187,0.792,-0.859,1.001,0.617,-0.056,-0.079,30.390
1.025,-1.160,0.781,-0.912,1.013,0.674,-0.054,-0.108,30.400
1.031,-1.135,0.768,-0.961,1.020,0.723,-0.056,-0.131,30.410
1.039,-1.111,0.753,-1.006,1.018,0.765,-0.062,-0.143,30.420
1.050,-1.085,0.739,-1.047,1.006,0.798,-0.070,-0.142,30.430
1.066,-1.056,0.724,-1.086,0.985,0.822,-0.077,-0.131,30.440
1.087,-1.022,0.711,-1.122,0.960,0.833,-0.079,-0.113,30.450
1.114,-0.986,0.699,-1.155,0.933,0.829,-0.076,-0.095,30.460
1.144,-0.950,0.689,-1.186,0.905,0.806,-0.069,-0.081,30.470
1.174,-0.918,0.679,-1.212,0.877,0.765,-0.062,-0.074,30.480
1.202,-0.893,0.671,-1.234,0.847,0.709,-0.059,-0.071,30.490
1.226,-0.876,0.664,-1.250,0.813,0.645,-0.065,-0.070,30.500
1.244,-0.869,0.657,-1.261,0.774,0.581,-0.083,-0.065,30.510
1.260,-0.869,0.653,-1.265,0.729,0.519,-0.108,-0.053,30.520
1.274,-0.875,0.650,-1.265,0.679,0.461,-0.135,-0.032,30.530
1.291,-0.885,0.651,-1.260,0.625,0.401,-0.156,-0.006,30.540
1.309,-0.898,0.654,-1.249,0.568,0.330,-0.163,0.018,30.550
1.331,-0.913,0.661,-1.233,0.511,0.243,-0.152,0.036,30.560
1.355,-0.930,0.671,-1.211,0.455,0.140,-0.121,0.043,30.570
1.379,-0.949,0.683,-1.183,0.401,0.030,-0.074,0.038,30.580
1.402,-0.969,0.698,-1.148,0.349,-0.071,-0.016,0.026,30.590
1.424,-0.987,0.715,-1.108,0.301,-0.143,0.045,0.013,30.600
1.444,-1.004,0.732,-1.065,0.259,-0.173,0.102,0.004,30.610
1.463,-1.017,0.750,-1.018,0.223,-0.154,0.149,0.005,30.620
1.481,-1.028,0.767,-0.971,0.193,-0.094,0.178,0.016,30.630
1.497,-1.037,0.785,-0.923,0.169,-0.011,0.181,0.034,30.640
1.511,-1.046,0.802,-0.876,0.150,0.071,0.151,0.054,30.650
1.522,-1.055,0.819,-0.828,0.133,0.130,0.086,0.072,30.660
1.530,-1.065,0.835,-0.779,0.118,0.150,-0.014,0.084,30.670
1.535,-1.073,0.851,-0.730,0.102,0.126,-0.143,0.090,30.680
1.538,-1.077,0.866,-0.680,0.083,0.062,-0.286,0.091,30.690
1.540,-1.075,0.879,-0.629,0.060,-0.029,-0.427,0.090,30.700
1.542,-1.066,0.891,-0.580,0.029,-0.136,-0.551,0.089,30.710
1.545,-1.051,0.900,-0.533,-0.009,-0.248,-0.645,0.089,30.720
1.547,-1.033,0.908,-0.488,-0.055,-0.364,-0.708,0.089,30.730
1.547,-1.015,0.914,-0.445,-0.107,-0.483,-0.747,0.091,30.740
1.546,-0.999,0.918,-0.405,-0.162,-0.610,-0.773,0.092,30.750
1.542,-0.986,0.920,-0.366,-0.216,-0.748,-0.803,0.096,30.760
1.539,-0.976,0.921,-0.328,-0.266,-0.899,-0.848,0.103,30.770
1.536,-0.964,0.920,-0.291,-0.309,-1.063,-0.912,0.116,30.780
1.535,-0.947,0.918,-0.253,-0.345,-1.235,-0.993,0.136,30.790
1.536,-0.923,0.914,-0.216,-0.377,-1.413,-1.079,0.163,30.800
1.538,-0.891,0.909,-0.181,-0.407,-1.593,-1.160,0.196,30.810
1.537,-0.851,0.904,-0.147,-0.437,-1.774,-1.227,0.232,30.820
1.534,-0.806,0.898,-0.116,-0.470,-1.955,-1.274,0.268,30.830
1.526,-0.759,0.893,-0.089,-0.506,-2.134,-1.304,0.300,30.840
1.515,-0.712,0.888,-0.064,-0.543,-2.312,-1.319,0.327,30.850
1.505,-0.667,0.884,-0.042,-0.578,-2.484,-1.324,0.347,30.860
1.497,-0.625,0.881,-0.023,-0.610,-2.647,-1.322,0.358,30.870
1.494,-0.586,0.877,-0.006,-0.637,-2.798,-1.311,0.361,30.880
1.495,-0.551,0.874,0.010,-0.659,-2.933,-1.288,0.357,30.890
1.499,-0.520,0.869,0.026,-0.675,-3.050,-1.251,0.350,30.900
1.503,-0.493,0.865,0.041,-0.686,-3.146,-1.197,0.343,30.910
1.505,-0.473,0.860,0.056,-0.692,-3.218,-1.129,0.341,30.920
1.502,-0.458,0.855,0.070,-0.696,-3.267,-1.049,0.349,30.930
1.496,-0.448,0.851,0.084,-0.695,-3.292,-0.964,0.369,30.940
1.488,-0.440,0.847,0.095,-0.693,-3.298,-0.876,0.399,30.950
1.478,-0.432,0.843,0.103,-0.689,-3.288,-0.789,0.434,30.960
1.469,-0.422,0.840,0.109,-0.685,-3.268,-0.703,0.468,30.970
1.457,-0.410,0.838,0.111,-0.683,-3.240,-0.618,0.494,30.980
1.440,-0.396,0.837,0.111,-0.683,-3.205,-0.537,0.506,30.990
1.414,-0.383,0.834,0.108,-0.683,-3.161,-0.466,0.505,31.000
1.376,-0.374,0.832,0.103,-0.682,-3.102,-0.411,0.493,31.010
1.326,-0.370,0.827,0.096,-0.679,-3.022,-0.378,0.477,31.020
1.265,-0.372,0.822,0.087,-0.673,-2.921,-0.371,0.463,31.030
1.197,-0.377,0.814,0.076,-0.664,-2.805,-0.387,0.453,31.040
1.124,-0.385,0.805,0.064,-0.656,-2.684,-0.415,0.448,31.050
1.050,-0.392,0.795,0.050,-0.649,-2.572,-0.442,0.444,31.060
0.974,-0.397,0.784,0.036,-0.649,-2.482,-0.454,0.434,31.070
0.897,-0.402,0.775,0.023,-0.653,-2.418,-0.440,0.414,31.080
0.816,-0.407,0.766,0.009,-0.662,-2.375,-0.395,0.384,31.090
0.730,-0.413,0.757,-0.003,-0.671,-2.339,-0.325,0.346,31.100
0.640,-0.422,0.749,-0.014,-0.676,-2.293,-0.242,0.305,31.110
0.548,-0.433,0.741,-0.025,-0.677,-2.219,-0.161,0.267,31.120
0.458,-0.445,0.733,-0.038,-0.672,-2.114,-0.094,0.237,31.130
0.372,-0.456,0.723,-0.052,-0.664,-1.983,-0.053,0.216,31.140
0.294,-0.464,0.714,-0.068,-0.657,-1.846,-0.038,0.201,31.150
